key,연도,실제예산,시뮬예산,위험지수,Y,Y_bin,시도,시군구,diff
경기도가평군,2017,99757000.0,201810629.36342797,0.0615299614647808,0.006379606964039,1,경기도,가평군,102053629.36342797
경기도고양시,2017,0.0,58370297.22638889,-1.1134169464516983,0.0,0,경기도,고양시,58370297.22638889
경기도과천시,2017,0.0,155997889.40625578,-0.3090866071956714,0.0,0,경기도,과천시,155997889.40625578
경기도광명시,2017,0.0,129332778.04003546,-0.5248024121603173,0.0,0,경기도,광명시,129332778.04003546
경기도광주시,2017,1002837370.0,132932074.97072822,-0.4956847676079397,0.5824949104563504,1,경기도,광주시,-869905295.0292718
경기도구리시,2017,0.0,177769517.30444112,-0.1329581758178315,0.0,0,경기도,구리시,177769517.30444112
경기도군포시,2017,0.0,143750619.72692886,-0.408164747212065,0.0,0,경기도,군포시,143750619.72692886
경기도김포시,2017,0.0,58370297.22638889,-1.5710805971658777,0.0,0,경기도,김포시,58370297.22638889
경기도남양주시,2017,670403000.0,196513300.64166537,0.0186755546827052,0.1369754550270777,1,경기도,남양주시,-473889699.35833466
경기도동두천시,2017,337921000.0,123607150.77850471,-0.5711216746860038,0.0081665626663934,1,경기도,동두천시,-214313849.22149527
경기도부천시,2017,0.0,102274420.53154118,-0.7436995054745531,0.0,0,경기도,부천시,102274420.53154118
