연도,시도,시군구,log_피해밀도_본per_ha,Y_bin,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,취약성지수_동일가중,취약성지수_실증가중
2023,부산광역시,금정구,0.1730285098823619,1,1.557856048513684,1.0814671579466464,-0.20700489171554529,1.5753712096282264,1.001922381093253,1.1222477622697251
2016,부산광역시,기장군,0.350093332573178,1,1.0923322084000207,1.246172533121371,0.38376925236808673,1.5436980656706285,1.066493014890027,1.1145952273360018
2017,부산광역시,기장군,0.3846499683942443,1,1.0969872394536937,-0.10053833628497863,-0.36451268583325225,1.5776864629366683,0.5524056700680328,0.9379608903057751
2018,부산광역시,기장군,0.1787317879433972,1,1.1012417988932113,-0.2913451324064745,-0.36309110304702163,1.6019036620295253,0.5121773063673101,0.9494345090540269
2019,부산광역시,기장군,0.1217750569259209,1,1.1012417988932113,1.0433973488931274,-0.2645657179038794,1.6989319236488547,0.8947513383828285,1.0226811444807522
2020,부산광역시,기장군,0.0454512629039173,1,1.058840599156489,0.7435574756517398,-0.2674427982756693,1.7325284424778618,0.8168709297526053,1.0224834453936944
2021,부산광역시,기장군,0.0805656478395671,1,1.058840599156489,0.7813217393882863,-0.3069566513962213,1.746441188083593,0.8199117188080368,1.01889721475059
2022,부산광역시,기장군,0.1299750764217454,1,1.058840599156489,-0.06255554657085244,-0.32283643161849146,1.767663728333929,0.6102780873252684,1.0205430554858133
2023,부산광역시,기장군,0.2750526560516392,1,1.0603556413374953,1.0814671579466464,-0.23414292179140264,1.8049093874078308,0.9281473162251423,1.0646310934037824
2016,부산광역시,남구,0.0246926125903715,1,0.23861189147564207,0.42178489388522666,0.38376925236808673,1.7180140202382614,0.6905450144918042,0.9270510714341162
2017,부산광역시,남구,0.0834216081390723,1,0.24279275667688285,-0.5966702202688333,-0.41406378549186484,1.7524280982609515,0.24612171229428403,0.7395217147768544
2018,부산광역시,남구,0.0091579377847656,1,0.24840380043015423,-0.17142577977430018,-0.40702863375257603,1.7775686113989595,0.36187949957555937,0.7559408594681083
2019,부산광역시,남구,0.0006997551142733,1,0.24840380043015423,0.44100388167157367,-0.28514853690435255,1.87152952923086,0.5689471686070589,0.8304848059220193
2020,부산광역시,남구,0.0014988761237358,1,0.20680705597355412,0.6398714789829677,-0.26990285430316396,1.9003860657717744,0.619290436606283,0.8351796163681677
2021,부산광역시,남구,0.0,0,0.20680705597355412,0.3994651702905863,-0.3173710827185203,1.9148582889209176,0.5509398581166345,0.8286222647295413
2022,부산광역시,남구,0.0,0,0.20680705597355412,-0.6029263058027117,-0.3968727106797435,1.9363565572671377,0.28584114918955916,0.8137837847716245
2023,부산광역시,남구,0.0187236139981025,1,0.21231684227331094,0.4630933490965604,-0.23495713552707395,1.973850287815417,0.6035758359145535,0.8771616041845028
2016,부산광역시,동구,0.0,0,-0.11641417797011797,0.42178489388522666,0.38376925236808673,0.3465907596152098,0.2589326819746013,0.2148577573378626
2017,부산광역시,동구,0.0,0,-0.11243049823526136,-0.5966702202688333,-0.24428897251273515,0.38092795300216875,-0.1431154345036653,0.06967805110920544
2018,부산광역시,동구,0.0,0,-0.10625535019088936,-0.17142577977430018,-0.2783226775555357,0.4082637192703684,-0.036935022062589196,0.0769687184438958
2019,부산광역시,동구,0.0,0,-0.10625535019088936,0.44100388167157367,-0.1600607282435043,0.49291124749081505,0.16689976268199874,0.14650769504390534
2020,부산광역시,동구,0.0,0,-0.09672389061306509,0.6398714789829677,-0.14274061125195664,0.5327063758988797,0.2332783382542064,0.1721470057493871
2021,부산광역시,동구,0.0,0,-0.09672389061306509,0.3994651702905863,-0.18779743688387707,0.5487856273153628,0.16593236752725177,0.1669000357879053
2022,부산광역시,동구,0.0,0,-0.09672389061306509,-0.6029263058027117,-0.12741436594297656,0.5710758896377549,-0.06399716818024961,0.18738142403311503
2023,부산광역시,동구,0.0,0,-0.08979100486676991,0.4630933490965604,-0.2899066108782036,0.6072634600558022,0.17266479835184728,0.1695167073018196
2016,부산광역시,동래구,0.0,0,0.3190243641155418,0.42178489388522666,0.38376925236808673,1.0854813974348199,0.5525149769509188,0.6731147963790063
2017,부산광역시,동래구,0.0,0,0.3232498913072256,-0.5966702202688333,-0.16882622224950075,1.119766591292334,0.1693800100203064,0.5468517220581055
2018,부산광역시,동래구,0.0,0,0.32873316691956866,-0.17142577977430018,-0.23112380745640382,1.14564953096943,0.26795827766457364,0.54622554396489
2019,부산광역시,동래구,0.0,0,0.32873316691956866,0.44100388167157367,-0.15077781273176427,0.8927791137877064,0.3779345874117711,0.45768553030937326
2020,부산광역시,동래구,0.0,0,0.3522236797911933,0.6398714789829677,-0.13243870339796932,0.9395945561621677,0.44981275288458983,0.4909322745499195
2021,부산광역시,동래구,0.0,0,0.3522236797911933,0.3994651702905863,-0.1773001719122601,0.9574074416734748,0.38294902996074853,0.48649741596282287
2022,부산광역시,동래구,0.0,0,0.3522236797911933,-0.6029263058027117,-0.2481934420463564,0.9805520932980909,0.12041400631005403,0.47453588338746894
2016,부산광역시,부산진구,0.0231304173888543,1,0.00428352163083157,0.42178489388522666,-1.146426061089854,0.5953532123859517,-0.03125110829696101,-0.021317552944267792
2017,부산광역시,부산진구,0.0002999550089979,1,0.008334238223641918,-0.5966702202688333,-0.17788630561309723,0.6305582234777548,-0.033916016045133474,0.23305477951560283
2018,부산광역시,부산진구,0.0036931718376175,1,0.01431760854764211,-0.17142577977430018,-0.3139834401785466,0.6599642387280275,0.04721815683070568,0.21568251241507624
2019,부산광역시,부산진구,0.006379606964039,1,0.01431760854764211,0.44100388167157367,-0.23870595345162582,0.7375734301186995,0.23854724172157238,0.27137658446447094
2020,부산광역시,부산진구,0.0096532570281383,1,0.04503013841146096,0.6398714789829677,-0.30821466908113515,0.7862628409277808,0.29073744731026857,0.28569138033139596
2021,부산광역시,부산진구,0.0066776547532405,1,0.04503013841146096,0.3994651702905863,-0.2567364643154688,0.803566670376463,0.24783137869076038,0.3051173164798824
2022,부산광역시,부산진구,0.0130149370774946,1,0.04503013841146096,-0.6029263058027117,-0.22648733552104644,0.8264604431937014,0.010519235070351046,0.3183309284988268
2023,부산광역시,부산진구,0.0175451792157488,1,0.051298412912945825,0.4630933490965604,-0.2664381215826561,0.8630667471775597,0.27775509690110245,0.33108302139946866
2016,부산광역시,북구,0.025472795973031,1,0.8805951619098381,0.42178489388522666,0.38376925236808673,0.6731619366227714,0.5898278111964808,0.6630346124695925
2017,부산광역시,북구,0.0541093256470319,1,0.8851325918298023,-0.5966702202688333,0.7113485554179262,0.7062997783133258,0.4265276763230552,0.756405311374649
2018,부산광역시,북구,0.0027960873020012,1,0.8897235822719687,-0.17142577977430018,-0.31272550238621905,0.7295926816614284,0.2837912454432195,0.5139222692141534
2019,부산광역시,북구,0.00129915573162,1,0.8897235822719687,0.44100388167157367,-0.2592680215956136,0.8289040558149433,0.47509087454071797,0.5737162225268965
2020,부산광역시,북구,0.0130149370774946,1,0.8790673584754969,0.6398714789829677,-0.19420368873198657,0.8649023290185138,0.5474093694362481,0.6034564433496694
2021,부산광역시,북구,0.000499875041651,1,0.8790673584754969,0.3994651702905863,-0.2402364188879374,0.8783950462592676,0.47917278903435334,0.596826716377792
2022,부산광역시,북구,0.0047885167317971,1,0.8790673584754969,-0.6029263058027117,-0.1146568316378555,0.8994105833462835,0.2652237010953033,0.6330460067356041
2016,부산광역시,사상구,0.0022973590486834,1,0.16817330378531484,0.42178489388522666,-0.5572782666451375,0.6603419979157781,0.17325548223529552,0.2046193029194802
2017,부산광역시,사상구,0.0,0,0.17231504660383357,-0.5966702202688333,0.02792614252312972,0.6938170029273014,0.07434699294635785,0.36242391519478073
2018,부산광역시,사상구,0.0,0,0.17803801089758023,-0.17142577977430018,-0.29244781909741147,0.7181072059201004,0.10806790448649223,0.29665058344392875
2019,부산광역시,사상구,0.0,0,0.17803801089758023,0.44100388167157367,-0.16931176680287585,0.8138779199427666,0.31590201142726115,0.3723053229605655
2020,부산광역시,사상구,0.0027960873020012,1,0.18787133534287642,0.6398714789829677,-0.09292411820023444,0.8537917364296157,0.3971526081388063,0.41285593392289743
2021,부산광역시,사상구,0.0,0,0.18787133534287642,0.3994651702905863,-0.14590797493336577,0.8679008330035913,0.32733234092592206,0.40475980041775556
2022,부산광역시,사상구,0.0010993954433009,1,0.18787133534287642,-0.6029263058027117,-0.18890239793502095,0.8892201411747069,0.07131569319496267,0.39896933038605187
2016,부산광역시,사하구,0.0040916179032535,1,-0.26389497094674075,0.42178489388522666,0.38376925236808673,1.176077842693541,0.4294342545000284,0.5350311469585686
2017,부산광역시,사하구,0.0062802379571504,1,-0.25999320370070844,-0.5966702202688333,-0.32296209104395013,1.2099652065117064,0.00758492287455359,0.36996010467170337
2018,부산광역시,사하구,0.0047885167317971,1,-0.25358372202471635,-0.17142577977430018,-0.307989735120475,1.2345383630513895,0.1253847815329745,0.3883575293588281
2019,부산광역시,사하구,0.0007996801705643,1,-0.25358372202471635,0.44100388167157367,-0.2843110103570483,1.3298921398821086,0.30825032229297944,0.4389643708497964
2020,부산광역시,사하구,0.0005998200719676,1,-0.24557089860292852,0.6398714789829677,-0.29056097329182967,1.369938013851126,0.36841940523483385,0.4583579040075966
2021,부산광역시,사하구,0.0001999800026662,1,-0.24557089860292852,0.3994651702905863,-0.33842094570630504,1.3841254630508755,0.29989969725805704,0.45157723811919076
2022,부산광역시,사하구,0.0,0,-0.24557089860292852,-0.6029263058027117,-0.22868359218807566,1.4054833858555305,0.08207564731545364,0.48398671319380404
2023,부산광역시,사하구,0.0030952049073024,1,-0.23794014630605145,0.4630933490965604,-0.2693271653155037,1.4423652114102037,0.3495478122213022,0.4971028914153093
2016,부산광역시,서구,0.0076705063042197,1,-0.08935725037196443,0.42178489388522666,0.38376925236808673,0.27808751505779683,0.24857110273478644,0.19295837273278477
2017,부산광역시,서구,0.0,0,-0.0853585429156346,-0.5966702202688333,-0.27166210839102456,0.31211330420367855,-0.16039439184295348,0.04080286779511255
2018,부산광역시,서구,0.0,0,-0.07922638588030581,-0.17142577977430018,-0.3264426383377867,0.3386695923091238,-0.059606302920817214,0.042550520236278255
2019,부산광역시,서구,0.0,0,-0.07922638588030581,0.44100388167157367,-0.24609309555930775,0.4259956196181426,0.13542000496252565,0.10379066574034146
2020,부산광역시,서구,0.0027960873020012,1,-0.06953413791260499,0.6398714789829677,-0.3239289029800855,0.46533553375900893,0.17793599296232154,0.10548966706351605
2021,부산광역시,서구,0.0020977980821461,1,-0.06953413791260499,0.3994651702905863,-0.22020514184000406,0.48094044077619585,0.14766658282854328,0.13722900281499587
2022,부산광역시,서구,0.0070749136719618,1,-0.06953413791260499,-0.6029263058027117,-0.11649686098867712,0.502996931288528,-0.07149009335386644,0.16843877014714748
2023,부산광역시,서구,0.0057832447557273,1,-0.06272873083843426,0.4630933490965604,-0.26091521302741916,0.5390559650382645,0.16962634256724285,0.1549970149802934
2016,부산광역시,수영구,0.0122249696225689,1,-0.4645522635119496,0.42178489388522666,0.38376925236808673,0.9555927464189256,0.32414865729007236,0.3766949593581285
2017,부산광역시,수영구,0.0009995003330835,1,-0.4607619435798557,-0.5966702202688333,-0.2978637953278972,0.9905897186505478,-0.09117656013150957,0.21835299558119015
2018,부산광역시,수영구,0.0,0,-0.45403363562737814,-0.17142577977430018,-0.33315869994614794,1.0187592940088979,0.015035294665267873,0.22586435153338963
2019,부산광역시,수영구,0.0,0,-0.45403363562737814,0.44100388167157367,-0.231832924480396,1.10114774440359,0.21407126649184738,0.29017467394634255
2020,부산광역시,수영구,0.0,0,-0.44829077063904527,0.6398714789829677,0.6912197662605591,1.140253968458813,0.5057636107658237,0.5407871282740787
2021,부산광역시,수영구,0.0038924147153438,1,-0.44829077063904527,0.3994651702905863,0.6619774963281565,1.1567415474812037,0.4424733608652253,0.5396735728130311
2022,부산광역시,수영구,0.0143958802837323,1,-0.44829077063904527,-0.6029263058027117,-0.35260926272278836,1.1792330464655487,-0.05614832317474916,0.2915011026072258
2023,부산광역시,수영구,0.0092570212626767,1,-0.4397095698263211,0.4630933490965604,-0.31853350566861927,1.2161309903075184,0.2302453159772846,0.3235943907762586
2016,부산광역시,연제구,0.0020977980821461,1,-0.5961822678411528,0.42178489388522666,0.38376925236808673,1.023980067133862,0.3083379863865056,0.36661615250426755
2017,부산광역시,연제구,0.0,0,-0.592465056691843,-0.5966702202688333,-0.27222247955311496,1.0590215889074388,-0.10058404190158815,0.21468181082104454
2018,부산광역시,연제구,0.0,0,-0.5855276005762584,-0.17142577977430018,-0.3057264049109715,1.0871994001165342,0.006129903713750995,0.22270839253039165
2019,부산광역시,연제구,0.0,0,-0.5855276005762584,0.44100388167157367,-0.23123581904899143,1.1696361042778358,0.1984691415810399,0.28033116236773153
2020,부산광역시,연제구,0.0,0,-0.5925568963804617,0.6398714789829677,0.6912197662605591,1.2004603628091342,0.4847486779180498,0.5232485534605236
2021,부산광역시,연제구,0.0,0,-0.5925568963804617,0.3994651702905863,0.6619774963281565,1.216964230123968,0.4214625000905623,0.5221421692930805
2022,부산광역시,연제구,0.00329456694943,1,-0.5925568963804617,-0.6029263058027117,0.7039822447798998,1.2394637564901327,0.18699069977171479,0.5381211102015486
2023,부산광역시,연제구,0.001598721363697,1,-0.5832993064021331,0.4630933490965604,0.7253507311642879,1.276429292547768,0.4703935166016208,0.5672738477584734
2016,부산광역시,영도구,0.2957246440949655,1,0.7044881605985397,0.42178489388522666,0.38376925236808673,0.6803469418457775,0.5475973121744075,0.6124308357097692
2017,부산광역시,영도구,0.2949803749328925,1,0.7089277787120603,-0.5966702202688333,-0.4656587721455706,0.714285704386868,0.09022112267113108,0.4118724635890203
2018,부산광역시,영도구,0.229841072761931,1,0.7137985872399454,-0.17142577977430018,-0.4029470312236326,0.7398813134631528,0.21982677242629134,0.4421851211369389
2019,부산광역시,영도구,0.1653449325868378,1,0.7137985872399454,0.44100388167157367,-0.3789316477485116,0.8310591324062986,0.4017324883923265,0.49103756625370143
2020,부산광역시,영도구,0.0756639039209896,1,0.7767574699174379,0.6398714789829677,-0.38878032129703277,0.8836832085508687,0.4778829590385604,0.5318448168432548
2021,부산광역시,영도구,0.0088606284321965,1,0.7767574699174379,0.3994651702905863,-0.438502846647694,0.8985698965515017,0.40907242252795795,0.5249063686092127
2022,부산광역시,영도구,0.0545828777702917,1,0.7767574699174379,-0.6029263058027117,-0.5408875076277854,0.920272426186951,0.13830402066847297,0.5044370611049205
2023,부산광역시,영도구,0.2311117209633866,1,0.779595053834673,0.4630933490965604,-0.44391682420106515,0.9567047017285041,0.43886907011466814,0.5502954789596131
2016,부산광역시,중구,0.0,0,-1.3192941927278894,0.42178489388522666,0.38376925236808673,-0.6500493029212038,-0.29094733734894496,-0.5911865351908292
2017,부산광역시,중구,0.0,0,-1.3159786060631684,-0.5966702202688333,0.7113485554179262,-0.6133696642453996,-0.4536674837898688,-0.4966295194357462
2018,부산광역시,중구,0.0,0,-1.3078921905474714,-0.17142577977430018,0.6598233988354024,-0.5775052969436987,-0.349249967107517,-0.4893732750441656
2019,부산광역시,중구,0.0,0,-1.3078921905474714,0.44100388167157367,0.6638779072792429,-0.5241399685742925,-0.18178759254273683,-0.4621588632285081
2020,부산광역시,중구,0.0,0,-1.291151994296864,0.6398714789829677,0.6912197662605591,-0.4826769962034911,-0.11068443631420703,-0.4310789147831584
2021,부산광역시,중구,0.0,0,-1.291151994296864,0.3994651702905863,0.6619774963281565,-0.4610639095186032,-0.17269330929918109,-0.42993584816746033
2022,부산광역시,중구,0.0,0,-1.291151994296864,-0.6029263058027117,0.7039822447798998,-0.4360463994639982,-0.4065356136959185,-0.4128483073008269
2023,부산광역시,중구,0.0,0,-1.278619053622406,0.4630933490965604,0.7253507311642879,-0.4003250932357861,-0.12262501664933594,-0.3832433747383656
2016,부산광역시,해운대구,0.0214679066152409,1,2.3500527922522196,0.42178489388522666,0.38376925236808673,1.1254777049796174,1.0702711608712876,1.3108163517351712
2017,부산광역시,해운대구,0.0630686914669829,1,2.3554063754440357,-0.5966702202688333,0.7113485554179262,1.1583706368579203,0.9071138368627621,1.4043284028330825
2018,부산광역시,해운대구,0.0014988761237358,1,2.3576625307115324,-0.17142577977430018,-0.22678297615560794,1.180158200403903,0.7849029937963818,1.181955384573511
2019,부산광역시,해운대구,0.0007996801705643,1,2.3576625307115324,0.44100388167157367,-0.1988213230702186,1.2853037587552216,0.9712872120170273,1.237944014103725
2020,부산광역시,해운대구,0.0020977980821461,1,1.934126869512993,0.6398714789829677,-0.19624536808421195,1.270292058462167,0.912011259718479,1.1035478190826606
2021,부산광역시,해운대구,0.0026963615477426,1,1.934126869512993,0.3994651702905863,-0.24231681500981628,1.2829033898805142,0.8435446536685693,1.0965203626341946
2022,부산광역시,해운대구,0.00329456694943,1,1.934126869512993,-0.6029263058027117,-0.09743090137117244,1.303484552366774,0.6343135536764707,1.1373749912278668
2023,부산광역시,해운대구,0.0162669724638719,1,1.93153814757731,0.4630933490965604,-0.15841088371113124,1.3400748344775346,0.8940738618600684,1.1421586059457731
2016,서울특별시,강남구,0.0,0,-1.350490229919688,-0.319961850033717,0.38376925236808673,-0.06714761621926829,-0.3384576109511466,-0.34735192090604416
2017,서울특별시,강남구,0.0,0,-1.3471919698843962,0.4949886000110473,0.7113485554179262,-0.03147859796664873,-0.043083353105517856,-0.24514586745612668
2018,서울특별시,강남구,0.0,0,-1.3390559866891407,-0.04399998320387573,0.6598233988354024,0.0004366527445716084,-0.18069897957826062,-0.2438727870055619
2019,서울특별시,강남구,0.0,0,-1.3390559866891407,-0.46901021026147977,0.6638779072792429,0.06842437971431978,-0.26894097748926443,-0.21480353753524103
2020,서울특별시,강남구,0.0,0,-1.3185950676746574,0.3581446097228331,0.6912197662605591,0.1537745983722157,-0.02886402332976236,-0.1604897224238278
2021,서울특별시,강남구,0.0,0,-1.3185950676746574,-0.039090583881333185,0.6619774963281565,0.1726714900699773,-0.13075916628946418,-0.1612353321656908
2022,서울특별시,강남구,0.0,0,-1.3185950676746574,0.5042318667295056,0.7039822447798998,0.1963503739711833,0.02149235445148282,-0.13790878600004788
2023,서울특별시,강남구,0.0,0,-1.3059334606385833,0.16355993846254174,0.7253507311642879,0.23245121051808448,-0.046142895123417293,-0.11431169264327844
2016,서울특별시,강동구,0.0,0,-1.3082144388029155,-0.319961850033717,0.38376925236808673,0.3623336146466025,-0.22051835545548587,-0.1453557772629048
2017,서울특별시,강동구,0.0,0,-1.3048926983184244,0.4949886000110473,-0.5064800594287098,0.3980862672137455,-0.22957447263058534,-0.34756288679909186
2018,서울특별시,강동구,0.0,0,-1.2968238875288907,-0.04399998320387573,0.6598233988354024,0.4294862141923047,-0.06287856442626483,-0.04208003527434798
2019,서울특별시,강동구,0.0,0,-1.2968238875288907,-0.46901021026147977,0.6638779072792429,0.49978181657713494,-0.15054359348349813,-0.0119946908228101
2020,서울특별시,강동구,0.0,0,-1.2523833756366194,0.3581446097228331,0.6912197662605591,0.6817180409971115,0.1196747603359711,0.0921645216935528
2021,서울특별시,강동구,0.0,0,-1.2523833756366194,-0.039090583881333185,0.6619774963281565,0.6999272689907139,0.017607701450229468,0.09111615226457884
2022,서울특별시,강동구,0.0,0,-1.2523833756366194,0.5042318667295056,0.7039822447798998,0.7232672506321434,0.16977449662623234,0.1142934889525214
2023,서울특별시,강동구,0.0,0,-1.2400322009414757,0.16355993846254174,0.7253507311642879,0.7598644743861567,0.10218573576787765,0.13801435019855662
2016,서울특별시,강북구,0.0,0,-0.8733867576750964,-0.319961850033717,0.38376925236808673,-0.5201935241598272,-0.3324432198751385,-0.40115153201285136
2017,서울특별시,강북구,0.0,0,-0.8698235090128149,0.4949886000110473,0.7113485554179262,-0.4864369320976394,-0.03748082142037021,-0.29970656442663873
2018,서울특별시,강북구,0.0,0,-0.8624456000525369,-0.04399998320387573,0.6598233988354024,-0.4592516681408051,-0.17646846314045384,-0.30074741618160794
2019,서울특별시,강북구,0.0,0,-0.8624456000525369,-0.46901021026147977,0.6638779072792429,-0.3750526865747553,-0.2606576474023823,-0.2645407907823756
2020,서울특별시,강북구,0.0,0,-0.8368952446968245,0.3581446097228331,0.6912197662605591,-0.3277303784553163,-0.028815311792187145,-0.2254157805415303
2021,서울특별시,강북구,0.0,0,-0.8368952446968245,-0.039090583881333185,0.6619774963281565,-0.3116016371622556,-0.13140249235306417,-0.2273801318649749
2022,서울특별시,강북구,0.0,0,-0.8368952446968245,0.5042318667295056,0.7039822447798998,-0.2892869846751555,0.020507970534356337,-0.20465421980810267
2023,서울특별시,강북구,0.0,0,-0.8264920787165515,0.16355993846254174,0.7253507311642879,-0.25403266672322716,-0.04790351895323726,-0.18211934914058053
2016,서울특별시,강서구,0.0,0,-1.3184621579749682,-0.319961850033717,0.38376925236808673,0.09544620932518583,-0.28980213657885323,-0.2659877927664966
2017,서울특별시,강서구,0.0,0,-1.3151461091888006,0.4949886000110473,-0.22522813932624805,0.13072440856641798,-0.22866530998439585,-0.3980925489440882
2018,서울특별시,강서구,0.0,0,-1.307061015701019,-0.04399998320387573,0.6598233988354024,0.16122322866394592,-0.1325035928513866,-0.16331444791969535
2019,서울특별시,강서구,0.0,0,-1.307061015701019,-0.46901021026147977,0.6638779072792429,0.23440299243343293,-0.2194475815624557,-0.13195928539703533
2020,서울특별시,강서구,0.0,0,-1.2836473692308596,0.3581446097228331,0.6912197662605591,0.31871056891245425,0.02110689391624672,-0.07720302164125978
2021,서울특별시,강서구,0.0,0,-1.2836473692308596,-0.039090583881333185,0.6619774963281565,0.33669119944006204,-0.08101731433599356,-0.0783520363374774
2022,서울특별시,강서구,0.0,0,-1.2836473692308596,0.5042318667295056,0.7039822447798998,0.35991852107437433,0.07112131583823002,-0.05522430079657584
2023,서울특별시,강서구,0.0,0,-1.2711496138575977,0.16355993846254174,0.7253507311642879,0.3960930827158643,0.0034635346212740503,-0.031644773747831006
2016,서울특별시,관악구,0.0,0,-0.28389540127328555,-0.319961850033717,0.38376925236808673,0.7453264213829216,0.1313096056110014,0.3359999019286949
2017,서울특별시,관악구,0.0,0,-0.28000474249088797,0.4949886000110473,0.7113485554179262,0.7792652651373757,0.4263994195188653,0.43762507141306384
2018,서울특별시,관악구,0.0,0,-0.27356348194133684,-0.04399998320387573,0.6598233988354024,0.8047465644466705,0.2867516245342151,0.4355480425624044
2019,서울특별시,관악구,0.0,0,-0.27356348194133684,-0.46901021026147977,0.6638779072792429,0.8964020664798213,0.20442657038906192,0.475037571784976
2020,서울특별시,관악구,0.0,0,-0.2599362920133813,0.3581446097228331,0.6912197662605591,0.937836228139763,0.4318160780274435,0.5079299351356903
2021,서울특별시,관악구,0.0,0,-0.2599362920133813,-0.039090583881333185,0.6619774963281565,0.9526715131781962,0.32890553340290957,0.5053961100875543
2022,서울특별시,관악구,0.0,0,-0.2599362920133813,0.5042318667295056,0.7039822447798998,0.9743487098202894,0.4806566323290784,0.5278413676166187
2023,서울특별시,관악구,0.0,0,-0.2522381878249043,0.16355993846254174,0.7253507311642879,1.01083412063076,0.41187665060817136,0.5500923740443114
2016,서울특별시,광진구,0.0,0,-0.6634296336310361,-0.319961850033717,0.38376925236808673,0.15584737947359198,-0.1109437129557686,-0.03940714520483411
2017,서울특별시,광진구,0.0,0,-0.6597497724239633,0.4949886000110473,0.7113485554179262,0.19007896277535716,0.18416658644509185,0.06228255106491508
2018,서울특별시,광진구,0.0,0,-0.6527054663306672,-0.04399998320387573,0.6598233988354024,0.21744566093927414,0.045140902560033405,0.06121972774971217
2019,서울특별시,광진구,0.0,0,-0.6527054663306672,-0.46901021026147977,0.6638779072792429,0.3017680164361718,-0.039017438219183076,0.09748067134616106
2020,서울특별시,광진구,0.0,0,-0.6214037885118117,0.3581446097228331,0.6912197662605591,0.35263202262913573,0.19514815252517909,0.1399209285986696
2021,서울특별시,광진구,0.0,0,-0.6214037885118117,-0.039090583881333185,0.6619774963281565,0.36873481375291084,0.09255448442198061,0.13794515211917
2022,서울특별시,광진구,0.0,0,-0.6214037885118117,0.5042318667295056,0.7039822447798998,0.39103667718198837,0.2444617500448955,0.16066543350049262
2023,서울특별시,광진구,0.0,0,-0.6120109503925995,0.16355993846254174,0.7253507311642879,0.427030463096963,0.1759825455827983,0.1832174091760765
2016,서울특별시,구로구,0.0,0,-1.3018741233439477,-0.319961850033717,0.38376925236808673,0.2615115300564054,-0.24413879773829314,-0.18780924941252297
2017,서울특별시,구로구,0.0,0,-1.2985488613770406,0.4949886000110473,0.7113485554179262,0.2972816188029051,0.051267478213709486,-0.08555045341793563
2018,서울특별시,구로구,0.0,0,-1.290490124774912,-0.04399998320387573,0.6598233988354024,0.3289096989810823,-0.08643925254057579,-0.08442739048658443
2019,서울특별시,구로구,0.0,0,-1.290490124774912,-0.46901021026147977,0.6638779072792429,0.39828462012725474,-0.17433445190747354,-0.05474739702574011
2020,서울특별시,구로구,0.0,0,-1.2973055757504228,0.3581446097228331,0.6912197662605591,0.2907142729283282,0.01069326829032441,-0.09369901195968164
2021,서울특별시,구로구,0.0,0,-1.2973055757504228,-0.039090583881333185,0.6619774963281565,-0.029729011297684516,-0.176036918650321,-0.24384690201015727
2022,서울특별시,구로구,0.0,0,-1.2973055757504228,0.5042318667295056,0.7039822447798998,-0.004510243990121066,-0.023400427057784626,-0.21984238692529365
2023,서울특별시,구로구,0.0,0,-1.2847437841187257,0.16355993846254174,0.7253507311642879,0.03172869440638393,-0.09102610502137803,-0.19621496565872357
2016,서울특별시,금천구,0.0,0,-1.178859364937395,-0.319961850033717,0.38376925236808673,0.517042811187642,-0.14950228785384584,-0.037748179643030955
2017,서울특별시,금천구,0.0,0,-1.17546577919205,0.4949886000110473,-0.483484021678492,0.5526538046319499,-0.15282684905688623,-0.23424671337285127
2018,서울특별시,금천구,0.0,0,-1.1676025019070193,-0.04399998320387573,-0.15042342627154798,0.5833715128358031,-0.19466359963666,-0.13743770013077117
2019,서울특별시,금천구,0.0,0,-1.1676025019070193,-0.46901021026147977,0.6638779072792429,0.6562543468349701,-0.07912011451357151,0.0963484385402042
2020,서울특별시,금천구,0.0,0,-1.165536603424125,0.3581446097228331,0.6912197662605591,0.6666286012934688,0.137614093463184,0.11203619468893303
2021,서울특별시,금천구,0.0,0,-1.165536603424125,-0.039090583881333185,0.6619774963281565,0.6848819400216938,0.035558062261098033,0.11100724602061837
2022,서울특별시,금천구,0.0,0,-1.165536603424125,0.5042318667295056,0.7039822447798998,0.70824366081782,0.1877302922257751,0.13419415386904854
2023,서울특별시,금천구,0.0,0,-1.1535926082764345,0.16355993846254174,0.7253507311642879,0.744829533523204,0.12003689871839979,0.1577857017737438
2016,서울특별시,노원구,0.0,0,-0.37151182038151426,-0.319961850033717,0.38376925236808673,0.4456415080177572,0.03448427249265315,0.1773066339687595
2017,서울특별시,노원구,0.0,0,-0.36766982474233806,0.4949886000110473,-0.24189334015921296,0.47928926761499335,0.0911786756811224,0.04047831577567981
2018,서울특별시,노원구,0.0,0,-0.3610893496329464,-0.04399998320387573,0.6598233988354024,0.504457354307215,0.1897978550764488,0.27661636532194467
2019,서울특별시,노원구,0.0,0,-0.3610893496329464,-0.46901021026147977,0.6638779072792429,0.5968812202623398,0.10766489191178913,0.31644418434983407
2020,서울특별시,노원구,0.0,0,-0.36728092903344306,0.3581446097228331,0.6912197662605591,0.6281025041833512,0.32754648778332507,0.3387892360207821
2021,서울특별시,노원구,0.0,0,-0.36728092903344306,-0.039090583881333185,0.6619774963281565,0.6428285875396514,0.22460864273825792,0.336207332432344
2022,서울특별시,노원구,0.0,0,-0.36728092903344306,0.5042318667295056,0.7039822447798998,0.664451966164853,0.3763462871602038,0.3586288953475202
