연도,시도,시군구,국비지원액_원,총사업비_원,국비비율(%),매칭사업수,매칭사업명,예찰진단_국비지원액_원,예찰진단_총사업비_원,예찰진단_국비비율(%),예찰진단_매칭사업수,예찰진단_사업명목록,국비지원액_최종_원,총사업비_최종_원,국비비율_최종(%),매칭사업수_최종,산림면적_ha,산림면적당_국비지원액(원per ha),산림면적당_국비지원액_최종(원per ha),시도비_원(참고),시군구비_원(참고),기타재원_원(참고),출처,비고
2018,전라남도,광양시,615541000.0,860507000.0,71.53,1,소나무재선충병 방제,62926000.0,125852000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)경상; 산림재해일자리 장기(산림병해충예찰방제단)자본,678467000.0,986359000.0,68.78,3,26677.2,23073.67,25432.5,73490000.0,171476000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2019,전라남도,광양시,569778530.0,1213975340.0,46.93,2,산림재해대책(소나무재선충병); 소나무재선충병 방제,46592000.0,93197000.0,49.99,2,산림재해일자리 장기(산림병해충예찰방제단)경상; 산림재해일자리 장기(산림병해충예찰방제단)자본,616370530.0,1307172340.0,47.15,4,26697.7,21341.86,23087.0,90163630.0,554033180.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2020,전라남도,광양시,594763960.0,1078298000.0,55.16,3,산림재해대책(소나무재선충병); 소나무재선충병 방제; 소나무재선충병 방제(자본),68765000.0,137542000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)경상; 산림재해일자리 장기(산림병해충예찰방제단)자본,663528960.0,1215840000.0,54.57,5,26718.1,22260.71,24834.4,84316850.0,399217190.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2021,전라남도,광양시,834412400.0,1358409000.0,61.43,2,소나무재선충병 긴급 방제; 소나무재선충병 방제,127186000.0,254372000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)경상; 산림재해일자리 장기(산림병해충예찰방제단)자본,961598400.0,1612781000.0,59.62,4,26738.6,31206.29,35962.9,133797800.0,390198800.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2022,전라남도,광양시,751195560.0,1465204000.0,51.27,1,소나무재선충병 방제,93800000.0,187600000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)경상; 산림재해일자리 장기(산림병해충예찰방제단)자본,844995560.0,1652804000.0,51.12,3,26759.0,28072.63,31578.0,174467430.0,539541010.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,전라남도,광양시,1067789440.0,1674004500.0,63.79,1,소나무재선충병 방제,99975000.0,199950000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)경상; 산림재해일자리 장기(산림병해충예찰방제단)자본,1167764440.0,1873954500.0,62.32,3,26779.5,39873.39,43606.7,145063160.0,461151900.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,전라남도,순천시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,56930.4,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,전라남도,순천시,0.0,0.0,,0,,235276000.0,470652000.0,49.99,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),235276000.0,470652000.0,49.99,2,56974.5,0.0,4129.5,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2018,전라남도,순천시,0.0,0.0,,0,,62926000.0,125852000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),62926000.0,125852000.0,50.0,2,57018.6,0.0,1103.6,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2019,전라남도,순천시,131373000.0,262746000.0,50.0,1,재해대책사업(소나무재선충병 방제),99344000.0,198684000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),230717000.0,461430000.0,50.0,3,57062.7,2302.26,4043.2,39412000.0,91961000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2020,전라남도,순천시,131373000.0,262746000.0,50.0,1,재해대책사업(소나무재선충병 방제),91690000.0,183384000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),223063000.0,446130000.0,50.0,3,57106.8,2300.48,3906.1,39412000.0,91961000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2021,전라남도,순천시,0.0,0.0,,0,,127186000.0,254372000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),127186000.0,254372000.0,50.0,2,57151.0,0.0,2225.4,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2022,전라남도,순천시,127842000.0,555684000.0,23.01,2,산림재해대책비(재선충병); 소나무재선충병 훈증더미 제거사업,93800000.0,187600000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),221642000.0,743284000.0,29.82,4,57195.2,2235.19,3875.2,98353000.0,329489000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,전라남도,순천시,0.0,300000000.0,0.0,1,소나무재선충병 훈증더미 제거사업,99975000.0,199937000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),99975000.0,499937000.0,20.0,3,57239.5,0.0,1746.6,60000000.0,240000000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,전라남도,여수시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,26733.5,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,전라남도,여수시,187193000.0,265370000.0,70.54,1,소나무 재선충병 방제,149160000.0,298308000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단 경상보조); 산림재해일자리 장기(산림병해충예찰방제단 자본보조),336353000.0,563678000.0,59.67,3,26754.8,6996.61,12571.7,23300000.0,54877000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2018,전라남도,여수시,0.0,0.0,,0,,62926000.0,125852000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단 경상); 산림재해일자리 장기(산림병해충예찰방제단 자본),62926000.0,125852000.0,50.0,2,26776.0,0.0,2350.1,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2019,전라남도,여수시,0.0,0.0,,0,,99343000.0,199097000.0,49.9,2,산림재해일자리 장기(산림병해충예찰방제단 경상); 산림재해일자리 장기(산림병해충예찰방제단 자본),99343000.0,199097000.0,49.9,2,26797.3,0.0,3707.2,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2020,전라남도,여수시,0.0,0.0,,0,,114616000.0,358482000.0,31.97,2,산림재해일자리 장기(산림병해충예찰방제단 경상); 산림재해일자리 장기(산림병해충예찰방제단 자본),114616000.0,358482000.0,31.97,2,26818.6,0.0,4273.8,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2021,전라남도,여수시,0.0,0.0,,0,,127186000.0,654607000.0,19.43,2,산림재해일자리 장기(산림병해충예찰방제단 경상); 산림재해일자리 장기(산림병해충예찰방제단 자본),127186000.0,654607000.0,19.43,2,26839.9,0.0,4738.7,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2022,전라남도,여수시,246158000.0,1392316000.0,17.68,2,소나무재선충병 방제 사업(지자체); 소나무재선충병 방제(재해대책비),117245000.0,629932000.0,18.61,2,산림재해일자리 장기(산림병해충예찰방제단 경상); 산림재해일자리 장기(산림병해충예찰방제단 자본),363403000.0,2022248000.0,17.97,4,26861.3,9164.04,13528.9,73847000.0,1072311000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,전라남도,여수시,500000000.0,1000000000.0,50.0,1,산림재해대책비(소나무재선충병),99975000.0,595379000.0,16.79,2,산림재해일자리 장기(산림병해충예찰방제단 경상); 산림재해일자리 장기(산림병해충예찰방제단 자본),599975000.0,1595379000.0,37.61,3,26882.6,18599.39,22318.3,150000000.0,350000000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,전라북도,남원시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,41913.3,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,전라북도,남원시,0.0,0.0,,0,,120371000.0,240744000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(지자체경상)(보조); 산림재해일자리 장기(산림병해충예찰방제단)(지자체자본)(보조),120371000.0,240744000.0,50.0,2,41945.3,0.0,2869.7,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2018,전라북도,남원시,0.0,0.0,,0,,40341000.0,80681000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(지자체경상)(보조); 산림재해일자리 장기(산림병해충예찰방제단)(지자체자본)(보조),40341000.0,80681000.0,50.0,2,41977.3,0.0,961.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2019,전라북도,남원시,0.0,0.0,,0,,30448000.0,60896000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(지자체경상)(보조); 산림재해일자리 장기(산림병해충예찰방제단)(지자체자본)(보조),30448000.0,60896000.0,50.0,2,42009.4,0.0,724.8,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2020,전라북도,남원시,0.0,0.0,,0,,34391000.0,68782000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(지자체경상)(보조); 산림재해일자리 장기(산림병해충예찰방제단)(지자체자본)(보조),34391000.0,68782000.0,50.0,2,42041.5,0.0,818.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2021,전라북도,남원시,153832000.0,206667000.0,74.43,1,소나무재선충병 방제,40524000.0,81047000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(지자체경상)(보조); 산림재해일자리 장기(산림병해충예찰방제단)(지자체자본)(보조),194356000.0,287714000.0,67.55,3,42073.5,3656.27,4619.4,15849000.0,36986000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2022,전라북도,남원시,94805000.0,127200000.0,74.53,1,소나무재선충병 방제,47024000.0,94048000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(지자체경상)(보조); 산림재해일자리 장기(산림병해충예찰방제단)(지자체자본)(보조),141829000.0,221248000.0,64.1,3,42105.7,2251.6,3368.4,9737000.0,22658000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,전라북도,남원시,130361000.0,169943000.0,76.71,1,소나무재선충병 방제,50112000.0,100226000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(지자체경상)(보조); 산림재해일자리 장기(산림병해충예찰방제단)(지자체자본)(보조),180473000.0,270169000.0,66.8,3,42137.8,3093.68,4282.9,11873000.0,27709000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,충청남도,공주시,0.0,0.0,,0,,87771000.0,175542000.0,50.0,1,산림병해충 예찰방제단,87771000.0,175542000.0,50.0,1,53995.6,0.0,1625.5,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2017,충청남도,공주시,0.0,0.0,,0,,93248000.0,186496000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단); 산림재해일자리 장기(산림병해충예찰방제단)-자본,93248000.0,186496000.0,50.0,2,53815.1,0.0,1732.7,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2018,충청남도,공주시,0.0,0.0,,0,,21232000.0,42464000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단); 산림재해일자리 장기(산림병해충예찰방제단)-자본,21232000.0,42464000.0,50.0,2,53635.1,0.0,395.9,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2019,충청남도,공주시,0.0,0.0,,0,,22554000.0,45108000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단); 산림재해일자리 장기(산림병해충예찰방제단)-자본,22554000.0,45108000.0,50.0,2,53455.8,0.0,421.9,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2020,충청남도,공주시,0.0,100786000.0,0.0,1,소나무재선충병 방제,22927000.0,45854000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단); 산림재해일자리 장기(산림병해충예찰방제단)-자본,22927000.0,146640000.0,15.63,3,53277.1,0.0,430.3,0.0,100786000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2021,충청남도,공주시,39043000.0,162745040.0,23.99,3,소나무재선충병 방제; 소나무재선충병 방제사업; 소나무재선충병 선단지 장기주사,29035000.0,58070000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단); 산림재해일자리 장기(산림병해충예찰방제단)-자본,68078000.0,220815040.0,30.83,5,53098.9,735.29,1282.1,26306000.0,97396040.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2022,충청남도,공주시,68438450.0,90126000.0,75.94,2,소나무재선충병 방제사업; 소나무재선충병 선단지 장기주사,35378000.0,70756000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단); 산림재해일자리 장기(산림병해충예찰방제단)-자본,103816450.0,160882000.0,64.53,4,52921.4,1293.21,1961.7,6118090.0,15569460.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,충청남도,공주시,23601000.0,28530000.0,82.72,1,산림병해충방제(소나무재선충병),37694000.0,75387000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)-경상; 산림재해일자리 장기(산림병해충예찰방제단)-자본,61295000.0,103917000.0,58.98,3,52744.4,447.46,1162.1,1479000.0,3450000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,충청남도,보령시,481880000.0,782633000.0,61.57,1,소나무재선충병방제(보조),0.0,0.0,,0,,481880000.0,782633000.0,61.57,1,28844.6,16706.07,16706.1,87048000.0,213705000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,충청남도,보령시,348745810.0,494818904.0,70.48,1,소나무재선충병방제(보조),121839000.0,243677000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),470584810.0,738495904.0,63.72,3,28752.9,12129.07,16366.5,44130472.0,101942622.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2018,충청남도,보령시,256438515.0,342061770.0,74.97,1,소나무재선충병방제(보조),53080000.0,106160000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),309518515.0,448221770.0,69.05,3,28661.6,8947.11,10799.1,25350995.0,60272260.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2019,충청남도,보령시,213461520.0,284407110.0,75.05,1,소나무재선충병방제(보조),56385000.0,112770000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),269846520.0,397177110.0,67.94,3,28570.5,7471.4,9444.9,21193480.0,49752110.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2020,충청남도,보령시,327896120.0,453484600.0,72.31,1,소나무재선충병방제,57318000.0,114637000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),385214120.0,568121600.0,67.8,3,28479.7,11513.33,13525.9,37690740.0,87897740.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2021,충청남도,보령시,131322000.0,181621000.0,72.31,1,소나무재선충병방제,58069000.0,116137000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),189391000.0,297758000.0,63.61,3,28389.2,4625.77,6671.2,14196000.0,36103000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2022,충청남도,보령시,159449000.0,210624000.0,75.7,1,소나무재선충병방제,47171000.0,94343000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),206620000.0,304967000.0,67.75,3,28299.0,5634.44,7301.3,15341000.0,35834000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,충청남도,보령시,142234000.0,319090000.0,44.57,2,소나무재선충병방제; 소나무재선충병방제(자체),50258000.0,100517000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단-경상); 산림재해일자리 장기(산림병해충예찰방제단-자본),192492000.0,419607000.0,45.87,4,28209.1,5042.13,6823.8,14056000.0,162800000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,충청남도,서산시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,24932.2,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,충청남도,서산시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,24364.0,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
