연도,시도,시군구,국비지원액_원,총사업비_원,국비비율(%),매칭사업수,매칭사업명,예찰진단_국비지원액_원,예찰진단_총사업비_원,예찰진단_국비비율(%),예찰진단_매칭사업수,예찰진단_사업명목록,국비지원액_최종_원,총사업비_최종_원,국비비율_최종(%),매칭사업수_최종,산림면적_ha,산림면적당_국비지원액(원per ha),산림면적당_국비지원액_최종(원per ha),시도비_원(참고),시군구비_원(참고),기타재원_원(참고),출처,비고
2016,경상북도,경주시,1636893026.0,1947422760.0,84.05,4,2016 재선충 방제(긴급); 재선충 방제(긴급); 재선충방제; 전통사찰 소나무재선충병 친환경방재사업,0.0,0.0,,0,,1636893026.0,1947422760.0,84.05,4,82838.2,19760.12,19760.1,85654829.0,224874905.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,경상북도,경주시,4455304800.0,6012782000.0,74.1,2,소나무재선충병방제; 재선충 방제(긴급),0.0,0.0,,0,,4455304800.0,6012782000.0,74.1,2,83087.0,53622.16,53622.2,466312100.0,1091165100.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2018,경상북도,경주시,4260666136.0,6059191630.0,70.32,4,경주 김유신묘(재선충); 경주 석굴암 석굴(재선충); 소나무재선충병방제; 재선충 방제(긴급),0.0,0.0,,0,,4260666136.0,6059191630.0,70.32,4,83336.7,51125.93,51125.9,483935743.0,1314589751.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2019,경상북도,경주시,5007429187.0,7114110640.0,70.39,5,경주 김유신묘(재선충); 경주 낭산일원(재선충); 경주 석굴암 석굴(재선충); 소나무재선충병방제; 재선충 방제(긴급),0.0,0.0,,0,,5007429187.0,7114110640.0,70.39,5,83587.0,59906.79,59906.8,637714487.0,1468966966.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2020,경상북도,경주시,326585000.0,466550000.0,70.0,3,경주 남산 일원(재선충); 경주 석굴암 석굴(재선충); 경주 양동마을 재선충,0.0,0.0,,0,,326585000.0,466550000.0,70.0,3,83838.1,3895.42,3895.4,62989500.0,76975500.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2021,경상북도,경주시,868000000.0,1240000000.0,70.0,4,경주 불국사(재선충); 경주 석굴암 석굴(재선충); 경주 옥산서원(재선충); 문화재구역 재선충 방제,0.0,0.0,,0,,868000000.0,1240000000.0,70.0,4,84090.0,10322.27,10322.3,147000000.0,225000000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2022,경상북도,경주시,205000000.0,292857000.0,70.0,1,경주 남산 일원(재선충),0.0,0.0,,0,,205000000.0,292857000.0,70.0,1,84342.6,2430.56,2430.6,43928000.0,43929000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2023,경상북도,경주시,175000000.0,250000000.0,70.0,1,경주 남산 일원(재선충),0.0,0.0,,0,,175000000.0,250000000.0,70.0,1,84596.0,2068.66,2068.7,37500000.0,37500000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2016,경상북도,김천시,0.0,33900000.0,0.0,1,재선충병예찰원인건비,0.0,0.0,,0,,0.0,33900000.0,0.0,1,66447.9,0.0,0.0,10170000.0,23730000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,경상북도,김천시,143623000.0,205176000.0,70.0,1,소나무재선충병방제,0.0,0.0,,0,,143623000.0,205176000.0,70.0,1,66514.5,2159.27,2159.3,18466000.0,43087000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2018,경상북도,김천시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,66581.2,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2019,경상북도,김천시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,66647.9,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2020,경상북도,김천시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,66714.7,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2021,경상북도,김천시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,66781.6,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2022,경상북도,김천시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,66848.5,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2023,경상북도,김천시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,66915.5,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2016,경상북도,상주시,0.0,33900000.0,0.0,1,[도]산림병해충방제(재선충예찰원인건비),0.0,0.0,,0,,0.0,33900000.0,0.0,1,75451.8,0.0,0.0,10170000.0,23730000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,경상북도,상주시,195699000.0,429569000.0,45.56,1,[국]소나무재선충병 방제,141852000.0,283704000.0,50.0,1,[국]산림재해일자리 장기(산림병해충예찰방제단),337551000.0,713273000.0,47.32,2,75538.9,2590.7,4468.6,70160000.0,163710000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2018,경상북도,상주시,0.0,0.0,,0,,40924000.0,81848000.0,50.0,1,[국]산림재해일자리 장기(산림병해충예찰방제단),40924000.0,81848000.0,50.0,1,75626.2,0.0,541.1,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2019,경상북도,상주시,0.0,0.0,,0,,43568000.0,87136000.0,50.0,1,[국]산림재해일자리 장기(산림병해충예찰방제단),43568000.0,87136000.0,50.0,1,75713.5,0.0,575.4,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2020,경상북도,상주시,0.0,0.0,,0,,88629000.0,177258000.0,50.0,1,[국]산림재해일자리 장기(산림병해충예찰방제단),88629000.0,177258000.0,50.0,1,75801.0,0.0,1169.2,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2021,경상북도,상주시,0.0,0.0,,0,,56528000.0,113056000.0,50.0,1,[국]산림재해일자리 장기(산림병해충예찰방제단),56528000.0,113056000.0,50.0,1,75888.5,0.0,744.9,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2022,경상북도,상주시,0.0,0.0,,0,,45721000.0,91442000.0,50.0,1,[국]산림재해일자리 장기(산림병해충예찰방제단),45721000.0,91442000.0,50.0,1,75976.1,0.0,601.8,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2023,경상북도,상주시,0.0,0.0,,0,,97618000.0,195236000.0,50.0,1,[국]산림재해일자리 장기(산림병해충예찰방제단),97618000.0,195236000.0,50.0,1,76063.9,0.0,1283.4,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2016,경상북도,안동시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,98625.2,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,경상북도,안동시,3225625207.0,4749886000.0,67.91,1,[국]소나무재선충병 방제,274075000.0,548150000.0,50.0,2,[국]산림재해일자리 장기(산림병해충예찰방제단)(경상); [국]산림재해일자리 장기(산림병해충예찰방제단)(자본),3499700207.0,5298036000.0,66.06,3,99254.9,32498.4,35259.7,457737675.0,1066523118.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2018,경상북도,안동시,3091532000.0,4404610000.0,70.19,1,[국]소나무재선충병 방제,84928000.0,169856000.0,50.0,2,[국]산림재해일자리 장기(산림병해충예찰방제단)(경상); [국]산림재해일자리 장기(산림병해충예찰방제단)(자본),3176460000.0,4574466000.0,69.44,3,99888.6,30949.8,31800.0,393922000.0,919156000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2019,경상북도,안동시,3022843900.0,4509849000.0,67.03,1,[국]소나무재선충병 방제,90216000.0,180432000.0,50.0,2,[국]산림재해일자리 장기(산림병해충예찰방제단)(경상); [국]산림재해일자리 장기(산림병해충예찰방제단)(자본),3113059900.0,4690281000.0,66.37,3,100526.4,30070.15,30967.6,446100230.0,1040904870.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2020,경상북도,안동시,913119207.0,1433418030.0,63.7,2,[국]세계유산 보존관리(안동 하회마을 소나무재선충병 방제); [국]소나무재선충병 방제,137564000.0,275128000.0,50.0,2,[국]산림재해일자리 장기(산림병해충예찰방제단)(경상); [국]산림재해일자리 장기(산림병해충예찰방제단)(자본),1050683207.0,1708546030.0,61.5,4,101168.2,9025.75,10385.5,155811200.0,364487623.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2021,경상북도,안동시,136264517.0,194950270.0,69.9,1,[국]세계유산 보존관리(안동 하회마을 소나무재선충병 방제),185246000.0,370492000.0,50.0,2,[국]산림재해일자리 장기(산림병해충예찰방제단)(경상); [국]산림재해일자리 장기(산림병해충예찰방제단)(자본),321510517.0,565442270.0,56.86,3,101814.1,1338.37,3157.8,17530148.0,41155605.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2022,경상북도,안동시,0.0,0.0,,0,,187991000.0,375982000.0,50.0,2,[국]산림재해일자리 장기(산림병해충예찰방제단)(경상); [국]산림재해일자리 장기(산림병해충예찰방제단)(자본),187991000.0,375982000.0,50.0,2,102464.2,0.0,1834.7,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2023,경상북도,안동시,70000000.0,100000000.0,70.0,1,[국]국가지정문화재 보수정비(안동 백운정 및 개호송숲 일원 소나무 재선충병 방제),150255000.0,300510000.0,50.0,2,[국]산림재해일자리 장기(산림병해충예찰방제단)(경상); [국]산림재해일자리 장기(산림병해충예찰방제단)(자본),220255000.0,400510000.0,54.99,3,103118.4,678.83,2135.9,15000000.0,15000000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,경상북도,영덕군,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,57575.2,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,경상북도,영덕군,185211000.0,264586000.0,70.0,1,소나무재선충병방제(국고보조),0.0,0.0,,0,,185211000.0,264586000.0,70.0,1,57905.2,3198.52,3198.5,23812000.0,55563000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2018,경상북도,영덕군,601604000.0,853829000.0,70.46,1,소나무재선충병방제(국고보조),0.0,0.0,,0,,601604000.0,853829000.0,70.46,1,58237.2,10330.24,10330.2,75666000.0,176559000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2019,경상북도,영덕군,684674000.0,972972000.0,70.37,1,소나무재선충병방제(국고보조),0.0,0.0,,0,,684674000.0,972972000.0,70.37,1,58571.0,11689.64,11689.6,86489000.0,201809000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2020,경상북도,영덕군,391513690.0,541217470.0,72.34,1,소나무재선충병방제(국고보조),0.0,0.0,,0,,391513690.0,541217470.0,72.34,1,58906.7,6646.34,6646.3,49330505.0,100373275.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2021,경상북도,영덕군,300923000.0,413239000.0,72.82,1,소나무재선충병방제(국고보조),0.0,0.0,,0,,300923000.0,413239000.0,72.82,1,59244.4,5079.35,5079.3,33693000.0,78623000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2022,경상북도,영덕군,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,59584.0,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2023,경상북도,영덕군,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,59925.6,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2016,경상북도,울진군,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,72462.4,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,경상북도,울진군,0.0,0.0,,0,,87580000.0,175160000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(경상); 산림재해일자리 장기(산림병해충예찰방제단)(자본),87580000.0,175160000.0,50.0,2,73750.3,0.0,1187.5,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2018,경상북도,울진군,0.0,0.0,,0,,42464000.0,84928000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(경상); 산림재해일자리 장기(산림병해충예찰방제단)(자본),42464000.0,84928000.0,50.0,2,75061.1,0.0,565.7,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2019,경상북도,울진군,0.0,0.0,,0,,45108000.0,90216000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)(경상); 산림재해일자리 장기(산림병해충예찰방제단)(자본),45108000.0,90216000.0,50.0,2,76395.2,0.0,590.5,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음)
2020,경상북도,울진군,215352000.0,746558000.0,28.85,2,산림병해충방제(재선충); 산림병해충방제(재선충/일반),0.0,0.0,,0,,215352000.0,746558000.0,28.85,2,77753.0,2769.69,2769.7,149712000.0,381494000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2021,경상북도,울진군,305287000.0,611815000.0,49.9,2,산림병해충방제(재선충); 산림병해충방제(재선충/일반),0.0,0.0,,0,,305287000.0,611815000.0,49.9,2,79134.9,3857.8,3857.8,91959000.0,214569000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2022,경상북도,울진군,222479242.0,442662000.0,50.26,2,산림병해충방제(재선충); 산림병해충방제(재선충/일반),0.0,0.0,,0,,222479242.0,442662000.0,50.26,2,80541.4,2762.3,2762.3,66062828.0,154119930.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2023,경상북도,울진군,142166000.0,333205000.0,42.67,3,산림병해충방제(재선충); 산림병해충방제(재선충/일반); 소나무재선충병방제,0.0,0.0,,0,,142166000.0,333205000.0,42.67,3,81972.9,1734.3,1734.3,57313000.0,133726000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2016,전라남도,광양시,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,26636.5,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,전라남도,광양시,324208000.0,470154000.0,68.96,1,소나무재선충병 방제,157952000.0,315890000.0,50.0,2,산림재해일자리 장기(산림병해충예찰방제단)경상; 산림재해일자리 장기(산림병해충예찰방제단)자본,482160000.0,786044000.0,61.34,3,26656.8,12162.3,18087.7,41684000.0,104262000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
