연도,시도,시군구,피해본수_당해연도,전년도_피해본수,행정구역면적_ha,피해밀도_본per ha,최근3년_피해증가율(%),연속발생연수,인접시군_피해밀도_본per ha,인접시군_산정방식,소나무류_면적_ha,산림면적_ha,소나무류_면적비율(%),소나무류_결측,최근감염목과의_거리_km,집단발생여부,데이터유형
2017,부산광역시,수영구,1,13,1033.5,0.001,,2,0.038,SGIS실제인접,95.9,272.2,35.23,False,304.56,0,실측(원자료 기반)
2018,부산광역시,수영구,0,1,1033.5,0.0,,0,0.0027,SGIS실제인접,95.9,272.2,35.23,False,304.56,0,실측(원자료 기반)
2019,부산광역시,수영구,0,0,1033.5,0.0,-96.06,0,0.0004,SGIS실제인접,95.9,272.2,35.23,False,43.24,0,실측(원자료 기반)
2020,부산광역시,수영구,0,0,1033.5,0.0,-100.0,0,0.0009,SGIS실제인접,95.9,272.2,35.23,False,43.24,0,실측(원자료 기반)
2021,부산광역시,수영구,4,0,1033.5,0.0039,,1,0.0007,SGIS실제인접,95.9,272.2,35.23,False,160.23,0,실측(원자료 기반)
2022,부산광역시,수영구,15,4,1033.5,0.0145,275.0,2,0.0022,centroid근접(대체),95.9,272.2,35.23,False,47.49,0,실측(원자료 기반)
2023,부산광역시,수영구,10,15,1033.5,0.0093,119.48,3,0.0092,SGIS실제인접,95.9,272.2,35.23,False,43.24,1,추정(시군구 평균비중 x 국가총량)
2024,부산광역시,수영구,8,10,1033.5,0.0078,74.43,4,0.0078,SGIS실제인접,95.9,272.2,35.23,False,43.24,1,추정(시군구 평균비중 x 국가총량)
2025,부산광역시,수영구,13,8,1033.5,0.0129,4.54,5,0.0128,SGIS실제인접,95.9,272.2,35.23,False,43.24,1,추정(시군구 평균비중 x 국가총량)
2016,부산광역시,연제구,3,4,1213.5,0.0021,,1,0.0152,SGIS실제인접,141.9,407.0,34.86,False,41.44,0,추정(시군구 평균비중 x 국가총량)
2017,부산광역시,연제구,0,3,1213.5,0.0,,0,0.0221,SGIS실제인접,141.9,407.0,34.86,False,303.98,0,실측(원자료 기반)
2018,부산광역시,연제구,0,0,1213.5,0.0,,0,0.0032,SGIS실제인접,141.9,407.0,34.86,False,303.98,0,실측(원자료 기반)
2019,부산광역시,연제구,0,0,1213.5,0.0,-100.0,0,0.0018,SGIS실제인접,141.9,407.0,34.86,False,41.44,0,실측(원자료 기반)
2020,부산광역시,연제구,0,0,1213.5,0.0,,0,0.0028,SGIS실제인접,141.9,407.0,34.86,False,41.44,0,실측(원자료 기반)
2021,부산광역시,연제구,0,0,1213.5,0.0,,0,0.0026,SGIS실제인접,141.9,407.0,34.86,False,157.46,0,실측(원자료 기반)
2022,부산광역시,연제구,4,0,1213.5,0.0033,,1,0.0092,centroid근접(대체),141.9,407.0,34.86,False,44.05,0,실측(원자료 기반)
2023,부산광역시,연제구,2,4,1213.5,0.0016,-52.7,2,0.0115,SGIS실제인접,141.9,407.0,34.86,False,41.44,0,추정(시군구 평균비중 x 국가총량)
2024,부산광역시,연제구,2,2,1213.5,0.0013,-34.18,3,0.0097,SGIS실제인접,141.9,407.0,34.86,False,41.44,0,추정(시군구 평균비중 x 국가총량)
2025,부산광역시,연제구,3,2,1213.5,0.0022,-1.01,4,0.016,SGIS실제인접,141.9,407.0,34.86,False,41.44,0,추정(시군구 평균비중 x 국가총량)
2016,부산광역시,영도구,503,716,1462.9,0.3441,,1,0.0026,centroid근접(대체),284.6,460.8,61.76,False,53.03,0,추정(시군구 평균비중 x 국가총량)
2017,부산광역시,영도구,502,503,1462.9,0.3431,,2,0.0,centroid근접(대체),284.6,460.8,61.76,False,295.62,0,실측(원자료 기반)
2018,부산광역시,영도구,378,502,1462.9,0.2584,,3,0.0,centroid근접(대체),284.6,460.8,61.76,False,295.62,0,실측(원자료 기반)
2019,부산광역시,영도구,263,378,1462.9,0.1798,-18.47,4,0.0,centroid근접(대체),284.6,460.8,61.76,False,53.03,0,실측(원자료 기반)
2020,부산광역시,영도구,115,263,1462.9,0.0786,-37.13,5,0.0009,centroid근접(대체),284.6,460.8,61.76,False,53.03,0,실측(원자료 기반)
2021,부산광역시,영도구,13,115,1462.9,0.0089,-58.46,6,0.0007,centroid근접(대체),284.6,460.8,61.76,False,168.55,0,실측(원자료 기반)
2022,부산광역시,영도구,82,13,1462.9,0.0561,128.6,7,0.0024,centroid근접(대체),284.6,460.8,61.76,False,52.88,0,실측(원자료 기반)
2023,부산광역시,영도구,380,82,1462.9,0.26,268.62,8,0.0019,centroid근접(대체),284.6,460.8,61.76,False,53.03,0,추정(시군구 평균비중 x 국가총량)
2024,부산광역시,영도구,321,380,1462.9,0.2192,292.97,9,0.0016,centroid근접(대체),284.6,460.8,61.76,False,53.03,0,추정(시군구 평균비중 x 국가총량)
2025,부산광역시,영도구,530,321,1462.9,0.3625,137.82,10,0.0027,centroid근접(대체),284.6,460.8,61.76,False,53.03,0,추정(시군구 평균비중 x 국가총량)
2016,부산광역시,중구,0,0,302.4,0.0,,0,0.0038,SGIS실제인접,0.1,0.0,0.0,False,50.88,0,추정(시군구 평균비중 x 국가총량)
2017,부산광역시,중구,0,0,302.4,0.0,,0,0.0,SGIS실제인접,0.1,0.0,0.0,False,295.05,0,실측(원자료 기반)
2018,부산광역시,중구,0,0,302.4,0.0,,0,0.0,SGIS실제인접,0.1,0.0,0.0,False,295.05,0,실측(원자료 기반)
2019,부산광역시,중구,0,0,302.4,0.0,,0,0.0,SGIS실제인접,0.1,0.0,0.0,False,50.88,0,실측(원자료 기반)
2020,부산광역시,중구,0,0,302.4,0.0,,0,0.0014,SGIS실제인접,0.1,0.0,0.0,False,50.88,0,실측(원자료 기반)
2021,부산광역시,중구,0,0,302.4,0.0,,0,0.0011,SGIS실제인접,0.1,0.0,0.0,False,165.19,0,실측(원자료 기반)
2022,부산광역시,중구,0,0,302.4,0.0,,0,0.021,centroid근접(대체),0.1,0.0,0.0,False,48.87,0,실측(원자료 기반)
2023,부산광역시,중구,0,0,302.4,0.0,,0,0.0029,SGIS실제인접,0.1,0.0,0.0,False,50.88,0,추정(시군구 평균비중 x 국가총량)
2024,부산광역시,중구,0,0,302.4,0.0,,0,0.0025,SGIS실제인접,0.1,0.0,0.0,False,50.88,0,추정(시군구 평균비중 x 국가총량)
2025,부산광역시,중구,0,0,302.4,0.0,,0,0.0041,SGIS실제인접,0.1,0.0,0.0,False,50.88,0,추정(시군구 평균비중 x 국가총량)
2016,부산광역시,해운대구,113,161,5226.3,0.0217,,1,0.1704,SGIS실제인접,1686.4,3115.5,54.13,False,39.21,1,추정(시군구 평균비중 x 국가총량)
2017,부산광역시,해운대구,340,113,5226.3,0.0651,,2,0.1507,SGIS실제인접,1686.4,3115.5,54.13,False,309.8,1,실측(원자료 기반)
2018,부산광역시,해운대구,8,340,5226.3,0.0015,,3,0.0789,SGIS실제인접,1686.4,3115.5,54.13,False,309.8,1,실측(원자료 기반)
2019,부산광역시,해운대구,4,8,5226.3,0.0008,17.51,4,0.0591,SGIS실제인접,1686.4,3115.5,54.13,False,39.21,0,실측(원자료 기반)
2020,부산광역시,해운대구,11,4,5226.3,0.0021,9.12,5,0.0273,SGIS실제인접,1686.4,3115.5,54.13,False,39.21,1,실측(원자료 기반)
2021,부산광역시,해운대구,14,11,5226.3,0.0027,50.76,6,0.0475,SGIS실제인접,1686.4,3115.5,54.13,False,157.48,1,실측(원자료 기반)
2022,부산광역시,해운대구,17,14,5226.3,0.0033,74.57,7,0.0059,centroid근접(대체),1686.4,3115.5,54.13,False,47.31,0,실측(원자료 기반)
2023,부산광역시,해운대구,86,17,5226.3,0.0164,150.68,8,0.1287,SGIS실제인접,1686.4,3115.5,54.13,False,39.21,1,추정(시군구 평균비중 x 국가총량)
2024,부산광역시,해운대구,72,86,5226.3,0.0138,136.37,9,0.1085,SGIS실제인접,1686.4,3115.5,54.13,False,39.21,1,추정(시군구 평균비중 x 국가총량)
2025,부산광역시,해운대구,119,72,5226.3,0.0228,151.0,10,0.1795,SGIS실제인접,1686.4,3115.5,54.13,False,39.21,1,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0245,SGIS실제인접,0.0,0.0,0.0,True,288.12,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0182,SGIS실제인접,0.0,0.0,0.0,True,452.18,0,실측(원자료 기반)
2018,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0161,SGIS실제인접,0.0,0.0,0.0,True,452.18,0,실측(원자료 기반)
2019,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0107,SGIS실제인접,0.0,0.0,0.0,True,288.12,0,실측(원자료 기반)
2020,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0108,SGIS실제인접,0.0,0.0,0.0,True,288.12,0,실측(원자료 기반)
2021,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0002,SGIS실제인접,0.0,0.0,0.0,True,183.45,0,실측(원자료 기반)
2022,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,270.25,0,실측(원자료 기반)
2023,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0185,SGIS실제인접,0.0,0.0,0.0,True,288.12,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0156,SGIS실제인접,0.0,0.0,0.0,True,288.12,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,강남구,0,0,3945.9,0.0,,0,0.0259,SGIS실제인접,0.0,0.0,0.0,True,288.12,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0091,SGIS실제인접,74.3,1013.0,7.33,False,287.76,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0175,SGIS실제인접,74.3,1013.0,7.33,False,458.98,0,실측(원자료 기반)
2018,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0009,SGIS실제인접,74.3,1013.0,7.33,False,458.98,0,실측(원자료 기반)
2019,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0025,SGIS실제인접,74.3,1013.0,7.33,False,287.76,0,실측(원자료 기반)
2020,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0012,SGIS실제인접,74.3,1013.0,7.33,False,287.76,0,실측(원자료 기반)
2021,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0019,SGIS실제인접,74.3,1013.0,7.33,False,180.72,0,실측(원자료 기반)
2022,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0,centroid근접(대체),74.3,1013.0,7.33,False,270.98,0,실측(원자료 기반)
2023,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0069,SGIS실제인접,74.3,1013.0,7.33,False,287.76,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0058,SGIS실제인접,74.3,1013.0,7.33,False,287.76,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,강동구,0,0,2453.8,0.0,,0,0.0096,SGIS실제인접,74.3,1013.0,7.33,False,287.76,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0007,SGIS실제인접,400.9,5366.7,7.47,False,303.38,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0002,SGIS실제인접,400.9,5366.7,7.47,False,467.91,0,실측(원자료 기반)
2018,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0004,SGIS실제인접,400.9,5366.7,7.47,False,467.91,0,실측(원자료 기반)
2019,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0002,SGIS실제인접,400.9,5366.7,7.47,False,303.38,0,실측(원자료 기반)
2020,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0,SGIS실제인접,400.9,5366.7,7.47,False,303.38,0,실측(원자료 기반)
2021,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0001,SGIS실제인접,400.9,5366.7,7.47,False,196.49,0,실측(원자료 기반)
2022,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0,centroid근접(대체),400.9,5366.7,7.47,False,286.23,0,실측(원자료 기반)
2023,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0005,SGIS실제인접,400.9,5366.7,7.47,False,303.38,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0004,SGIS실제인접,400.9,5366.7,7.47,False,303.38,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,강북구,0,0,2362.1,0.0,,0,0.0007,SGIS실제인접,400.9,5366.7,7.47,False,303.38,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,307.84,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,457.53,0,실측(원자료 기반)
2018,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,457.53,0,실측(원자료 기반)
2019,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,307.84,0,실측(원자료 기반)
2020,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,307.84,0,실측(원자료 기반)
2021,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,205.22,0,실측(원자료 기반)
2022,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,288.7,0,실측(원자료 기반)
2023,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,307.84,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,307.84,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,강서구,0,0,4142.8,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,307.84,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,292.83,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,447.93,0,실측(원자료 기반)
2018,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,447.93,0,실측(원자료 기반)
2019,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,292.83,0,실측(원자료 기반)
2020,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,292.83,0,실측(원자료 기반)
2021,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,190.57,0,실측(원자료 기반)
2022,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,273.84,0,실측(원자료 기반)
2023,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,292.83,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,292.83,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,관악구,0,0,2956.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,292.83,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,290.95,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,457.92,0,실측(원자료 기반)
2018,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,457.92,0,실측(원자료 기반)
2019,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,290.95,0,실측(원자료 기반)
2020,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,290.95,0,실측(원자료 기반)
2021,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,184.89,0,실측(원자료 기반)
2022,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,centroid근접(대체),392.7,1104.6,35.55,False,273.66,0,실측(원자료 기반)
2023,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,290.95,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,290.95,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,광진구,0,0,1703.6,0.0,,0,0.0,SGIS실제인접,392.7,1104.6,35.55,False,290.95,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,300.48,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,450.31,0,실측(원자료 기반)
2018,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,450.31,0,실측(원자료 기반)
2019,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,300.48,0,실측(원자료 기반)
2020,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,300.48,0,실측(원자료 기반)
2021,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,198.88,0,실측(원자료 기반)
2022,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,281.05,0,실측(원자료 기반)
2023,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,300.48,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,300.48,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,구로구,0,0,2008.3,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,300.48,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.04,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,446.85,0,실측(원자료 기반)
2018,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,446.85,0,실측(원자료 기반)
2019,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.04,0,실측(원자료 기반)
2020,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.04,0,실측(원자료 기반)
2021,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,193.6,0,실측(원자료 기반)
2022,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,275.67,0,실측(원자료 기반)
2023,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.04,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.04,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,금천구,0,0,1301.1,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.04,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0556,SGIS실제인접,0.0,0.0,0.0,True,300.52,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,노원구,0,0,3556.4,0.0,,0,0.021,SGIS실제인접,0.0,0.0,0.0,True,469.48,0,실측(원자료 기반)
2018,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0127,SGIS실제인접,0.0,0.0,0.0,True,469.48,0,실측(원자료 기반)
2019,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0144,SGIS실제인접,0.0,0.0,0.0,True,300.52,0,실측(원자료 기반)
2020,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0349,SGIS실제인접,0.0,0.0,0.0,True,300.52,0,실측(원자료 기반)
2021,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0128,SGIS실제인접,0.0,0.0,0.0,True,192.6,0,실측(원자료 기반)
2022,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,283.94,0,실측(원자료 기반)
2023,서울특별시,노원구,0,0,3556.4,0.0,,0,0.042,SGIS실제인접,0.0,0.0,0.0,True,300.52,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0354,SGIS실제인접,0.0,0.0,0.0,True,300.52,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,노원구,0,0,3556.4,0.0,,0,0.0585,SGIS실제인접,0.0,0.0,0.0,True,300.52,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0008,SGIS실제인접,0.0,0.0,0.0,True,304.34,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0002,SGIS실제인접,0.0,0.0,0.0,True,470.92,0,실측(원자료 기반)
2018,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0005,SGIS실제인접,0.0,0.0,0.0,True,470.92,0,실측(원자료 기반)
2019,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0002,SGIS실제인접,0.0,0.0,0.0,True,304.34,0,실측(원자료 기반)
2020,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,304.34,0,실측(원자료 기반)
2021,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0001,SGIS실제인접,0.0,0.0,0.0,True,196.71,0,실측(원자료 기반)
2022,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,287.55,0,실측(원자료 기반)
2023,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0006,SGIS실제인접,0.0,0.0,0.0,True,304.34,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0005,SGIS실제인접,0.0,0.0,0.0,True,304.34,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,도봉구,0,0,2068.9,0.0,,0,0.0009,SGIS실제인접,0.0,0.0,0.0,True,304.34,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.7,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,461.52,0,실측(원자료 기반)
2018,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,461.52,0,실측(원자료 기반)
2019,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.7,0,실측(원자료 기반)
2020,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.7,0,실측(원자료 기반)
2021,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,189.37,0,실측(원자료 기반)
2022,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,278.43,0,실측(원자료 기반)
2023,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.7,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.7,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,동대문구,0,0,1426.6,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,295.7,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,294.97,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,451.46,0,실측(원자료 기반)
2018,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,451.46,0,실측(원자료 기반)
2019,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,294.97,0,실측(원자료 기반)
2020,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,294.97,0,실측(원자료 기반)
2021,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,191.9,0,실측(원자료 기반)
2022,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,276.27,0,실측(원자료 기반)
2023,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,294.97,0,추정(시군구 평균비중 x 국가총량)
2024,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,294.97,0,추정(시군구 평균비중 x 국가총량)
2025,서울특별시,동작구,0,0,1636.4,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,294.97,0,추정(시군구 평균비중 x 국가총량)
2016,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,302.48,0,추정(시군구 평균비중 x 국가총량)
2017,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,457.83,0,실측(원자료 기반)
2018,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,457.83,0,실측(원자료 기반)
2019,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,302.48,0,실측(원자료 기반)
2020,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,302.48,0,실측(원자료 기반)
2021,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,198.7,0,실측(원자료 기반)
2022,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,centroid근접(대체),0.0,0.0,0.0,True,283.94,0,실측(원자료 기반)
2023,서울특별시,마포구,0,0,2384.5,0.0,,0,0.0,SGIS실제인접,0.0,0.0,0.0,True,302.48,0,추정(시군구 평균비중 x 국가총량)
