연도,시도,시군구,국비지원액_최종_원,log_국비지원액_최종_원,산림면적당_국비지원액_최종(원per ha),log_국비지원액_최종_per_ha,log_국비지원액_직접방제_원,log_국비지원액_예찰진단_원,예찰진단_예산비중,국비비율_최종(%),국비비율_결측_flag,매칭사업수_최종,매칭사업_없음_flag,index_eligible
2022,대구광역시,남구,,,,,,,,,1,,,0
2023,대구광역시,남구,,,,,,,,,1,,,0
2016,대구광역시,달서구,,,,,,,,,1,,,0
2017,대구광역시,달서구,,,,,,,,,1,,,0
2018,대구광역시,달서구,,,,,,,,,1,,,0
2019,대구광역시,달서구,,,,,,,,,1,,,0
2020,대구광역시,달서구,,,,,,,,,1,,,0
2021,대구광역시,달서구,,,,,,,,,1,,,0
2022,대구광역시,달서구,,,,,,,,,1,,,0
2023,대구광역시,달서구,,,,,,,,,1,,,0
2016,대구광역시,달성군,,,,,,,,,1,,,0
2017,대구광역시,달성군,,,,,,,,,1,,,0
2018,대구광역시,달성군,,,,,,,,,1,,,0
2019,대구광역시,달성군,,,,,,,,,1,,,0
2020,대구광역시,달성군,,,,,,,,,1,,,0
2021,대구광역시,달성군,,,,,,,,,1,,,0
2022,대구광역시,달성군,,,,,,,,,1,,,0
2023,대구광역시,달성군,,,,,,,,,1,,,0
2016,대구광역시,동구,,,,,,,,,1,,,0
2017,대구광역시,동구,,,,,,,,,1,,,0
2018,대구광역시,동구,,,,,,,,,1,,,0
2019,대구광역시,동구,,,,,,,,,1,,,0
2020,대구광역시,동구,,,,,,,,,1,,,0
2021,대구광역시,동구,,,,,,,,,1,,,0
2022,대구광역시,동구,,,,,,,,,1,,,0
2023,대구광역시,동구,,,,,,,,,1,,,0
2016,대구광역시,북구,,,,,,,,,1,,,0
2017,대구광역시,북구,,,,,,,,,1,,,0
2018,대구광역시,북구,,,,,,,,,1,,,0
2019,대구광역시,북구,,,,,,,,,1,,,0
2020,대구광역시,북구,,,,,,,,,1,,,0
2021,대구광역시,북구,,,,,,,,,1,,,0
2022,대구광역시,북구,,,,,,,,,1,,,0
2023,대구광역시,북구,,,,,,,,,1,,,0
2016,대구광역시,서구,,,,,,,,,1,,,0
2017,대구광역시,서구,,,,,,,,,1,,,0
2018,대구광역시,서구,,,,,,,,,1,,,0
2019,대구광역시,서구,,,,,,,,,1,,,0
2020,대구광역시,서구,,,,,,,,,1,,,0
2021,대구광역시,서구,,,,,,,,,1,,,0
2022,대구광역시,서구,,,,,,,,,1,,,0
2023,대구광역시,서구,,,,,,,,,1,,,0
2016,대구광역시,수성구,,,,,,,,,1,,,0
2017,대구광역시,수성구,,,,,,,,,1,,,0
2018,대구광역시,수성구,,,,,,,,,1,,,0
2019,대구광역시,수성구,,,,,,,,,1,,,0
2020,대구광역시,수성구,,,,,,,,,1,,,0
2021,대구광역시,수성구,,,,,,,,,1,,,0
2022,대구광역시,수성구,,,,,,,,,1,,,0
2023,대구광역시,수성구,,,,,,,,,1,,,0
2016,대구광역시,중구,,,,,,,,,1,,,0
2017,대구광역시,중구,,,,,,,,,1,,,0
2018,대구광역시,중구,,,,,,,,,1,,,0
2019,대구광역시,중구,,,,,,,,,1,,,0
2020,대구광역시,중구,,,,,,,,,1,,,0
2021,대구광역시,중구,,,,,,,,,1,,,0
2022,대구광역시,중구,,,,,,,,,1,,,0
2023,대구광역시,중구,,,,,,,,,1,,,0
2016,대전광역시,대덕구,,,,,,,,,1,,,0
2017,대전광역시,대덕구,,,,,,,,,1,,,0
2018,대전광역시,대덕구,,,,,,,,,1,,,0
2019,대전광역시,대덕구,,,,,,,,,1,,,0
2020,대전광역시,대덕구,,,,,,,,,1,,,0
2021,대전광역시,대덕구,,,,,,,,,1,,,0
2022,대전광역시,대덕구,,,,,,,,,1,,,0
2023,대전광역시,대덕구,,,,,,,,,1,,,0
2016,대전광역시,동구,,,,,,,,,1,,,0
2017,대전광역시,동구,,,,,,,,,1,,,0
2018,대전광역시,동구,,,,,,,,,1,,,0
2019,대전광역시,동구,,,,,,,,,1,,,0
2020,대전광역시,동구,,,,,,,,,1,,,0
2021,대전광역시,동구,,,,,,,,,1,,,0
2022,대전광역시,동구,,,,,,,,,1,,,0
2023,대전광역시,동구,,,,,,,,,1,,,0
2016,대전광역시,서구,,,,,,,,,1,,,0
2017,대전광역시,서구,,,,,,,,,1,,,0
2018,대전광역시,서구,,,,,,,,,1,,,0
2019,대전광역시,서구,,,,,,,,,1,,,0
2020,대전광역시,서구,,,,,,,,,1,,,0
2021,대전광역시,서구,,,,,,,,,1,,,0
2022,대전광역시,서구,,,,,,,,,1,,,0
2023,대전광역시,서구,,,,,,,,,1,,,0
2016,대전광역시,유성구,,,,,,,,,1,,,0
2017,대전광역시,유성구,,,,,,,,,1,,,0
2018,대전광역시,유성구,,,,,,,,,1,,,0
2019,대전광역시,유성구,,,,,,,,,1,,,0
2020,대전광역시,유성구,,,,,,,,,1,,,0
2021,대전광역시,유성구,,,,,,,,,1,,,0
2022,대전광역시,유성구,,,,,,,,,1,,,0
2023,대전광역시,유성구,,,,,,,,,1,,,0
2016,대전광역시,중구,,,,,,,,,1,,,0
2017,대전광역시,중구,,,,,,,,,1,,,0
2018,대전광역시,중구,,,,,,,,,1,,,0
2019,대전광역시,중구,,,,,,,,,1,,,0
2020,대전광역시,중구,,,,,,,,,1,,,0
2021,대전광역시,중구,,,,,,,,,1,,,0
2022,대전광역시,중구,,,,,,,,,1,,,0
2023,대전광역시,중구,,,,,,,,,1,,,0
2016,부산광역시,강서구,,,,,,,,,1,,,0
2017,부산광역시,강서구,,,,,,,,,1,,,0
2018,부산광역시,강서구,,,,,,,,,1,,,0
2019,부산광역시,강서구,,,,,,,,,1,,,0
2020,부산광역시,강서구,,,,,,,,,1,,,0
2021,부산광역시,강서구,,,,,,,,,1,,,0
2022,부산광역시,강서구,,,,,,,,,1,,,0
2023,부산광역시,강서구,,,,,,,,,1,,,0
2016,부산광역시,금정구,,,,,,,,,1,,,0
2017,부산광역시,금정구,,,,,,,,,1,,,0
2018,부산광역시,금정구,,,,,,,,,1,,,0
2019,부산광역시,금정구,,,,,,,,,1,,,0
2020,부산광역시,금정구,,,,,,,,,1,,,0
2021,부산광역시,금정구,,,,,,,,,1,,,0
2022,부산광역시,금정구,,,,,,,,,1,,,0
2023,부산광역시,금정구,,,,,,,,,1,,,0
2016,부산광역시,기장군,,,,,,,,,1,,,0
2017,부산광역시,기장군,,,,,,,,,1,,,0
2018,부산광역시,기장군,,,,,,,,,1,,,0
2019,부산광역시,기장군,,,,,,,,,1,,,0
2020,부산광역시,기장군,,,,,,,,,1,,,0
2021,부산광역시,기장군,,,,,,,,,1,,,0
2022,부산광역시,기장군,,,,,,,,,1,,,0
2023,부산광역시,기장군,,,,,,,,,1,,,0
2016,부산광역시,남구,,,,,,,,,1,,,0
2017,부산광역시,남구,,,,,,,,,1,,,0
2018,부산광역시,남구,,,,,,,,,1,,,0
2019,부산광역시,남구,,,,,,,,,1,,,0
2020,부산광역시,남구,,,,,,,,,1,,,0
2021,부산광역시,남구,,,,,,,,,1,,,0
2022,부산광역시,남구,,,,,,,,,1,,,0
2023,부산광역시,남구,,,,,,,,,1,,,0
2016,부산광역시,동구,,,,,,,,,1,,,0
2017,부산광역시,동구,,,,,,,,,1,,,0
2018,부산광역시,동구,,,,,,,,,1,,,0
2019,부산광역시,동구,,,,,,,,,1,,,0
2020,부산광역시,동구,,,,,,,,,1,,,0
2021,부산광역시,동구,,,,,,,,,1,,,0
2022,부산광역시,동구,,,,,,,,,1,,,0
2023,부산광역시,동구,,,,,,,,,1,,,0
2016,부산광역시,동래구,,,,,,,,,1,,,0
2017,부산광역시,동래구,,,,,,,,,1,,,0
2018,부산광역시,동래구,,,,,,,,,1,,,0
2019,부산광역시,동래구,,,,,,,,,1,,,0
2020,부산광역시,동래구,,,,,,,,,1,,,0
2021,부산광역시,동래구,,,,,,,,,1,,,0
2022,부산광역시,동래구,,,,,,,,,1,,,0
2023,부산광역시,동래구,,,,,,,,,1,,,0
2016,부산광역시,부산진구,,,,,,,,,1,,,0
2017,부산광역시,부산진구,,,,,,,,,1,,,0
2018,부산광역시,부산진구,,,,,,,,,1,,,0
2019,부산광역시,부산진구,,,,,,,,,1,,,0
2020,부산광역시,부산진구,,,,,,,,,1,,,0
2021,부산광역시,부산진구,,,,,,,,,1,,,0
2022,부산광역시,부산진구,,,,,,,,,1,,,0
2023,부산광역시,부산진구,,,,,,,,,1,,,0
2016,부산광역시,북구,,,,,,,,,1,,,0
2017,부산광역시,북구,,,,,,,,,1,,,0
2018,부산광역시,북구,,,,,,,,,1,,,0
2019,부산광역시,북구,,,,,,,,,1,,,0
2020,부산광역시,북구,,,,,,,,,1,,,0
2021,부산광역시,북구,,,,,,,,,1,,,0
2022,부산광역시,북구,,,,,,,,,1,,,0
2023,부산광역시,북구,,,,,,,,,1,,,0
2016,부산광역시,사상구,,,,,,,,,1,,,0
2017,부산광역시,사상구,,,,,,,,,1,,,0
2018,부산광역시,사상구,,,,,,,,,1,,,0
2019,부산광역시,사상구,,,,,,,,,1,,,0
2020,부산광역시,사상구,,,,,,,,,1,,,0
2021,부산광역시,사상구,,,,,,,,,1,,,0
2022,부산광역시,사상구,,,,,,,,,1,,,0
2023,부산광역시,사상구,,,,,,,,,1,,,0
2016,부산광역시,사하구,,,,,,,,,1,,,0
2017,부산광역시,사하구,,,,,,,,,1,,,0
2018,부산광역시,사하구,,,,,,,,,1,,,0
2019,부산광역시,사하구,,,,,,,,,1,,,0
2020,부산광역시,사하구,,,,,,,,,1,,,0
2021,부산광역시,사하구,,,,,,,,,1,,,0
2022,부산광역시,사하구,,,,,,,,,1,,,0
2023,부산광역시,사하구,,,,,,,,,1,,,0
2016,부산광역시,서구,,,,,,,,,1,,,0
2017,부산광역시,서구,,,,,,,,,1,,,0
2018,부산광역시,서구,,,,,,,,,1,,,0
2019,부산광역시,서구,,,,,,,,,1,,,0
2020,부산광역시,서구,,,,,,,,,1,,,0
2021,부산광역시,서구,,,,,,,,,1,,,0
2022,부산광역시,서구,,,,,,,,,1,,,0
2023,부산광역시,서구,,,,,,,,,1,,,0
2016,부산광역시,수영구,,,,,,,,,1,,,0
2017,부산광역시,수영구,,,,,,,,,1,,,0
2018,부산광역시,수영구,,,,,,,,,1,,,0
2019,부산광역시,수영구,,,,,,,,,1,,,0
2020,부산광역시,수영구,,,,,,,,,1,,,0
2021,부산광역시,수영구,,,,,,,,,1,,,0
2022,부산광역시,수영구,,,,,,,,,1,,,0
2023,부산광역시,수영구,,,,,,,,,1,,,0
2016,부산광역시,연제구,,,,,,,,,1,,,0
2017,부산광역시,연제구,,,,,,,,,1,,,0
2018,부산광역시,연제구,,,,,,,,,1,,,0
2019,부산광역시,연제구,,,,,,,,,1,,,0
2020,부산광역시,연제구,,,,,,,,,1,,,0
2021,부산광역시,연제구,,,,,,,,,1,,,0
2022,부산광역시,연제구,,,,,,,,,1,,,0
2023,부산광역시,연제구,,,,,,,,,1,,,0
2016,부산광역시,영도구,,,,,,,,,1,,,0
2017,부산광역시,영도구,,,,,,,,,1,,,0
2018,부산광역시,영도구,,,,,,,,,1,,,0
2019,부산광역시,영도구,,,,,,,,,1,,,0
2020,부산광역시,영도구,,,,,,,,,1,,,0
2021,부산광역시,영도구,,,,,,,,,1,,,0
2022,부산광역시,영도구,,,,,,,,,1,,,0
2023,부산광역시,영도구,,,,,,,,,1,,,0
2016,부산광역시,중구,,,,,,,,,1,,,0
2017,부산광역시,중구,,,,,,,,,1,,,0
2018,부산광역시,중구,,,,,,,,,1,,,0
2019,부산광역시,중구,,,,,,,,,1,,,0
2020,부산광역시,중구,,,,,,,,,1,,,0
2021,부산광역시,중구,,,,,,,,,1,,,0
2022,부산광역시,중구,,,,,,,,,1,,,0
2023,부산광역시,중구,,,,,,,,,1,,,0
2016,부산광역시,해운대구,,,,,,,,,1,,,0
2017,부산광역시,해운대구,,,,,,,,,1,,,0
2018,부산광역시,해운대구,,,,,,,,,1,,,0
2019,부산광역시,해운대구,,,,,,,,,1,,,0
2020,부산광역시,해운대구,,,,,,,,,1,,,0
2021,부산광역시,해운대구,,,,,,,,,1,,,0
2022,부산광역시,해운대구,,,,,,,,,1,,,0
2023,부산광역시,해운대구,,,,,,,,,1,,,0
2016,서울특별시,강남구,,,,,,,,,1,,,0
2017,서울특별시,강남구,,,,,,,,,1,,,0
2018,서울특별시,강남구,,,,,,,,,1,,,0
2019,서울특별시,강남구,,,,,,,,,1,,,0
2020,서울특별시,강남구,,,,,,,,,1,,,0
2021,서울특별시,강남구,,,,,,,,,1,,,0
2022,서울특별시,강남구,,,,,,,,,1,,,0
2023,서울특별시,강남구,,,,,,,,,1,,,0
2016,서울특별시,강동구,,,,,,,,,1,,,0
2017,서울특별시,강동구,,,,,,,,,1,,,0
2018,서울특별시,강동구,,,,,,,,,1,,,0
2019,서울특별시,강동구,,,,,,,,,1,,,0
2020,서울특별시,강동구,,,,,,,,,1,,,0
2021,서울특별시,강동구,,,,,,,,,1,,,0
2022,서울특별시,강동구,,,,,,,,,1,,,0
2023,서울특별시,강동구,,,,,,,,,1,,,0
2016,서울특별시,강북구,,,,,,,,,1,,,0
2017,서울특별시,강북구,,,,,,,,,1,,,0
2018,서울특별시,강북구,,,,,,,,,1,,,0
2019,서울특별시,강북구,,,,,,,,,1,,,0
2020,서울특별시,강북구,,,,,,,,,1,,,0
2021,서울특별시,강북구,,,,,,,,,1,,,0
2022,서울특별시,강북구,,,,,,,,,1,,,0
2023,서울특별시,강북구,,,,,,,,,1,,,0
2016,서울특별시,강서구,,,,,,,,,1,,,0
2017,서울특별시,강서구,,,,,,,,,1,,,0
2018,서울특별시,강서구,,,,,,,,,1,,,0
2019,서울특별시,강서구,,,,,,,,,1,,,0
2020,서울특별시,강서구,,,,,,,,,1,,,0
2021,서울특별시,강서구,,,,,,,,,1,,,0
2022,서울특별시,강서구,,,,,,,,,1,,,0
2023,서울특별시,강서구,,,,,,,,,1,,,0
2016,서울특별시,관악구,,,,,,,,,1,,,0
2017,서울특별시,관악구,,,,,,,,,1,,,0
2018,서울특별시,관악구,,,,,,,,,1,,,0
2019,서울특별시,관악구,,,,,,,,,1,,,0
2020,서울특별시,관악구,,,,,,,,,1,,,0
2021,서울특별시,관악구,,,,,,,,,1,,,0
2022,서울특별시,관악구,,,,,,,,,1,,,0
2023,서울특별시,관악구,,,,,,,,,1,,,0
2016,서울특별시,광진구,,,,,,,,,1,,,0
2017,서울특별시,광진구,,,,,,,,,1,,,0
2018,서울특별시,광진구,,,,,,,,,1,,,0
2019,서울특별시,광진구,,,,,,,,,1,,,0
2020,서울특별시,광진구,,,,,,,,,1,,,0
2021,서울특별시,광진구,,,,,,,,,1,,,0
2022,서울특별시,광진구,,,,,,,,,1,,,0
2023,서울특별시,광진구,,,,,,,,,1,,,0
2016,서울특별시,구로구,,,,,,,,,1,,,0
2017,서울특별시,구로구,,,,,,,,,1,,,0
2018,서울특별시,구로구,,,,,,,,,1,,,0
2019,서울특별시,구로구,,,,,,,,,1,,,0
2020,서울특별시,구로구,,,,,,,,,1,,,0
2021,서울특별시,구로구,,,,,,,,,1,,,0
2022,서울특별시,구로구,,,,,,,,,1,,,0
2023,서울특별시,구로구,,,,,,,,,1,,,0
2016,서울특별시,금천구,,,,,,,,,1,,,0
2017,서울특별시,금천구,,,,,,,,,1,,,0
2018,서울특별시,금천구,,,,,,,,,1,,,0
2019,서울특별시,금천구,,,,,,,,,1,,,0
2020,서울특별시,금천구,,,,,,,,,1,,,0
2021,서울특별시,금천구,,,,,,,,,1,,,0
2022,서울특별시,금천구,,,,,,,,,1,,,0
2023,서울특별시,금천구,,,,,,,,,1,,,0
2016,서울특별시,노원구,,,,,,,,,1,,,0
2017,서울특별시,노원구,,,,,,,,,1,,,0
2018,서울특별시,노원구,,,,,,,,,1,,,0
2019,서울특별시,노원구,,,,,,,,,1,,,0
2020,서울특별시,노원구,,,,,,,,,1,,,0
2021,서울특별시,노원구,,,,,,,,,1,,,0
2022,서울특별시,노원구,,,,,,,,,1,,,0
2023,서울특별시,노원구,,,,,,,,,1,,,0
2016,서울특별시,도봉구,,,,,,,,,1,,,0
2017,서울특별시,도봉구,,,,,,,,,1,,,0
2018,서울특별시,도봉구,,,,,,,,,1,,,0
2019,서울특별시,도봉구,,,,,,,,,1,,,0
2020,서울특별시,도봉구,,,,,,,,,1,,,0
2021,서울특별시,도봉구,,,,,,,,,1,,,0
2022,서울특별시,도봉구,,,,,,,,,1,,,0
2023,서울특별시,도봉구,,,,,,,,,1,,,0
2016,서울특별시,동대문구,,,,,,,,,1,,,0
2017,서울특별시,동대문구,,,,,,,,,1,,,0
2018,서울특별시,동대문구,,,,,,,,,1,,,0
2019,서울특별시,동대문구,,,,,,,,,1,,,0
2020,서울특별시,동대문구,,,,,,,,,1,,,0
2021,서울특별시,동대문구,,,,,,,,,1,,,0
2022,서울특별시,동대문구,,,,,,,,,1,,,0
2023,서울특별시,동대문구,,,,,,,,,1,,,0
2016,서울특별시,동작구,,,,,,,,,1,,,0
2017,서울특별시,동작구,,,,,,,,,1,,,0
2018,서울특별시,동작구,,,,,,,,,1,,,0
2019,서울특별시,동작구,,,,,,,,,1,,,0
2020,서울특별시,동작구,,,,,,,,,1,,,0
2021,서울특별시,동작구,,,,,,,,,1,,,0
2022,서울특별시,동작구,,,,,,,,,1,,,0
2023,서울특별시,동작구,,,,,,,,,1,,,0
2016,서울특별시,마포구,,,,,,,,,1,,,0
2017,서울특별시,마포구,,,,,,,,,1,,,0
2018,서울특별시,마포구,,,,,,,,,1,,,0
2019,서울특별시,마포구,,,,,,,,,1,,,0
2020,서울특별시,마포구,,,,,,,,,1,,,0
2021,서울특별시,마포구,,,,,,,,,1,,,0
2022,서울특별시,마포구,,,,,,,,,1,,,0
2023,서울특별시,마포구,,,,,,,,,1,,,0
2016,서울특별시,서대문구,,,,,,,,,1,,,0
2017,서울특별시,서대문구,,,,,,,,,1,,,0
2018,서울특별시,서대문구,,,,,,,,,1,,,0
2019,서울특별시,서대문구,,,,,,,,,1,,,0
2020,서울특별시,서대문구,,,,,,,,,1,,,0
2021,서울특별시,서대문구,,,,,,,,,1,,,0
2022,서울특별시,서대문구,,,,,,,,,1,,,0
2023,서울특별시,서대문구,,,,,,,,,1,,,0
2016,서울특별시,서초구,,,,,,,,,1,,,0
2017,서울특별시,서초구,,,,,,,,,1,,,0
2018,서울특별시,서초구,,,,,,,,,1,,,0
2019,서울특별시,서초구,,,,,,,,,1,,,0
2020,서울특별시,서초구,,,,,,,,,1,,,0
2021,서울특별시,서초구,,,,,,,,,1,,,0
2022,서울특별시,서초구,,,,,,,,,1,,,0
2023,서울특별시,서초구,,,,,,,,,1,,,0
2016,서울특별시,성동구,,,,,,,,,1,,,0
2017,서울특별시,성동구,,,,,,,,,1,,,0
2018,서울특별시,성동구,,,,,,,,,1,,,0
2019,서울특별시,성동구,,,,,,,,,1,,,0
2020,서울특별시,성동구,,,,,,,,,1,,,0
2021,서울특별시,성동구,,,,,,,,,1,,,0
2022,서울특별시,성동구,,,,,,,,,1,,,0
2023,서울특별시,성동구,,,,,,,,,1,,,0
2016,서울특별시,성북구,,,,,,,,,1,,,0
2017,서울특별시,성북구,,,,,,,,,1,,,0
2018,서울특별시,성북구,,,,,,,,,1,,,0
2019,서울특별시,성북구,,,,,,,,,1,,,0
2020,서울특별시,성북구,,,,,,,,,1,,,0
2021,서울특별시,성북구,,,,,,,,,1,,,0
2022,서울특별시,성북구,,,,,,,,,1,,,0
2023,서울특별시,성북구,,,,,,,,,1,,,0
2016,서울특별시,송파구,,,,,,,,,1,,,0
2017,서울특별시,송파구,,,,,,,,,1,,,0
2018,서울특별시,송파구,,,,,,,,,1,,,0
2019,서울특별시,송파구,,,,,,,,,1,,,0
2020,서울특별시,송파구,,,,,,,,,1,,,0
2021,서울특별시,송파구,,,,,,,,,1,,,0
2022,서울특별시,송파구,,,,,,,,,1,,,0
2023,서울특별시,송파구,,,,,,,,,1,,,0
2016,서울특별시,양천구,,,,,,,,,1,,,0
2017,서울특별시,양천구,,,,,,,,,1,,,0
2018,서울특별시,양천구,,,,,,,,,1,,,0
2019,서울특별시,양천구,,,,,,,,,1,,,0
2020,서울특별시,양천구,,,,,,,,,1,,,0
2021,서울특별시,양천구,,,,,,,,,1,,,0
2022,서울특별시,양천구,,,,,,,,,1,,,0
2023,서울특별시,양천구,,,,,,,,,1,,,0
2016,서울특별시,영등포구,,,,,,,,,1,,,0
2017,서울특별시,영등포구,,,,,,,,,1,,,0
2018,서울특별시,영등포구,,,,,,,,,1,,,0
2019,서울특별시,영등포구,,,,,,,,,1,,,0
2020,서울특별시,영등포구,,,,,,,,,1,,,0
2021,서울특별시,영등포구,,,,,,,,,1,,,0
2022,서울특별시,영등포구,,,,,,,,,1,,,0
2023,서울특별시,영등포구,,,,,,,,,1,,,0
2016,서울특별시,용산구,,,,,,,,,1,,,0
2017,서울특별시,용산구,,,,,,,,,1,,,0
2018,서울특별시,용산구,,,,,,,,,1,,,0
2019,서울특별시,용산구,,,,,,,,,1,,,0
2020,서울특별시,용산구,,,,,,,,,1,,,0
2021,서울특별시,용산구,,,,,,,,,1,,,0
2022,서울특별시,용산구,,,,,,,,,1,,,0
2023,서울특별시,용산구,,,,,,,,,1,,,0
2016,서울특별시,은평구,,,,,,,,,1,,,0
2017,서울특별시,은평구,,,,,,,,,1,,,0
2018,서울특별시,은평구,,,,,,,,,1,,,0
2019,서울특별시,은평구,,,,,,,,,1,,,0
2020,서울특별시,은평구,,,,,,,,,1,,,0
2021,서울특별시,은평구,,,,,,,,,1,,,0
2022,서울특별시,은평구,,,,,,,,,1,,,0
2023,서울특별시,은평구,,,,,,,,,1,,,0
2016,서울특별시,종로구,,,,,,,,,1,,,0
2017,서울특별시,종로구,,,,,,,,,1,,,0
2018,서울특별시,종로구,,,,,,,,,1,,,0
2019,서울특별시,종로구,,,,,,,,,1,,,0
2020,서울특별시,종로구,,,,,,,,,1,,,0
2021,서울특별시,종로구,,,,,,,,,1,,,0
2022,서울특별시,종로구,,,,,,,,,1,,,0
2023,서울특별시,종로구,,,,,,,,,1,,,0
2016,서울특별시,중구,,,,,,,,,1,,,0
2017,서울특별시,중구,,,,,,,,,1,,,0
2018,서울특별시,중구,,,,,,,,,1,,,0
2019,서울특별시,중구,,,,,,,,,1,,,0
2020,서울특별시,중구,,,,,,,,,1,,,0
2021,서울특별시,중구,,,,,,,,,1,,,0
2022,서울특별시,중구,,,,,,,,,1,,,0
2023,서울특별시,중구,,,,,,,,,1,,,0
2016,서울특별시,중랑구,,,,,,,,,1,,,0
2017,서울특별시,중랑구,,,,,,,,,1,,,0
2018,서울특별시,중랑구,,,,,,,,,1,,,0
2019,서울특별시,중랑구,,,,,,,,,1,,,0
2020,서울특별시,중랑구,,,,,,,,,1,,,0
2021,서울특별시,중랑구,,,,,,,,,1,,,0
2022,서울특별시,중랑구,,,,,,,,,1,,,0
2023,서울특별시,중랑구,,,,,,,,,1,,,0
2016,세종특별자치시,세종시,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0,1.0,1
2017,세종특별자치시,세종시,428354000.0,19.875460516823292,17307.23232323232,9.758937524136151,19.302827140198442,19.04525996809331,0.4359618446425153,59.60570294693076,0,3.0,0.0,1
2018,세종특별자치시,세종시,348418000.0,19.668913469231317,14077.494949494949,9.55240373120704,19.53894532508753,17.56416723966343,0.12187659650190288,72.09190208091505,0,3.0,0.0,1
2019,세종특별자치시,세종시,206027000.0,19.1435177909801,8324.323232323231,9.027057140800402,18.8964116969729,17.62457019450333,0.21894217748159223,69.52995808500442,0,3.0,0.0,1
2020,세종특별자치시,세종시,140829000.0,18.76305695349005,5690.060606060606,8.646651908003562,18.369113738425128,17.640994823783053,0.32560765183307416,61.93416452272578,0,3.0,0.0,1
2021,세종특별자치시,세종시,182830000.0,19.02406732277425,7387.070707070707,8.907621911802666,18.542898385526172,18.061574289142712,0.3819395066455177,61.849427445408566,0,3.0,0.0,1
2022,세종특별자치시,세종시,183120000.0,19.025652239069487,7398.787878787879,8.909206613752746,18.542898385526172,18.065718632278575,0.3829183049366536,63.97428731134712,0,3.0,0.0,1
2023,세종특별자치시,세종시,194129000.0,19.084033449652157,7843.595959595959,8.96758016092124,18.59781387243388,18.129659783612997,0.3850532377954865,66.00490287746547,0,3.0,0.0,1
2016,울산광역시,남구,,,,,,,,,1,,,0
2017,울산광역시,남구,,,,,,,,,1,,,0
2018,울산광역시,남구,,,,,,,,,1,,,0
2019,울산광역시,남구,,,,,,,,,1,,,0
2020,울산광역시,남구,,,,,,,,,1,,,0
2021,울산광역시,남구,,,,,,,,,1,,,0
2022,울산광역시,남구,,,,,,,,,1,,,0
2023,울산광역시,남구,,,,,,,,,1,,,0
2016,울산광역시,동구,,,,,,,,,1,,,0
2017,울산광역시,동구,,,,,,,,,1,,,0
2018,울산광역시,동구,,,,,,,,,1,,,0
2019,울산광역시,동구,,,,,,,,,1,,,0
2020,울산광역시,동구,,,,,,,,,1,,,0
2021,울산광역시,동구,,,,,,,,,1,,,0
2022,울산광역시,동구,,,,,,,,,1,,,0
2023,울산광역시,동구,,,,,,,,,1,,,0
2016,울산광역시,북구,,,,,,,,,1,,,0
2017,울산광역시,북구,,,,,,,,,1,,,0
2018,울산광역시,북구,,,,,,,,,1,,,0
2019,울산광역시,북구,,,,,,,,,1,,,0
2020,울산광역시,북구,,,,,,,,,1,,,0
2021,울산광역시,북구,,,,,,,,,1,,,0
2022,울산광역시,북구,,,,,,,,,1,,,0
2023,울산광역시,북구,,,,,,,,,1,,,0
2016,울산광역시,울주군,,,,,,,,,1,,,0
2017,울산광역시,울주군,,,,,,,,,1,,,0
2018,울산광역시,울주군,,,,,,,,,1,,,0
2019,울산광역시,울주군,,,,,,,,,1,,,0
2020,울산광역시,울주군,,,,,,,,,1,,,0
2021,울산광역시,울주군,,,,,,,,,1,,,0
2022,울산광역시,울주군,,,,,,,,,1,,,0
2023,울산광역시,울주군,,,,,,,,,1,,,0
2016,울산광역시,중구,,,,,,,,,1,,,0
2017,울산광역시,중구,,,,,,,,,1,,,0
2018,울산광역시,중구,,,,,,,,,1,,,0
2019,울산광역시,중구,,,,,,,,,1,,,0
2020,울산광역시,중구,,,,,,,,,1,,,0
2021,울산광역시,중구,,,,,,,,,1,,,0
2022,울산광역시,중구,,,,,,,,,1,,,0
2023,울산광역시,중구,,,,,,,,,1,,,0
2016,인천광역시,강화군,,,,,,,,,1,,,0
2017,인천광역시,강화군,,,,,,,,,1,,,0
2018,인천광역시,강화군,,,,,,,,,1,,,0
2019,인천광역시,강화군,,,,,,,,,1,,,0
2020,인천광역시,강화군,,,,,,,,,1,,,0
2021,인천광역시,강화군,,,,,,,,,1,,,0
2022,인천광역시,강화군,,,,,,,,,1,,,0
2023,인천광역시,강화군,,,,,,,,,1,,,0
2016,인천광역시,계양구,,,,,,,,,1,,,0
2017,인천광역시,계양구,,,,,,,,,1,,,0
2018,인천광역시,계양구,,,,,,,,,1,,,0
2019,인천광역시,계양구,,,,,,,,,1,,,0
2020,인천광역시,계양구,,,,,,,,,1,,,0
2021,인천광역시,계양구,,,,,,,,,1,,,0
2022,인천광역시,계양구,,,,,,,,,1,,,0
2023,인천광역시,계양구,,,,,,,,,1,,,0
2016,인천광역시,남동구,,,,,,,,,1,,,0
2017,인천광역시,남동구,,,,,,,,,1,,,0
2018,인천광역시,남동구,,,,,,,,,1,,,0
2019,인천광역시,남동구,,,,,,,,,1,,,0
2020,인천광역시,남동구,,,,,,,,,1,,,0
2021,인천광역시,남동구,,,,,,,,,1,,,0
2022,인천광역시,남동구,,,,,,,,,1,,,0
2023,인천광역시,남동구,,,,,,,,,1,,,0
