연도,시도,시군구,sigungu_cd,stnId,거리_km,겨울철_평균최저기온,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_최저월(최심가뭄),SPI3_유효월수,연간관측일수,겨울철_자료완전성
2023,제주특별자치도,서귀포시,50130,189,8.85,4.8,25.64,2220.7,1.67,2517.4,3594.6,-2.26,12.0,365,True
2016,제주특별자치도,제주시,50110,184,8.04,5.45,26.05,1416.4,3.13,2468.8,3479.5,-0.99,11.0,366,True
2017,제주특별자치도,제주시,50110,184,8.04,4.75,26.66,773.3,3.12,2422.6,3390.0,-2.12,12.0,365,True
2018,제주특별자치도,제주시,50110,184,8.04,3.18,26.17,1769.5,3.09,2415.4,3411.8,-1.45,12.0,365,True
2019,제주특별자치도,제주시,50110,184,8.04,5.28,24.84,1979.9,2.99,2327.4,3331.2,-1.47,12.0,365,True
2020,제주특별자치도,제주시,50110,184,8.04,6.68,25.39,1389.5,3.05,2249.1,3272.5,-1.24,12.0,366,True
2021,제주특별자치도,제주시,50110,184,8.04,5.07,26.22,1627.7,3.28,2532.5,3632.7,-1.04,12.0,365,True
2022,제주특별자치도,제주시,50110,184,8.04,4.4,27.2,1075.8,3.38,2528.0,3500.2,-1.46,12.0,365,True
2023,제주특별자치도,제주시,50110,184,8.04,4.34,26.72,1444.9,3.23,2581.6,3616.8,-2.02,12.0,365,True
2016,충청남도,계룡시,44250,133,15.24,-3.17,26.08,1228.4,1.48,2180.0,3017.6,-1.29,11.0,366,True
2017,충청남도,계룡시,44250,133,15.24,-3.74,25.49,1127.5,1.55,2046.4,2844.6,-1.8,12.0,365,True
2018,충청남도,계룡시,44250,133,15.24,-5.75,26.88,1542.1,1.55,2113.8,2936.6,-0.54,12.0,365,True
2019,충청남도,계룡시,44250,133,15.24,-3.91,25.26,984.2,1.34,2062.2,2881.4,-1.69,12.0,365,True
2020,충청남도,계룡시,44250,133,15.24,-1.44,25.11,1614.0,1.45,1916.4,2741.2,-1.91,12.0,366,True
2021,충청남도,계룡시,44250,133,15.24,-3.91,25.73,1109.5,1.51,2095.5,2965.6,-1.0,12.0,365,True
2022,충청남도,계룡시,44250,133,15.24,-4.69,25.59,1203.1,1.92,2089.4,2934.0,-1.93,12.0,365,True
2023,충청남도,계룡시,44250,133,15.24,-5.13,25.5,2042.5,1.51,2122.8,2981.5,-1.66,12.0,365,True
2016,충청남도,공주시,44150,239,15.15,,,,,,,,,0,False
2017,충청남도,공주시,44150,239,15.15,,,,,,,,,0,False
2018,충청남도,공주시,44150,239,15.15,,,,,,,,,0,False
2019,충청남도,공주시,44150,239,15.15,,24.38,959.3,1.17,1654.6,2246.5,-1.02,6.0,215,False
2020,충청남도,공주시,44150,239,15.15,-1.95,24.41,1685.8,1.38,1793.0,2580.1,-1.79,12.0,366,True
2021,충청남도,공주시,44150,239,15.15,-4.45,24.88,1104.6,1.36,1943.0,2772.7,-1.29,12.0,365,True
2022,충청남도,공주시,44150,239,15.15,-5.17,25.03,1222.4,1.31,1969.7,2792.6,-1.88,12.0,365,True
2023,충청남도,공주시,44150,239,15.15,-5.49,25.16,2103.3,1.44,2066.0,2910.9,-1.92,12.0,365,True
2016,충청남도,금산군,44710,238,1.52,-4.88,24.8,1325.6,1.24,1913.0,2720.8,-0.58,11.0,366,True
2017,충청남도,금산군,44710,238,1.52,-5.99,24.16,967.6,1.26,1742.6,2506.2,-1.92,12.0,365,True
2018,충청남도,금산군,44710,238,1.52,-8.17,25.44,1397.2,1.28,1815.9,2585.3,-0.83,12.0,365,True
2019,충청남도,금산군,44710,238,1.52,-6.64,23.73,982.6,1.16,1748.8,2521.6,-1.8,12.0,365,True
2020,충청남도,금산군,44710,238,1.52,-3.23,24.11,1758.2,1.17,1694.6,2440.0,-1.93,12.0,366,True
2021,충청남도,금산군,44710,238,1.52,-5.91,24.23,1290.1,1.15,1826.0,2620.8,-0.72,12.0,365,True
2022,충청남도,금산군,44710,238,1.52,-6.56,24.39,948.7,1.11,1768.2,2548.7,-1.85,12.0,365,True
2023,충청남도,금산군,44710,238,1.52,-7.0,24.75,1800.9,1.05,1900.5,2721.4,-1.85,12.0,365,True
2016,충청남도,논산시,44230,236,23.09,-4.0,25.26,1129.3,1.25,2046.1,2864.2,-1.56,11.0,366,True
2017,충청남도,논산시,44230,236,23.09,-5.02,24.64,1112.0,1.31,1884.2,2661.5,-1.71,12.0,365,True
2018,충청남도,논산시,44230,236,23.09,-6.95,25.94,1457.9,1.34,1939.6,2739.6,-0.66,12.0,365,True
2019,충청남도,논산시,44230,236,23.09,-5.6,24.3,992.0,1.27,1888.7,2668.6,-1.53,12.0,365,True
2020,충청남도,논산시,44230,236,23.09,-2.76,24.32,1624.8,1.17,1758.8,2515.0,-2.28,12.0,366,True
2021,충청남도,논산시,44230,236,23.09,-5.31,24.74,1123.4,1.14,1918.8,2730.2,-0.93,12.0,365,True
2022,충청남도,논산시,44230,236,23.09,-5.99,25.02,1301.1,1.22,1917.3,2729.2,-1.85,12.0,365,True
2023,충청남도,논산시,44230,236,23.09,-5.93,25.27,2165.0,1.14,2076.5,2913.8,-1.71,12.0,365,True
2016,충청남도,당진시,44270,129,20.01,-3.99,24.54,922.1,1.97,1896.6,2702.2,-2.07,11.0,366,True
2017,충청남도,당진시,44270,129,20.01,-4.96,24.12,830.4,1.99,1769.7,2533.9,-2.13,12.0,365,True
2018,충청남도,당진시,44270,129,20.01,-6.28,25.2,1227.2,1.93,1791.2,2573.6,-1.34,12.0,365,True
2019,충청남도,당진시,44270,129,20.01,-5.18,23.83,915.0,1.83,1747.2,2502.3,-1.74,12.0,365,True
2020,충청남도,당진시,44270,129,20.01,-2.3,23.8,1488.7,1.97,1686.6,2440.0,-1.72,12.0,366,True
2021,충청남도,당진시,44270,129,20.01,-4.54,24.6,1207.3,1.96,1892.2,2695.3,-1.16,12.0,365,True
2022,충청남도,당진시,44270,129,20.01,-5.53,24.48,1570.7,2.1,1778.6,2570.6,-1.51,12.0,365,True
2023,충청남도,당진시,44270,129,20.01,-5.79,24.87,1529.7,2.05,1967.7,2777.1,-2.0,12.0,365,True
2016,충청남도,보령시,44180,235,3.73,-1.94,24.71,792.8,1.54,1956.2,2791.0,-2.01,11.0,366,True
2017,충청남도,보령시,44180,235,3.73,-2.78,24.21,856.2,1.52,1785.9,2559.6,-1.82,12.0,365,True
2018,충청남도,보령시,44180,235,3.73,-4.73,25.3,1337.2,1.53,1857.8,2675.0,-0.77,12.0,365,True
2019,충청남도,보령시,44180,235,3.73,-3.02,23.83,821.9,1.42,1817.6,2615.1,-1.41,12.0,365,True
2020,충청남도,보령시,44180,235,3.73,-0.68,23.74,1301.9,1.55,1700.5,2469.0,-2.0,12.0,366,True
2021,충청남도,보령시,44180,235,3.73,-2.85,24.59,1107.9,1.56,1900.9,2721.6,-0.97,12.0,365,True
2022,충청남도,보령시,44180,235,3.73,-3.5,24.67,1348.2,1.6,1863.4,2692.8,-1.53,12.0,365,True
2023,충청남도,보령시,44180,235,3.73,-3.75,24.78,1726.7,1.54,2037.5,2872.7,-2.03,12.0,365,True
2016,충청남도,부여군,44760,236,6.41,-4.0,25.26,1129.3,1.25,2046.1,2864.2,-1.56,11.0,366,True
2017,충청남도,부여군,44760,236,6.41,-5.02,24.64,1112.0,1.31,1884.2,2661.5,-1.71,12.0,365,True
2018,충청남도,부여군,44760,236,6.41,-6.95,25.94,1457.9,1.34,1939.6,2739.6,-0.66,12.0,365,True
2019,충청남도,부여군,44760,236,6.41,-5.6,24.3,992.0,1.27,1888.7,2668.6,-1.53,12.0,365,True
2020,충청남도,부여군,44760,236,6.41,-2.76,24.32,1624.8,1.17,1758.8,2515.0,-2.28,12.0,366,True
2021,충청남도,부여군,44760,236,6.41,-5.31,24.74,1123.4,1.14,1918.8,2730.2,-0.93,12.0,365,True
2022,충청남도,부여군,44760,236,6.41,-5.99,25.02,1301.1,1.22,1917.3,2729.2,-1.85,12.0,365,True
2023,충청남도,부여군,44760,236,6.41,-5.93,25.27,2165.0,1.14,2076.5,2913.8,-1.71,12.0,365,True
2016,충청남도,서산시,44210,129,2.84,-3.99,24.54,922.1,1.97,1896.6,2702.2,-2.07,11.0,366,True
2017,충청남도,서산시,44210,129,2.84,-4.96,24.12,830.4,1.99,1769.7,2533.9,-2.13,12.0,365,True
2018,충청남도,서산시,44210,129,2.84,-6.28,25.2,1227.2,1.93,1791.2,2573.6,-1.34,12.0,365,True
2019,충청남도,서산시,44210,129,2.84,-5.18,23.83,915.0,1.83,1747.2,2502.3,-1.74,12.0,365,True
2020,충청남도,서산시,44210,129,2.84,-2.3,23.8,1488.7,1.97,1686.6,2440.0,-1.72,12.0,366,True
2021,충청남도,서산시,44210,129,2.84,-4.54,24.6,1207.3,1.96,1892.2,2695.3,-1.16,12.0,365,True
2022,충청남도,서산시,44210,129,2.84,-5.53,24.48,1570.7,2.1,1778.6,2570.6,-1.51,12.0,365,True
2023,충청남도,서산시,44210,129,2.84,-5.79,24.87,1529.7,2.05,1967.7,2777.1,-2.0,12.0,365,True
2016,충청남도,서천군,44770,140,12.4,-1.92,25.14,1144.4,2.08,2039.6,2881.8,-1.24,11.0,366,True
2017,충청남도,서천군,44770,140,12.4,-2.67,24.78,774.4,2.19,1920.9,2706.0,-1.69,12.0,365,True
2018,충청남도,서천군,44770,140,12.4,-4.59,25.55,1637.1,2.0,1931.3,2751.8,-0.72,12.0,365,True
2019,충청남도,서천군,44770,140,12.4,-2.89,24.12,1008.1,1.91,1888.7,2691.9,-1.22,12.0,365,True
2020,충청남도,서천군,44770,140,12.4,-0.55,24.11,1664.8,2.08,1788.4,2582.5,-2.11,12.0,366,True
2021,충청남도,서천군,44770,140,12.4,-2.73,24.75,1151.7,2.04,1960.1,2803.9,-0.84,12.0,365,True
2022,충청남도,서천군,44770,140,12.4,-3.45,24.98,1043.4,2.25,1919.8,2743.8,-1.68,12.0,364,True
2023,충청남도,서천군,44770,140,12.4,-4.28,25.0,2120.8,2.21,2067.2,2906.1,-1.5,12.0,365,True
2016,충청남도,아산시,44200,232,28.3,-4.43,24.45,1004.8,1.52,1862.6,2670.4,-1.82,11.0,366,True
2017,충청남도,아산시,44200,232,28.3,-5.92,23.83,1305.0,1.45,1690.6,2452.4,-2.51,12.0,365,True
2018,충청남도,아산시,44200,232,28.3,-8.1,25.17,1163.4,1.54,1756.8,2523.4,-1.07,12.0,365,True
2019,충청남도,아산시,44200,232,28.3,-6.73,23.24,845.6,1.34,1614.6,2360.1,-1.61,12.0,365,True
2020,충청남도,아산시,44200,232,28.3,-3.7,23.83,1443.5,1.31,1622.4,2359.0,-1.6,12.0,366,True
2021,충청남도,아산시,44200,232,28.3,-6.47,24.11,1058.9,1.3,1748.4,2526.6,-1.44,12.0,365,True
2022,충청남도,아산시,44200,232,28.3,-7.06,24.36,1080.7,1.23,1770.1,2549.4,-1.81,12.0,365,True
2023,충청남도,아산시,44200,232,28.3,-7.38,24.78,1502.5,1.24,1908.4,2731.6,-1.97,12.0,365,True
2016,충청남도,예산군,44810,177,8.75,-4.25,25.01,760.4,1.57,1974.6,2790.6,-2.25,11.0,366,True
2017,충청남도,예산군,44810,177,8.75,-4.79,24.56,1009.5,1.56,1820.1,2592.6,-2.15,12.0,365,True
2018,충청남도,예산군,44810,177,8.75,-6.71,25.38,1299.0,1.52,1816.0,2596.0,-1.09,12.0,365,True
2019,충청남도,예산군,44810,177,8.75,-5.31,24.02,922.3,1.4,1764.6,2523.5,-1.73,12.0,365,True
2020,충청남도,예산군,44810,177,8.75,-2.6,24.13,1609.7,1.55,1706.9,2460.2,-1.87,12.0,366,True
2021,충청남도,예산군,44810,177,8.75,-4.83,24.61,1242.8,1.45,1861.1,2662.2,-1.02,12.0,365,True
2022,충청남도,예산군,44810,177,8.75,-5.57,24.98,1389.6,1.56,1860.0,2657.0,-1.39,12.0,365,True
2023,충청남도,예산군,44810,177,8.75,-5.82,25.15,1584.8,1.56,2019.3,2844.7,-2.04,12.0,365,True
2016,충청남도,천안시 동남구,44131,232,9.27,-4.43,24.45,1004.8,1.52,1862.6,2670.4,-1.82,11.0,366,True
2017,충청남도,천안시 동남구,44131,232,9.27,-5.92,23.83,1305.0,1.45,1690.6,2452.4,-2.51,12.0,365,True
2018,충청남도,천안시 동남구,44131,232,9.27,-8.1,25.17,1163.4,1.54,1756.8,2523.4,-1.07,12.0,365,True
2019,충청남도,천안시 동남구,44131,232,9.27,-6.73,23.24,845.6,1.34,1614.6,2360.1,-1.61,12.0,365,True
2020,충청남도,천안시 동남구,44131,232,9.27,-3.7,23.83,1443.5,1.31,1622.4,2359.0,-1.6,12.0,366,True
2021,충청남도,천안시 동남구,44131,232,9.27,-6.47,24.11,1058.9,1.3,1748.4,2526.6,-1.44,12.0,365,True
2022,충청남도,천안시 동남구,44131,232,9.27,-7.06,24.36,1080.7,1.23,1770.1,2549.4,-1.81,12.0,365,True
2023,충청남도,천안시 동남구,44131,232,9.27,-7.38,24.78,1502.5,1.24,1908.4,2731.6,-1.97,12.0,365,True
2016,충청남도,천안시 서북구,44133,232,9.27,-4.43,24.45,1004.8,1.52,1862.6,2670.4,-1.82,11.0,366,True
2017,충청남도,천안시 서북구,44133,232,9.27,-5.92,23.83,1305.0,1.45,1690.6,2452.4,-2.51,12.0,365,True
2018,충청남도,천안시 서북구,44133,232,9.27,-8.1,25.17,1163.4,1.54,1756.8,2523.4,-1.07,12.0,365,True
2019,충청남도,천안시 서북구,44133,232,9.27,-6.73,23.24,845.6,1.34,1614.6,2360.1,-1.61,12.0,365,True
2020,충청남도,천안시 서북구,44133,232,9.27,-3.7,23.83,1443.5,1.31,1622.4,2359.0,-1.6,12.0,366,True
2021,충청남도,천안시 서북구,44133,232,9.27,-6.47,24.11,1058.9,1.3,1748.4,2526.6,-1.44,12.0,365,True
2022,충청남도,천안시 서북구,44133,232,9.27,-7.06,24.36,1080.7,1.23,1770.1,2549.4,-1.81,12.0,365,True
2023,충청남도,천안시 서북구,44133,232,9.27,-7.38,24.78,1502.5,1.24,1908.4,2731.6,-1.97,12.0,365,True
2016,충청남도,청양군,44790,236,18.61,-4.0,25.26,1129.3,1.25,2046.1,2864.2,-1.56,11.0,366,True
2017,충청남도,청양군,44790,236,18.61,-5.02,24.64,1112.0,1.31,1884.2,2661.5,-1.71,12.0,365,True
2018,충청남도,청양군,44790,236,18.61,-6.95,25.94,1457.9,1.34,1939.6,2739.6,-0.66,12.0,365,True
2019,충청남도,청양군,44790,236,18.61,-5.6,24.3,992.0,1.27,1888.7,2668.6,-1.53,12.0,365,True
2020,충청남도,청양군,44790,236,18.61,-2.76,24.32,1624.8,1.17,1758.8,2515.0,-2.28,12.0,366,True
2021,충청남도,청양군,44790,236,18.61,-5.31,24.74,1123.4,1.14,1918.8,2730.2,-0.93,12.0,365,True
2022,충청남도,청양군,44790,236,18.61,-5.99,25.02,1301.1,1.22,1917.3,2729.2,-1.85,12.0,365,True
2023,충청남도,청양군,44790,236,18.61,-5.93,25.27,2165.0,1.14,2076.5,2913.8,-1.71,12.0,365,True
2016,충청남도,태안군,44825,129,20.43,-3.99,24.54,922.1,1.97,1896.6,2702.2,-2.07,11.0,366,True
2017,충청남도,태안군,44825,129,20.43,-4.96,24.12,830.4,1.99,1769.7,2533.9,-2.13,12.0,365,True
2018,충청남도,태안군,44825,129,20.43,-6.28,25.2,1227.2,1.93,1791.2,2573.6,-1.34,12.0,365,True
2019,충청남도,태안군,44825,129,20.43,-5.18,23.83,915.0,1.83,1747.2,2502.3,-1.74,12.0,365,True
2020,충청남도,태안군,44825,129,20.43,-2.3,23.8,1488.7,1.97,1686.6,2440.0,-1.72,12.0,366,True
2021,충청남도,태안군,44825,129,20.43,-4.54,24.6,1207.3,1.96,1892.2,2695.3,-1.16,12.0,365,True
2022,충청남도,태안군,44825,129,20.43,-5.53,24.48,1570.7,2.1,1778.6,2570.6,-1.51,12.0,365,True
2023,충청남도,태안군,44825,129,20.43,-5.79,24.87,1529.7,2.05,1967.7,2777.1,-2.0,12.0,365,True
2016,충청남도,홍성군,44800,177,11.2,-4.25,25.01,760.4,1.57,1974.6,2790.6,-2.25,11.0,366,True
2017,충청남도,홍성군,44800,177,11.2,-4.79,24.56,1009.5,1.56,1820.1,2592.6,-2.15,12.0,365,True
2018,충청남도,홍성군,44800,177,11.2,-6.71,25.38,1299.0,1.52,1816.0,2596.0,-1.09,12.0,365,True
2019,충청남도,홍성군,44800,177,11.2,-5.31,24.02,922.3,1.4,1764.6,2523.5,-1.73,12.0,365,True
2020,충청남도,홍성군,44800,177,11.2,-2.6,24.13,1609.7,1.55,1706.9,2460.2,-1.87,12.0,366,True
2021,충청남도,홍성군,44800,177,11.2,-4.83,24.61,1242.8,1.45,1861.1,2662.2,-1.02,12.0,365,True
2022,충청남도,홍성군,44800,177,11.2,-5.57,24.98,1389.6,1.56,1860.0,2657.0,-1.39,12.0,365,True
2023,충청남도,홍성군,44800,177,11.2,-5.82,25.15,1584.8,1.56,2019.3,2844.7,-2.04,12.0,365,True
2016,충청북도,괴산군,43760,127,24.83,-5.74,25.28,917.1,1.45,2010.1,2820.5,-2.08,11.0,366,True
2017,충청북도,괴산군,43760,127,24.83,-6.23,24.63,1072.9,1.46,1841.6,2614.4,-2.25,12.0,365,True
2018,충청북도,괴산군,43760,127,24.83,-8.76,25.9,1349.1,1.52,1896.6,2667.2,-0.96,12.0,365,True
2019,충청북도,괴산군,43760,127,24.83,-6.98,24.26,795.5,1.32,1795.0,2546.5,-2.04,12.0,365,True
2020,충청북도,괴산군,43760,127,24.83,-3.99,24.21,1446.5,1.4,1677.0,2413.8,-1.92,12.0,366,True
2021,충청북도,괴산군,43760,127,24.83,-7.5,24.34,1365.5,1.4,1779.9,2559.7,-1.05,12.0,365,True
2022,충청북도,괴산군,43760,127,24.83,-7.76,24.63,1464.2,1.2,1800.4,2571.3,-1.81,12.0,365,True
2023,충청북도,괴산군,43760,127,24.83,-7.88,25.08,1661.6,1.22,1937.4,2755.3,-2.34,12.0,365,True
2016,충청북도,단양군,43800,272,17.84,-5.39,23.9,1263.3,2.45,1749.8,2539.9,-2.31,11.0,366,True
2017,충청북도,단양군,43800,272,17.84,-5.81,23.29,1055.3,2.68,1649.2,2413.6,-1.49,12.0,365,True
2018,충청북도,단양군,43800,272,17.84,-7.79,24.43,1591.5,2.44,1650.8,2400.4,-1.39,12.0,365,True
2019,충청북도,단양군,43800,272,17.84,-5.92,23.04,996.4,2.41,1641.2,2375.8,-1.32,12.0,365,True
2020,충청북도,단양군,43800,272,17.84,-3.6,23.12,1499.9,2.37,1500.9,2228.0,-2.1,12.0,366,True
2021,충청북도,단양군,43800,272,17.84,-6.39,23.06,1346.5,2.27,1572.3,2328.6,-0.96,12.0,365,True
2022,충청북도,단양군,43800,272,17.84,-6.75,23.56,1083.8,2.46,1650.4,2412.6,-1.79,12.0,365,True
2023,충청북도,단양군,43800,272,17.84,-6.58,23.82,2216.1,2.16,1682.0,2480.4,-1.03,12.0,365,True
2016,충청북도,보은군,43720,226,0.52,-5.91,24.39,1291.6,1.36,1834.6,2632.4,-1.28,11.0,366,True
2017,충청북도,보은군,43720,226,0.52,-6.77,23.92,1322.8,1.38,1703.2,2460.8,-1.82,12.0,365,True
2018,충청북도,보은군,43720,226,0.52,-8.87,25.07,1409.5,1.28,1761.4,2522.4,-0.73,12.0,365,True
2019,충청북도,보은군,43720,226,0.52,-7.21,23.71,1046.2,1.26,1738.2,2495.2,-1.33,12.0,365,True
2020,충청북도,보은군,43720,226,0.52,-4.09,23.4,1768.8,1.11,1559.9,2269.8,-1.9,12.0,366,True
2021,충청북도,보은군,43720,226,0.52,-7.2,23.54,1097.7,1.15,1684.4,2441.8,-0.93,12.0,365,True
2022,충청북도,보은군,43720,226,0.52,-7.6,23.93,1043.5,1.13,1679.3,2442.6,-1.7,12.0,365,True
2023,충청북도,보은군,43720,226,0.52,-7.7,24.27,1870.4,1.17,1797.3,2602.9,-1.86,12.0,365,True
2016,충청북도,영동군,43740,135,17.51,-4.25,23.96,1147.1,2.6,1743.6,2530.9,-1.11,11.0,366,True
2017,충청북도,영동군,43740,135,17.51,-4.63,23.58,921.8,2.78,1666.3,2439.3,-1.91,12.0,365,True
2018,충청북도,영동군,43740,135,17.51,-7.0,24.63,1304.2,2.74,1678.7,2446.3,-1.19,12.0,365,True
2019,충청북도,영동군,43740,135,17.51,-4.95,23.11,1164.1,2.58,1622.5,2385.8,-0.99,12.0,365,True
2020,충청북도,영동군,43740,135,17.51,-3.16,23.03,1554.0,2.66,1508.2,2246.8,-1.9,12.0,366,True
2021,충청북도,영동군,43740,135,17.51,-5.53,23.09,1129.1,2.56,1581.7,2339.5,-0.88,12.0,365,True
2022,충청북도,영동군,43740,135,17.51,-5.52,23.67,928.6,2.6,1649.9,2415.3,-1.91,12.0,365,True
2023,충청북도,영동군,43740,135,17.51,-6.28,24.02,1551.5,2.33,1745.6,2555.4,-1.5,12.0,365,True
2016,충청북도,옥천군,43730,226,19.82,-5.91,24.39,1291.6,1.36,1834.6,2632.4,-1.28,11.0,366,True
2017,충청북도,옥천군,43730,226,19.82,-6.77,23.92,1322.8,1.38,1703.2,2460.8,-1.82,12.0,365,True
2018,충청북도,옥천군,43730,226,19.82,-8.87,25.07,1409.5,1.28,1761.4,2522.4,-0.73,12.0,365,True
2019,충청북도,옥천군,43730,226,19.82,-7.21,23.71,1046.2,1.26,1738.2,2495.2,-1.33,12.0,365,True
2020,충청북도,옥천군,43730,226,19.82,-4.09,23.4,1768.8,1.11,1559.9,2269.8,-1.9,12.0,366,True
2021,충청북도,옥천군,43730,226,19.82,-7.2,23.54,1097.7,1.15,1684.4,2441.8,-0.93,12.0,365,True
2022,충청북도,옥천군,43730,226,19.82,-7.6,23.93,1043.5,1.13,1679.3,2442.6,-1.7,12.0,365,True
2023,충청북도,옥천군,43730,226,19.82,-7.7,24.27,1870.4,1.17,1797.3,2602.9,-1.86,12.0,365,True
2016,충청북도,음성군,43770,127,30.1,-5.74,25.28,917.1,1.45,2010.1,2820.5,-2.08,11.0,366,True
2017,충청북도,음성군,43770,127,30.1,-6.23,24.63,1072.9,1.46,1841.6,2614.4,-2.25,12.0,365,True
2018,충청북도,음성군,43770,127,30.1,-8.76,25.9,1349.1,1.52,1896.6,2667.2,-0.96,12.0,365,True
2019,충청북도,음성군,43770,127,30.1,-6.98,24.26,795.5,1.32,1795.0,2546.5,-2.04,12.0,365,True
2020,충청북도,음성군,43770,127,30.1,-3.99,24.21,1446.5,1.4,1677.0,2413.8,-1.92,12.0,366,True
2021,충청북도,음성군,43770,127,30.1,-7.5,24.34,1365.5,1.4,1779.9,2559.7,-1.05,12.0,365,True
2022,충청북도,음성군,43770,127,30.1,-7.76,24.63,1464.2,1.2,1800.4,2571.3,-1.81,12.0,365,True
2023,충청북도,음성군,43770,127,30.1,-7.88,25.08,1661.6,1.22,1937.4,2755.3,-2.34,12.0,365,True
2016,충청북도,제천시,43150,221,12.02,-8.14,23.78,1107.9,1.44,1695.4,2465.8,-1.51,11.0,366,True
2017,충청북도,제천시,43150,221,12.02,-8.37,23.13,1070.7,1.55,1561.1,2297.2,-2.01,12.0,365,True
2018,충청북도,제천시,43150,221,12.02,-10.99,24.43,1409.3,1.65,1622.1,2338.4,-0.68,12.0,365,True
2019,충청북도,제천시,43150,221,12.02,-9.29,23.13,843.0,1.53,1641.8,2351.7,-1.98,12.0,365,True
2020,충청북도,제천시,43150,221,12.02,-5.65,23.1,1551.8,1.35,1465.9,2140.8,-2.21,12.0,366,True
2021,충청북도,제천시,43150,221,12.02,-8.98,23.09,1162.2,1.2,1555.7,2263.8,-1.45,12.0,365,True
2022,충청북도,제천시,43150,221,12.02,-9.63,23.2,1476.6,1.23,1539.1,2256.2,-1.66,12.0,365,True
2023,충청북도,제천시,43150,221,12.02,-9.78,23.74,1765.7,1.23,1654.7,2410.4,-2.06,12.0,365,True
2016,충청북도,증평군,43745,131,21.94,-3.3,25.85,938.0,1.54,2168.2,3001.0,-1.95,11.0,366,True
2017,충청북도,증평군,43745,131,21.94,-3.52,25.57,1301.2,1.59,2125.8,2922.4,-2.24,12.0,365,True
2018,충청북도,증평군,43745,131,21.94,-5.51,26.98,1381.6,1.67,2151.4,2976.4,-1.01,12.0,365,True
2019,충청북도,증평군,43745,131,21.94,-3.59,25.66,856.7,1.32,2140.8,2960.3,-1.6,12.0,365,True
2020,충청북도,증평군,43745,131,21.94,-0.99,25.52,1358.6,1.45,1985.2,2812.1,-1.8,12.0,366,True
2021,충청북도,증평군,43745,131,21.94,-3.74,26.07,1001.6,1.43,2138.6,3006.6,-1.14,12.0,365,True
2022,충청북도,증평군,43745,131,21.94,-4.06,26.11,1236.4,1.39,2190.3,3051.4,-1.85,12.0,365,True
2023,충청북도,증평군,43745,131,21.94,-4.21,26.55,1805.6,1.3,2330.6,3204.7,-1.96,12.0,365,True
2016,충청북도,진천군,43750,232,17.86,-4.43,24.45,1004.8,1.52,1862.6,2670.4,-1.82,11.0,366,True
2017,충청북도,진천군,43750,232,17.86,-5.92,23.83,1305.0,1.45,1690.6,2452.4,-2.51,12.0,365,True
2018,충청북도,진천군,43750,232,17.86,-8.1,25.17,1163.4,1.54,1756.8,2523.4,-1.07,12.0,365,True
2019,충청북도,진천군,43750,232,17.86,-6.73,23.24,845.6,1.34,1614.6,2360.1,-1.61,12.0,365,True
2020,충청북도,진천군,43750,232,17.86,-3.7,23.83,1443.5,1.31,1622.4,2359.0,-1.6,12.0,366,True
2021,충청북도,진천군,43750,232,17.86,-6.47,24.11,1058.9,1.3,1748.4,2526.6,-1.44,12.0,365,True
2022,충청북도,진천군,43750,232,17.86,-7.06,24.36,1080.7,1.23,1770.1,2549.4,-1.81,12.0,365,True
2023,충청북도,진천군,43750,232,17.86,-7.38,24.78,1502.5,1.24,1908.4,2731.6,-1.97,12.0,365,True
2016,충청북도,청주시 상당구,43111,131,5.4,-3.3,25.85,938.0,1.54,2168.2,3001.0,-1.95,11.0,366,True
2017,충청북도,청주시 상당구,43111,131,5.4,-3.52,25.57,1301.2,1.59,2125.8,2922.4,-2.24,12.0,365,True
2018,충청북도,청주시 상당구,43111,131,5.4,-5.51,26.98,1381.6,1.67,2151.4,2976.4,-1.01,12.0,365,True
2019,충청북도,청주시 상당구,43111,131,5.4,-3.59,25.66,856.7,1.32,2140.8,2960.3,-1.6,12.0,365,True
2020,충청북도,청주시 상당구,43111,131,5.4,-0.99,25.52,1358.6,1.45,1985.2,2812.1,-1.8,12.0,366,True
2021,충청북도,청주시 상당구,43111,131,5.4,-3.74,26.07,1001.6,1.43,2138.6,3006.6,-1.14,12.0,365,True
2022,충청북도,청주시 상당구,43111,131,5.4,-4.06,26.11,1236.4,1.39,2190.3,3051.4,-1.85,12.0,365,True
2023,충청북도,청주시 상당구,43111,131,5.4,-4.21,26.55,1805.6,1.3,2330.6,3204.7,-1.96,12.0,365,True
2016,충청북도,청주시 서원구,43112,131,5.4,-3.3,25.85,938.0,1.54,2168.2,3001.0,-1.95,11.0,366,True
2017,충청북도,청주시 서원구,43112,131,5.4,-3.52,25.57,1301.2,1.59,2125.8,2922.4,-2.24,12.0,365,True
2018,충청북도,청주시 서원구,43112,131,5.4,-5.51,26.98,1381.6,1.67,2151.4,2976.4,-1.01,12.0,365,True
2019,충청북도,청주시 서원구,43112,131,5.4,-3.59,25.66,856.7,1.32,2140.8,2960.3,-1.6,12.0,365,True
