연도,시도,시군구,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판
2018,부산광역시,강서구,0.006379606964039,0.1241626426204225,3,1,9.6921,287.23,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,강서구,0.0028958031120255,0.0462154237969629,4,1,9.6921,52.83,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,강서구,0.0039920212695374,0.0321767316952212,5,1,8.1128,52.83,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,강서구,0.000899595242836,0.0223484036637618,6,0,8.1128,160.47,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,강서구,0.0089597413714719,0.0026963615477426,7,0,8.1128,41.2,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,강서구,0.0110388471152163,0.1104674530259709,8,1,8.1128,52.83,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,금정구,0.2231435513142097,0.1374985131856336,1,1,28.1169,33.02,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,금정구,0.1246924439573182,0.1528927461031425,2,1,28.1169,309.95,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,금정구,0.1133286853070031,0.0604363688038306,3,1,28.1169,309.95,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,금정구,0.1015633154094412,0.0429636994321156,4,1,28.1169,33.02,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,금정구,0.0607187350347058,0.01911611719223,5,1,27.6302,33.02,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,금정구,0.097489621277257,0.0327575642381721,6,1,27.6302,149.26,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,금정구,0.0175451792157488,0.0026963615477426,7,0,27.6302,38.2,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,금정구,0.1730285098823619,0.1055305012094637,8,1,27.6302,33.02,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,기장군,0.350093332573178,0.4778477832687846,1,1,23.5331,27.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,기장군,0.3846499683942443,0.3872332465133603,2,1,23.5331,320.39,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,기장군,0.1787317879433972,0.2774044380406467,3,1,23.5331,320.39,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,기장군,0.1217750569259209,0.2354673010030417,4,1,23.5331,27.55,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,기장군,0.0454512629039173,0.1848184369925418,5,1,22.8946,27.55,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,기장군,0.0805656478395671,0.1066097350582582,6,1,22.8946,147.25,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,기장군,0.1299750764217454,0.0069756137364252,7,1,22.8946,43.5,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,기장군,0.2750526560516392,0.3803524072930891,8,1,22.8946,27.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,남구,0.0246926125903715,0.0093560949240249,1,1,15.4272,47.42,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,남구,0.0834216081390723,0.0002999550089979,2,0,15.4272,300.9,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,남구,0.0091579377847656,0.000899595242836,3,1,15.4272,300.9,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,남구,0.0006997551142733,0.001598721363697,4,0,15.4272,47.42,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,남구,0.0014988761237358,0.0023971245997214,5,0,14.8223,47.42,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,남구,0.0,0.0025966258472659,0,0,14.8223,163.87,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,남구,0.0,0.0232281261192071,0,0,14.8223,49.81,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,남구,0.0187236139981025,0.0070749136719618,1,1,14.8223,47.42,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,동구,0.0,0.0139029051689914,0,0,12.0563,48.13,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,동구,0.0,0.0215657779145605,0,0,12.0563,297.53,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,동구,0.0,0.0031948908965191,0,0,12.0563,297.53,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,동구,0.0,0.0017983819413793,0,0,12.0563,48.13,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,동구,0.0,0.0034938892542557,0,0,11.9466,48.13,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,동구,0.0,0.0021975835434872,0,0,11.9466,162.84,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,동구,0.0,0.0066776547532405,0,0,11.9466,47.17,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,동구,0.0,0.0105442138756711,0,0,11.9466,48.13,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,동래구,0.0,0.0543934838303316,0,0,16.1907,38.96,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,동래구,0.0,0.0416216746908194,0,0,16.1907,305.37,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,동래구,0.0,0.0210763256019162,0,0,16.1907,305.37,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,동래구,0.0,0.0190180058357618,0,0,16.1907,38.96,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,동래구,0.0,0.0144944461504525,0,0,16.2,38.96,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,동래구,0.0,0.0192142189238042,0,0,16.2,154.8,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,동래구,0.0,0.0070749136719618,0,0,16.2,41.76,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,동래구,0.0,0.0413338634929772,0,0,16.2,38.96,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,부산진구,0.0231304173888543,0.0089597413714719,1,1,13.2023,44.23,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,부산진구,0.0002999550089979,0.0201947072855192,2,0,13.2023,299.96,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,부산진구,0.0036931718376175,0.0016985566355814,3,1,13.2023,299.96,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,부산진구,0.006379606964039,0.0002999550089979,4,0,13.2023,44.23,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,부산진구,0.0096532570281383,0.0028958031120255,5,1,13.2896,44.23,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,부산진구,0.0066776547532405,0.0003999200213269,6,0,13.2896,158.75,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,부산진구,0.0130149370774946,0.0014988761237358,7,0,13.2896,43.55,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,부산진구,0.0175451792157488,0.0067769842790237,8,1,13.2896,44.23,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,북구,0.025472795973031,0.1179607976335647,1,1,21.5227,38.17,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,북구,0.0541093256470319,0.0907543632684641,2,1,21.5227,303.09,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,북구,0.0027960873020012,0.0693394780786128,3,1,21.5227,303.09,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,북구,0.00129915573162,0.0422929121902514,4,1,21.5227,38.17,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,북구,0.0130149370774946,0.0267392971896216,5,1,21.1914,38.17,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,북구,0.000499875041651,0.0322735605502957,6,0,21.1914,151.47,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,북구,0.0047885167317971,0.0102473164515495,7,1,21.1914,36.65,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,북구,0.0193123110323728,0.0903889997276807,8,1,21.1914,38.17,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,사상구,0.0022973590486834,0.0149871298082483,1,0,14.7584,46.76,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,사상구,0.0,0.0144944461504525,0,0,14.7584,295.46,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,사상구,0.0,0.0034938892542557,0,0,14.7584,295.46,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,사상구,0.0,0.0022973590486834,0,0,14.7584,46.76,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,사상구,0.0027960873020012,0.0060814703158679,1,1,14.6429,46.76,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,사상구,0.0,0.0020977980821461,0,0,14.6429,158.87,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,사상구,0.0010993954433009,0.0066776547532405,1,0,14.6429,41.8,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,사상구,0.0016985566355814,0.0113355096637456,2,0,14.6429,46.76,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,사하구,0.0040916179032535,0.0081665626663934,1,0,10.656,54.72,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,사하구,0.0062802379571504,0.0034938892542557,2,1,10.656,289.3,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,사하구,0.0047885167317971,0.0020977980821461,3,1,10.656,289.3,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,사하구,0.0007996801705643,0.0009995003330835,4,0,10.656,54.72,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,사하구,0.0005998200719676,0.0031948908965191,5,0,10.5364,54.72,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,사하구,0.0001999800026662,0.0009995003330835,6,0,10.5364,166.66,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,사하구,0.0,0.0026963615477426,0,0,10.5364,48.63,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,사하구,0.0030952049073024,0.0061808590750811,1,0,10.5364,54.72,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,서구,0.0076705063042197,0.0059820716775474,1,0,12.3132,51.62,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,서구,0.0,0.00129915573162,0,0,12.3132,293.63,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,서구,0.0,0.0016985566355814,0,0,12.3132,293.63,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,서구,0.0,0.0013990209137073,0,0,12.3132,51.62,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,서구,0.0027960873020012,0.0025966258472659,1,1,12.2042,51.62,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,서구,0.0020977980821461,0.0013990209137073,2,1,12.2042,165.28,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,서구,0.0070749136719618,0.0,3,0,12.2042,48.45,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,서구,0.0057832447557273,0.004489905272852,4,0,12.2042,51.62,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,수영구,0.0122249696225689,0.0121261797978405,1,1,8.7508,43.24,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,수영구,0.0009995003330835,0.0372957847436968,2,0,8.7508,304.56,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,수영구,0.0,0.0026963615477426,0,0,8.7508,304.56,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,수영구,0.0,0.0003999200213269,0,0,8.7508,43.24,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,수영구,0.0,0.000899595242836,0,0,8.6158,43.24,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,수영구,0.0038924147153438,0.0006997551142733,1,0,8.6158,160.23,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,수영구,0.0143958802837323,0.0021975835434872,2,0,8.6158,47.49,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,수영구,0.0092570212626767,0.0091579377847656,3,1,8.6158,43.24,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,연제구,0.0020977980821461,0.0150856374180408,1,0,7.501,41.44,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,연제구,0.0,0.0218593343528935,0,0,7.501,303.98,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,연제구,0.0,0.0031948908965191,0,0,7.501,303.98,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,연제구,0.0,0.0017983819413793,0,0,7.501,41.44,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,연제구,0.0,0.0027960873020012,0,0,7.249,41.44,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,연제구,0.0,0.0025966258472659,0,0,7.249,157.46,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,연제구,0.00329456694943,0.0091579377847656,1,0,7.249,44.05,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,연제구,0.001598721363697,0.0114343776256631,2,0,7.249,41.44,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,영도구,0.2957246440949655,0.0025966258472659,1,0,19.8506,53.03,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2019년판(2015~2019)
2017,부산광역시,영도구,0.2949803749328925,0.0,2,0,19.8506,295.62,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2018,부산광역시,영도구,0.229841072761931,0.0,3,0,19.8506,295.62,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2019,부산광역시,영도구,0.1653449325868378,0.0,4,0,19.8506,53.03,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2020,부산광역시,영도구,0.0756639039209896,0.000899595242836,5,0,20.2221,53.03,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2021,부산광역시,영도구,0.0088606284321965,0.0006997551142733,6,0,20.2221,168.55,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2022,부산광역시,영도구,0.0545828777702917,0.0023971245997214,7,0,20.2221,52.88,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,영도구,0.2311117209633866,0.0018981972830802,8,0,20.2221,53.03,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2024년판(2020~2024)
2016,부산광역시,중구,0.0,0.0037927982386962,0,0,0.6352,50.88,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,중구,0.0,0.0,0,0,0.6352,295.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,중구,0.0,0.0,0,0,0.6352,295.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,중구,0.0,0.0,0,0,0.6352,50.88,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,중구,0.0,0.0013990209137073,0,0,0.6304,50.88,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,중구,0.0,0.0010993954433009,0,0,0.6304,165.19,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,중구,0.0,0.0207825391825285,0,0,0.6304,48.87,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,중구,0.0,0.0028958031120255,0,0,0.6304,50.88,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,부산광역시,해운대구,0.0214679066152409,0.1573455707237775,1,1,35.4749,39.21,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,부산광역시,해운대구,0.0630686914669829,0.1403704528472758,2,1,35.4749,309.8,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,부산광역시,해운대구,0.0014988761237358,0.0759420035751573,3,1,35.4749,309.8,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,부산광역시,해운대구,0.0007996801705643,0.0574194908674864,4,0,35.4749,39.21,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,부산광역시,해운대구,0.0020977980821461,0.0269340012400809,5,1,31.1872,39.21,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,부산광역시,해운대구,0.0026963615477426,0.0464063728141557,6,1,31.1872,157.48,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,부산광역시,해운대구,0.00329456694943,0.0058826631581554,7,0,31.1872,47.31,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,부산광역시,해운대구,0.0162669724638719,0.1210665279794435,8,1,31.1872,39.21,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,강남구,0.0,0.0242046886968173,0,0,0.339,288.12,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,강남구,0.0,0.0180363624860985,0,0,0.339,452.18,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,강남구,0.0,0.0159717695096986,0,0,0.339,452.18,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,강남구,0.0,0.0106431600984798,0,0,0.339,288.12,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,강남구,0.0,0.0107420965319021,0,0,0.3704,288.12,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,강남구,0.0,0.0001999800026662,0,0,0.3704,183.45,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,강남구,0.0,0.0,0,0,0.3704,270.25,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,강남구,0.0,0.0183309566847234,0,0,0.3704,288.12,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,강동구,0.0,0.009058844488346,0,0,0.7404,287.76,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,강동구,0.0,0.017348638334613,0,0,0.7404,458.98,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,강동구,0.0,0.000899595242836,0,0,0.7404,458.98,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,강동구,0.0,0.0024968801985871,0,0,0.7404,287.76,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,강동구,0.0,0.001199280575482,0,0,0.9977,287.76,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,강동구,0.0,0.0018981972830802,0,0,0.9977,180.72,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,강동구,0.0,0.0,0,0,0.9977,270.98,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,강동구,0.0,0.0068763039394321,0,0,0.9977,287.76,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,강북구,0.0,0.0006997551142733,0,0,4.869,303.38,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,강북구,0.0,0.0001999800026662,0,0,4.869,467.91,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,강북구,0.0,0.0003999200213269,0,0,4.869,467.91,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,강북구,0.0,0.0001999800026662,0,0,4.869,303.38,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,강북구,0.0,0.0,0,0,4.9341,303.38,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,강북구,0.0,9.999500033330834e-05,0,0,4.9341,196.49,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,강북구,0.0,0.0,0,0,4.9341,286.23,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,강북구,0.0,0.000499875041651,0,0,4.9341,303.38,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,강서구,0.0,0.0,0,0,0.6431,307.84,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,강서구,0.0,0.0,0,0,0.6431,457.53,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,강서구,0.0,0.0,0,0,0.6431,457.53,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,강서구,0.0,0.0,0,0,0.6431,307.84,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,강서구,0.0,0.0,0,0,0.7015,307.84,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,강서구,0.0,0.0,0,0,0.7015,205.22,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,강서구,0.0,0.0,0,0,0.7015,288.7,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,강서구,0.0,0.0,0,0,0.7015,307.84,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,관악구,0.0,0.0,0,0,10.4661,292.83,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,관악구,0.0,0.0,0,0,10.4661,447.93,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,관악구,0.0,0.0,0,0,10.4661,447.93,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,관악구,0.0,0.0,0,0,10.4661,292.83,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,관악구,0.0,0.0,0,0,10.4003,292.83,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,관악구,0.0,0.0,0,0,10.4003,190.57,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,관악구,0.0,0.0,0,0,10.4003,273.84,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,관악구,0.0,0.0,0,0,10.4003,292.83,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,광진구,0.0,0.0,0,0,6.8625,290.95,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,광진구,0.0,0.0,0,0,6.8625,457.92,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,광진구,0.0,0.0,0,0,6.8625,457.92,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,광진구,0.0,0.0,0,0,6.8625,290.95,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,광진구,0.0,0.0,0,0,6.9757,290.95,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,광진구,0.0,0.0,0,0,6.9757,184.89,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,광진구,0.0,0.0,0,0,6.9757,273.66,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,광진구,0.0,0.0,0,0,6.9757,290.95,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,구로구,0.0,0.0,0,0,0.8006,300.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,구로구,0.0,0.0,0,0,0.8006,450.31,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,구로구,0.0,0.0,0,0,0.8006,450.31,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,구로구,0.0,0.0,0,0,0.8006,300.48,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,구로구,0.0,0.0,0,0,0.5721,300.48,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,구로구,0.0,0.0,0,0,0.5721,198.88,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,구로구,0.0,0.0,0,0,0.5721,281.05,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,구로구,0.0,0.0,0,0,0.5721,300.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,서울특별시,금천구,0.0,0.0,0,0,1.9686,295.04,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,서울특별시,금천구,0.0,0.0,0,0,1.9686,446.85,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,서울특별시,금천구,0.0,0.0,0,0,1.9686,446.85,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,서울특별시,금천구,0.0,0.0,0,0,1.9686,295.04,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,서울특별시,금천구,0.0,0.0,0,0,1.8205,295.04,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,서울특별시,금천구,0.0,0.0,0,0,1.8205,193.6,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,서울특별시,금천구,0.0,0.0,0,0,1.8205,275.67,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,서울특별시,금천구,0.0,0.0,0,0,1.8205,295.04,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
