연도,시도,시군구,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판
2023,경상북도,경주시,0.4480774989120402,0.6609854937515491,8,1,21.4662,31.44,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,고령군,0.4520942087021676,0.180403050971324,1,1,27.1567,82.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,고령군,0.0589290675292874,0.0983963218561933,2,1,27.1567,302.13,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,고령군,0.1108255550888846,0.0918496536298789,3,1,27.1567,302.13,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,고령군,0.0869113719892964,0.0616593803867277,4,1,27.1567,82.55,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,고령군,0.167377109408132,0.0434425578428367,5,1,27.7642,82.55,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,고령군,0.2311117209633866,0.0433468045033658,6,1,27.7642,102.75,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,고령군,0.2379927541644155,0.0951283450915772,7,1,27.7642,51.12,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,고령군,0.3589323939799476,0.1391530613925759,8,1,27.7642,82.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,구미시,0.9472078345088766,0.0515482618805766,1,1,18.6724,105.01,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,구미시,0.8027636268832683,0.0101483310518151,2,1,18.6724,349.07,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,구미시,0.5163503344086906,0.006379606964039,3,1,18.6724,349.07,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,구미시,0.4347002333764993,0.0165620882989782,4,1,18.6724,105.01,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,구미시,0.3949432806485822,0.0153811020383023,5,1,18.7178,105.01,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,구미시,0.3385415227425896,0.0231304173888543,6,1,18.7178,56.22,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,구미시,0.2799018851328186,0.0205866336083883,7,1,18.7178,87.85,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,구미시,0.785042445264201,0.0314986670593709,8,1,18.7178,105.01,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,김천시,0.033628180979984,0.2417690154373746,1,1,11.8597,115.41,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,김천시,0.004191204618468,0.1742893850966903,2,1,11.8597,322.99,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,김천시,0.0030952049073024,0.1002072604170255,3,1,11.8597,322.99,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,김천시,0.0054849302305696,0.090936994992102,4,1,11.8597,115.41,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,김천시,0.0071742037480003,0.0801042442416614,5,1,11.8772,115.41,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,김천시,0.0220549907808313,0.070644839569332,6,1,11.8772,85.44,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,김천시,0.0130149370774946,0.1261920252377593,7,1,11.8772,89.58,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,김천시,0.025472795973031,0.1878064870245243,8,1,11.8772,115.41,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,문경시,9.999500033330834e-05,0.0038924147153438,1,0,16.911,157.72,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,문경시,0.0,0.0017983819413793,2,0,16.911,389.24,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,문경시,0.0,0.000499875041651,0,0,16.911,389.24,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,문경시,0.0,0.0005998200719676,0,0,16.911,157.72,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,문경시,0.0,0.0007996801705643,0,0,16.8865,157.72,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,문경시,0.0,0.0016985566355814,1,0,16.8865,57.77,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,문경시,9.999500033330834e-05,0.0033942330680155,2,0,16.8865,144.3,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,문경시,9.999500033330834e-05,0.0028958031120255,3,0,16.8865,157.72,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,봉화군,9.999500033330834e-05,0.0874612757699945,1,0,34.3888,155.98,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,봉화군,0.0,0.0629747991613884,0,0,34.3888,443.81,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,봉화군,0.0,0.029073247485707,1,0,34.3888,443.81,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,봉화군,0.0,0.0299470763679521,0,0,34.3888,155.98,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,봉화군,0.0,0.026349775322782,1,0,34.3439,155.98,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,봉화군,0.0,0.0257652078860264,2,0,34.3439,41.02,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,봉화군,0.0,0.0039920212695374,3,0,34.3439,159.66,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,봉화군,0.0,0.0667236320429081,4,0,34.3439,155.98,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,상주시,0.0201947072855192,0.166107482930927,1,1,14.4802,140.77,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,상주시,0.0105442138756711,0.1287449558905622,2,1,14.4802,359.72,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,상주시,0.0029955089797984,0.0727856697256476,3,1,14.4802,359.72,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,상주시,0.0030952049073024,0.0594003432814475,4,1,14.4802,140.77,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,상주시,0.0036931718376175,0.0537303224209677,5,1,14.5004,140.77,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,상주시,0.0094551587707551,0.0467881614987589,6,1,14.5004,66.01,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,상주시,0.0093560949240249,0.1022857935407501,7,1,14.5004,122.11,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,상주시,0.0152826235311569,0.1279533643104608,8,1,14.5004,140.77,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,성주군,0.1578580846155803,0.1522918103422586,1,1,19.6496,95.18,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,성주군,0.062880898039201,0.0268366539535596,2,1,19.6496,314.7,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,성주군,0.0386436235922044,0.0346912397899303,3,1,19.6496,314.7,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,성주군,0.0591176044830888,0.0349809688952455,4,1,19.6496,95.18,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,성주군,0.0485044090596149,0.0464063728141557,5,1,19.6435,95.18,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,성주군,0.0429636994321156,0.0605304997400323,6,1,19.6435,89.37,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,성주군,0.0773313429363234,0.1065198433776727,7,1,19.6435,67.73,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,성주군,0.1215094173971972,0.1171606197735768,8,1,19.6435,95.18,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,안동시,0.4878435473740665,0.0039920212695374,1,0,32.7691,120.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,안동시,0.3741120304501421,0.0002999550089979,2,0,32.7691,403.97,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,안동시,0.1875578235892009,0.0001999800026662,3,0,32.7691,403.97,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,안동시,0.192601866201511,0.0001999800026662,4,0,32.7691,120.48,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,안동시,0.1710920748424058,0.000899595242836,5,0,33.8853,120.48,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,안동시,0.1649210421137872,0.0014988761237358,6,1,33.8853,0.0,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,안동시,0.1516045841318941,0.0025966258472659,7,0,33.8853,120.0,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,안동시,0.3886579897917831,0.0029955089797984,8,0,33.8853,120.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,영덕군,0.047646653467353,0.2426324038980567,1,1,29.2505,104.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,영덕군,0.0150856374180408,0.2660497723246671,2,1,29.2505,422.36,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,영덕군,0.0134096869099176,0.1560631356315875,3,1,29.2505,422.36,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,영덕군,0.0122249696225689,0.076220025911409,4,1,29.2505,104.55,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,영덕군,0.0056838164682976,0.062411260121397,5,1,30.7818,104.55,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,영덕군,0.017348638334613,0.0442082546643203,6,1,30.7818,49.35,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,영덕군,0.0281986543586787,0.0698991273796671,7,1,30.7818,119.08,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,영덕군,0.0362354925820954,0.1884692873801887,8,1,30.7818,104.55,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,영양군,0.0,0.1270730825634761,1,0,31.0553,127.7,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,영양군,0.0,0.0896578719305353,2,0,31.0553,432.47,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,영양군,0.0,0.0430594894604469,0,0,31.0553,432.47,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,영양군,0.0,0.0439211870579281,0,0,31.0553,127.7,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,영양군,0.0,0.0377773643340299,0,0,30.9662,127.7,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,영양군,0.0,0.0386436235922044,0,0,30.9662,35.09,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,영양군,0.0,0.0094551587707551,0,0,30.9662,136.69,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,영양군,0.0,0.097489621277257,1,0,30.9662,127.7,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,영주시,0.0106431600984798,0.1187603357208428,1,1,21.9685,156.23,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,영주시,0.00129915573162,0.0869113719892964,2,1,21.9685,424.2,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,영주시,0.000499875041651,0.0404699325537132,3,0,21.9685,424.2,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,영주시,0.0003999200213269,0.0416216746908194,4,0,21.9685,156.23,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,영주시,0.0002999550089979,0.0367175829351627,5,0,22.0837,156.23,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,영주시,0.0030952049073024,0.0352706140819192,6,1,22.0837,36.08,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,영주시,0.0120273802127184,0.0003999200213269,7,0,22.0837,153.17,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,영주시,0.0080673710777587,0.090936994992102,8,1,22.0837,156.23,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,영천시,0.0117309228756986,0.2919230667090354,1,1,24.2752,56.64,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,영천시,0.000499875041651,0.2503695375678011,2,0,24.2752,360.83,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,영천시,0.001199280575482,0.1671233130360578,3,1,24.2752,360.83,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,영천시,0.0021975835434872,0.1067894941815177,4,1,24.2752,56.64,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,영천시,0.0028958031120255,0.0923056707840261,5,1,24.3658,56.64,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,영천시,0.004191204618468,0.0652257849177074,6,1,24.3658,64.3,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,영천시,0.0084640784121294,0.0119285708652738,7,1,24.3658,59.03,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,영천시,0.0088606284321965,0.1984409386738379,8,1,24.3658,56.64,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,예천군,0.0007996801705643,0.1063400357713265,1,0,16.8165,140.9,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,예천군,0.0,0.0748291406206489,0,0,16.8165,395.7,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,예천군,0.0,0.0344980404075674,1,0,16.8165,395.7,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,예천군,0.0,0.035463664275569,2,0,16.8165,140.9,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,예천군,0.0,0.0321767316952212,3,0,16.7986,140.9,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,예천군,0.0001999800026662,0.0324671901375014,4,0,16.7986,33.01,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,예천군,0.000899595242836,0.0569472804417501,5,0,16.7986,132.36,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,예천군,0.0005998200719676,0.081395638203994,6,0,16.7986,140.9,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,울릉군,0.0,0.0003999200213269,0,0,8.4875,263.95,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2019년판(2015~2019)
2017,경상북도,울릉군,0.0,0.0,0,0,8.4875,597.74,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2018,경상북도,울릉군,0.0,0.0,0,0,8.4875,597.74,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2019,경상북도,울릉군,0.0,0.0,0,0,8.4875,263.95,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2020,경상북도,울릉군,0.0,0.0,0,0,8.552,263.95,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2021,경상북도,울릉군,0.0,0.0,0,0,8.552,211.76,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2022,경상북도,울릉군,0.0,0.0005998200719676,0,0,8.552,289.78,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,울릉군,0.0,0.0002999550089979,0,0,8.552,263.95,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2024년판(2020~2024)
2016,경상북도,울진군,0.0,0.0121261797978405,1,0,39.1617,151.09,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
