연도,시도,시군구,시군구코드,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판,stnId,거리_km,겨울철_평균최저기온,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_최저월(최심가뭄),SPI3_유효월수,연간관측일수,겨울철_자료완전성,대응자원투입예산_소나무림ha당_log,예찰진단예산_소나무림ha당_log,예산자료_사용가능여부,대응자원투입예산_원,예찰진단예산_원,소나무림면적_원자료_ha,소나무림면적_보정_flag,log_소나무림면적,면적하한미달_flag,소나무림면적_자료유효_flag,예산결측사유,집계구분_지자체대응역량,대응자원투입예산_원_산림병해충포괄,예찰진단예산_원_산림병해충포괄,대응자원투입예산_소나무림ha당_log_산림병해충포괄,예찰진단예산_소나무림ha당_log_산림병해충포괄,대응자원투입예산_원_재선충명시,예찰진단예산_원_재선충명시,대응자원투입예산_총액_재선충명시,예찰진단예산_총액_재선충명시,대응자원투입예산_소나무림ha당_log_재선충명시,예찰진단예산_소나무림ha당_log_재선충명시,대응자원투입사업_재선충명시_존재_flag,예찰사업_재선충명시_존재_flag,예찰사업명_2016비표준_flag,재선충명시_집계범위,이동통제예산_원_산림병해충포괄,이동통제예산_소나무림ha당_log_산림병해충포괄,예찰진단예산비중_산림병해충포괄,이동통제예산비중_산림병해충포괄,이동통제예산비중_광의예산대비_산림병해충포괄,활동방제법인수_확장,방제법인수_소나무림1만ha당_log,반출금지구역_지정여부,반출금지구역면적_ha,반출금지구역면적비율,법인자료_연도완전여부,법인자료_관측여부,법인자료_최신성주의플래그,반출금지구역_이력완전_flag,확장자료_250to229_source_units,예찰자료_신뢰_flag,도로소나무비율_500m,주거지소나무비율_300m,log1p_원목생산업체수,면적_0_의심_flag,도로인접소나무면적_500m_ha_복원,주거지인접소나무면적_300m_ha_복원,원목생산업체수_누적stock,당해연도_신규원목생산업체수,임상도판_후기_flag,도로소나무비율_500m_최종사용_flag,주거지소나무비율_300m_최종사용_flag,원목생산업체수_조건부핵심_flag,log면적_동시투입필수_flag,집계구분_인위적확산,국비지원액_최종_원,log_국비지원액_최종_원,산림면적당_국비지원액_최종(원per ha),log_국비지원액_최종_per_ha,log_국비지원액_직접방제_원,log_국비지원액_예찰진단_원,예찰진단_예산비중,국비비율_최종(%),국비비율_결측_flag,매칭사업수_최종,매칭사업_없음_flag,index_eligible,국가대응수준_관측포함,도로소나무비율_500m_보정전,기후자료_결측사유,관측소_원거리_도서지역_flag,관측소_대도시권_재사용_flag,"도로소나무비율_500m_TierB참고(2023고정,104포함)",도로소나무비율_500m_TierA_통합시집계_flag
2021,전북특별자치도,군산시,45130,0.0241070753432331,0.0002999550089979,6,0,5.4572,198.16,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),140,7.0,-2.73,24.75,1151.7,2.04,1960.1,2803.9,-0.84,12.0,365,True,12.185063463047427,0.0,1,446570432.0,0.0,2280.270445598689,0,7.73204933140476,0,1,observed,단독단위_원값유지,446570432.0,0.0,12.185063463047,0.0,214097100.0,0.0,674277000.0,0.0,11.449901527571,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,1.0,1.683699893311,1,37657.7,16.514576186647,1,1,0,1,1,1,0.21635758696825003,0.303213039,2.8903717578961645,0,493.3538113171471,691.4077315518628,17,5,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.2163575869999999,,0,0,0.2163575869999999,0
2022,전북특별자치도,군산시,45130,0.0363319292473902,0.0021975835434872,7,0,5.4572,194.06,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),140,7.0,-3.45,24.98,1043.4,2.25,1919.8,2743.8,-1.68,12.0,364,True,12.03339853122266,0.0,1,383727000.0,0.0,2280.270445598689,0,7.73204933140476,0,1,observed,단독단위_원값유지,383727000.0,0.0,12.033398531223,0.0,232022000.0,0.0,744638000.0,0.0,11.530303249088,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,1.0,1.683699893311,1,37657.7,16.514576186647,0,1,1,1,1,1,0.21635758696825036,0.303213039,2.995732273553991,0,493.3538113171471,691.4077315518628,19,2,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.2163575869999999,,0,0,0.2163575869999999,0
2023,전북특별자치도,군산시,45130,0.1100196450385494,0.0016985566355814,8,0,5.4572,227.9,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),140,7.0,-4.28,25.0,2120.8,2.21,2067.2,2906.1,-1.5,12.0,365,True,12.60089507139203,0.0,1,676837000.0,0.0,2280.270445598689,0,7.73204933140476,0,1,observed,단독단위_원값유지,676837000.0,0.0,12.600895071392,0.0,519613000.0,0.0,1462579000.0,0.0,12.33654991868,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,,,1,37657.7,16.514576186647,0,0,1,1,1,1,0.21635758695484303,0.303213039,2.995732273553991,0,493.3538113171471,691.4077315518628,19,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.2163575869999999,,0,0,0.2163575869999999,0
2016,전북특별자치도,김제시,45210,0.0007996801705643,0.0257652078860264,1,0,4.3391,209.53,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),243,18.33,-2.09,25.31,1075.5,1.72,2067.6,2904.1,-1.76,11.0,366,True,11.621522097741508,,1,264163000.0,0.0,2369.806933246794,0,7.77056376804584,0,1,observed,단독단위_원값유지,264163000.0,0.0,11.621522097742,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4990.0,2.10565676469,1,1,0,0,1,0,0.13927040424263973,0.290864809,1.791759469228055,0,330.043968995282,689.2934410057045,5,1,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1392704039999999,,0,0,0.117778181,0
2017,전북특별자치도,김제시,45210,9.999500033330834e-05,0.0030952049073024,2,0,4.3391,264.24,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),243,18.33,-2.76,25.0,906.5,1.72,1949.0,2730.5,-1.95,12.0,365,True,10.545393699467912,10.885650413062573,1,90055000.0,126556000.0,2369.806933246794,0,7.77056376804584,0,1,observed,단독단위_원값유지,90055000.0,126556000.0,10.545393699468,10.885650413063,81441000.0,0.0,271471000.0,0.0,10.444854719651,0.0,1.0,0.0,0,시군구직접_지방비,21374000,9.107232887223,0.531781414795,0.089812383133,0.191817210959,0.0,0.0,1,4990.0,2.10565676469,1,1,0,0,1,1,0.13938085755564708,0.290864809,1.791759469228055,0,330.30572365028684,689.2934410057045,5,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.139380858,,0,0,0.117778181,0
2018,전북특별자치도,김제시,45210,0.0,0.0168571170664229,0,0,4.3391,264.24,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),243,18.33,-4.53,26.01,1359.0,1.7,2026.8,2855.0,-0.99,12.0,365,True,10.55469985826082,0.0,1,90897000.0,0.0,2369.806933246794,0,7.77056376804584,0,1,observed,단독단위_원값유지,90897000.0,0.0,10.554699858261,0.0,49740000.0,0.0,192126000.0,0.0,9.951803871046,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4990.0,2.10565676469,1,1,0,0,1,1,0.1307839793590942,0.290864809,1.791759469228055,0,309.9327801918031,689.2934410057045,5,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1307839789999999,,0,0,0.117778181,0
2019,전북특별자치도,김제시,45210,0.0,0.0162669724638719,0,0,4.3391,209.53,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),243,18.33,-3.01,24.39,1087.5,1.54,1935.4,2749.0,-1.32,12.0,365,True,10.652058787438945,9.564471349740383,1,100192000.0,33766000.0,2369.806933246794,0,7.77056376804584,0,1,observed,단독단위_원값유지,100192000.0,33766000.0,10.652058787439,9.56447134974,91940000.0,0.0,254396000.0,0.0,10.566108755546,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.252064079786,0.0,0.0,0.0,0.0,1,8670.0,3.658525881736,1,1,0,1,1,1,0.13078397935911648,0.290864809,1.791759469228055,0,309.9327801918031,689.2934410057045,5,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1307839789999999,,0,0,0.117778181,0
2020,전북특별자치도,김제시,45210,9.999500033330834e-05,0.0077697372643606,1,0,3.9896,209.53,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),243,18.33,-0.4,24.25,1694.8,1.56,1813.2,2606.5,-1.69,12.0,366,True,10.44049284882498,9.786784204975806,1,74555000.0,38776000.0,2178.918741083423,0,7.686584042410539,0,1,observed,단독단위_원값유지,74555000.0,38776000.0,10.440492848825,9.786784204976,61651000.0,0.0,206354000.0,0.0,10.250451307805,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.342148220699,0.0,0.0,0.0,0.0,1,4022.0,1.845869661941,1,1,0,1,1,1,0.1117242463160515,0.290864809,1.791759469228055,0,243.43805344281463,633.7707834517503,5,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.111724246,,0,0,0.117778181,0
2021,전북특별자치도,김제시,45210,0.0001999800026662,0.0040916179032535,2,0,3.9896,189.99,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),243,18.33,-2.69,24.82,1354.0,1.5,1985.4,2838.9,-0.61,12.0,365,True,10.08222924596739,9.73819926264794,1,52105000.0,36937000.0,2178.918741083423,0,7.686584042410539,0,1,observed,단독단위_원값유지,52105000.0,36937000.0,10.082229245967,9.738199262648,39266000.0,0.0,134936000.0,0.0,9.799341009723,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.41482671099,0.0,0.0,0.0,0.0,1,5850.0,2.684817882236,1,1,0,1,1,1,0.11744944568312127,0.290864809,1.791759469228055,0,255.91279901926544,633.7707834517503,5,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.117449446,,0,0,0.117778181,0
2022,전북특별자치도,김제시,45210,0.0007996801705643,0.006379606964039,3,0,3.9896,174.91,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),243,18.33,-3.18,25.17,971.2,1.51,1987.6,2835.4,-1.69,12.0,365,True,9.844500940072646,9.691935979653795,1,41080000.0,35267000.0,2178.918741083423,0,7.686584042410539,0,1,observed,단독단위_원값유지,41080000.0,35267000.0,9.844500940073,9.691935979654,29498000.0,0.0,110390000.0,0.0,9.513322843923,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.461930396741,0.0,0.0,0.0,0.0,1,7930.0,3.63941979592,0,1,1,1,1,1,0.11777818096283395,0.290864809,1.791759469228055,0,256.6290858716156,633.7707834517503,5,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.117778181,,0,0,0.117778181,0
2023,전북특별자치도,김제시,45210,0.0005998200719676,0.0195084663880429,4,0,3.9896,209.53,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),243,18.33,-3.78,25.22,1853.6,1.5,2137.4,2995.0,-1.73,12.0,365,True,10.092026191364226,9.755562916426404,1,52618000.0,37584000.0,2178.918741083423,0,7.686584042410539,0,1,observed,단독단위_원값유지,52618000.0,37584000.0,10.092026191364,9.755562916426,41492000.0,0.0,176310000.0,0.0,9.854479665934,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.416664818962,0.0,0.0,,,1,15949.0,7.319685539108,0,0,1,1,1,1,0.11777818087089585,0.290864809,1.9459101490553128,0,256.6290858716156,633.7707834517503,6,1,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.117778181,,0,0,0.117778181,0
2016,전북특별자치도,남원시,45190,9.999500033330834e-05,0.0554347068881005,1,0,26.854,158.98,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),247,4.13,-3.45,25.01,1388.5,1.74,2014.5,2850.0,-0.97,11.0,366,True,8.1134060629379,,1,67199000.0,0.0,20131.930252455182,0,9.910062403378785,0,1,observed,단독단위_원값유지,67199000.0,0.0,8.113406062938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,9.0,1.699371888662,0,0.0,0.0,1,1,0,0,1,0,0.21387434879881698,0.1115270119999999,3.367295829986474,0,4305.703476857258,2245.254026848732,28,2,0,1,0,1,1,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1,0.2138743489999999,,0,0,0.2060836819999999,0
2017,전북특별자치도,남원시,45190,9.999500033330834e-05,0.0125212805536717,2,0,26.854,234.97,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),247,4.13,-4.43,24.74,851.3,1.59,1881.4,2659.0,-2.14,12.0,365,True,7.869420745669748,8.696210642064486,1,52646000.0,120373000.0,20131.930252455182,0,9.910062403378785,0,1,observed,단독단위_원값유지,52646000.0,120373000.0,7.86942074567,8.696210642064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.695721279166,0.0,0.0,9.0,1.699371888662,0,0.0,0.0,1,1,0,0,1,1,0.21024765404853096,0.1115270119999999,3.5263605246161616,0,4232.69110607033,2245.254026848732,33,5,0,1,0,1,1,단독단위_원값유지,120371000.0,18.60608920634693,2869.7,7.962311181453327,0.0,18.60608920634693,1.0,50.0,0.0,2.0,0.0,1.0,1,0.2102476539999999,,0,0,0.2060836819999999,0
2018,전북특별자치도,남원시,45190,0.0,0.0231304173888543,0,0,26.854,234.97,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),247,4.13,-6.58,25.85,1431.7,1.68,1958.3,2770.4,-0.84,12.0,365,True,9.29249103283479,7.603290618902336,1,218536000.0,40340000.0,20131.930252455182,0,9.910062403378785,0,1,observed,단독단위_원값유지,218536000.0,40340000.0,9.292491032835,7.603290618902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.155827500425,0.0,0.0,11.0,1.866241659545,0,0.0,0.0,1,1,0,0,1,1,0.21029493782899106,0.1115270119999999,3.555348061489413,0,4233.6430242603865,2245.254026848732,34,1,0,1,0,1,1,단독단위_원값유지,40341000.0,17.51287890426279,961.0,6.8690144506657065,0.0,17.51287890426279,1.0,50.0,0.0,2.0,0.0,1.0,1,0.2102949379999999,,0,0,0.2060836819999999,0
2019,전북특별자치도,남원시,45190,0.0,0.0158733491562901,0,0,26.854,158.98,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),247,4.13,-4.47,24.18,1332.8,1.57,1899.2,2704.6,-0.73,12.0,365,True,9.075949944523565,7.322129437211787,1,175983000.0,30448000.0,20131.930252455182,0,9.910062403378785,0,1,observed,단독단위_원값유지,175983000.0,30448000.0,9.075949944524,7.322129437212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.147497226676,0.0,0.0,12.0,1.940277213417,0,0.0,0.0,1,1,0,1,1,1,0.2102949378290088,0.1115270119999999,3.6635616461296463,0,4233.6430242603865,2245.254026848732,38,4,0,1,0,1,1,단독단위_원값유지,30448000.0,17.231530901360948,724.8,6.58727449477897,0.0,17.231530901360948,1.0,50.0,0.0,2.0,0.0,1.0,1,0.2102949379999999,,0,0,0.2060836819999999,0
2020,전북특별자치도,남원시,45190,0.0,0.0221528046411333,1,0,26.1292,158.98,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),247,4.13,-2.17,24.56,2007.2,1.68,1803.8,2582.2,-2.26,12.0,366,True,9.002573026796286,7.471174469529392,1,159117000.0,34391000.0,19588.5484573884,0,9.882700412092692,0,1,observed,단독단위_원값유지,159117000.0,34391000.0,9.002573026796,7.471174469529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.177723918391,0.0,0.0,12.0,1.963754022745,1,4244.0,0.216657196894,1,1,0,1,1,1,0.2060632084056071,0.111527012,3.737669618283368,0,4036.479135192905,2184.652278869737,41,3,1,1,0,1,1,단독단위_원값유지,34391000.0,17.353305489283475,818.0,6.70808408385307,0.0,17.353305489283475,1.0,50.0,0.0,2.0,0.0,1.0,1,0.206063208,,0,0,0.2060836819999999,0
2021,전북특별자치도,남원시,45190,0.0,0.0170537545658275,2,0,26.1292,176.17,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),247,4.13,-4.64,24.56,1136.8,1.78,1910.9,2721.5,-0.89,12.0,364,True,8.282952441399274,7.635163136570307,1,77469900.0,40523000.0,19588.5484573884,0,9.882700412092692,0,1,observed,단독단위_원값유지,77469900.0,40523000.0,8.282952441399,7.63516313657,52835000.0,0.0,206667000.0,0.0,7.900354676528,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.343435918602,0.0,0.0,15.0,2.15843006708,1,6145.0,0.313703693429,1,1,0,1,1,1,0.20605885165189222,0.111527012,3.737669618283368,0,4036.393807475824,2184.652278869737,41,0,1,1,0,1,1,단독단위_원값유지,194356000.0,19.085202092069064,4619.4,8.438236560414525,18.85137166231316,17.517404973832438,0.2085039823828438,67.55,0.0,3.0,0.0,1.0,1,0.2060588519999999,,0,0,0.2060836819999999,0
2022,전북특별자치도,남원시,45190,9.999500033330834e-05,0.0192142189238042,3,0,26.1292,122.58,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),247,4.13,-5.6,24.91,811.4,1.67,1901.0,2719.0,-2.28,12.0,365,True,7.659866223758896,7.783884733721824,1,41537000.0,47024000.0,19588.5484573884,0,9.882700412092692,0,1,observed,단독단위_원값유지,41537000.0,47024000.0,7.659866223759,7.783884733722,32395000.0,0.0,127200000.0,0.0,7.411418731173,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.530978647486,0.0,0.0,16.0,2.215723259352,1,9802.0,0.50039440244,0,1,1,1,1,1,0.20605885165189222,0.111527012,3.828641396489095,0,4036.393807475824,2184.652278869737,45,4,1,1,0,1,1,단독단위_원값유지,141829000.0,18.770132671602184,3368.4,8.122489965952104,18.36733271899841,17.666168688906573,0.3315541955453398,64.1,0.0,3.0,0.0,1.0,1,0.2060588519999999,,0,0,0.2060836819999999,0
2023,전북특별자치도,남원시,45190,9.999500033330834e-05,0.0421970486997883,4,0,26.1292,158.98,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),247,4.13,-5.79,25.38,1805.7,1.59,2081.2,2922.8,-1.24,12.0,365,True,7.829040878161344,7.847501359433463,1,49197000.0,50114000.0,19588.5484573884,0,9.882700412092692,0,1,observed,단독단위_원값유지,49197000.0,50114000.0,7.829040878161,7.847501359433,39582000.0,0.0,169943000.0,0.0,7.611679378187,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.50461680982,0.0,0.0,,,1,10206.0,0.521018697337,0,0,1,1,1,1,0.2060836818114602,0.111527012,3.8501476017100575,0,4036.8801911340206,2184.652278869737,46,1,1,1,0,1,1,단독단위_원값유지,180473000.0,19.0110917456018,4282.9,8.362619088624793,18.68581809063996,17.72977107828791,0.2776703440403827,66.8,0.0,3.0,0.0,1.0,1,0.2060836819999999,,0,0,0.2060836819999999,0
2016,전북특별자치도,무주군,45730,9.999500033330834e-05,0.0057832447557273,1,0,10.3015,140.33,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),238,27.83,-4.88,24.8,1325.6,1.24,1913.0,2720.8,-0.58,11.0,366,True,9.114864272963125,,1,58939000.0,0.0,6485.079268680864,0,8.777259320065333,0,1,observed,단독단위_원값유지,58939000.0,0.0,9.114864272963,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,7.0,2.467591638487,0,0.0,0.0,1,1,0,0,1,0,0.18756448222259894,0.0841712089999999,1.9459101490553128,0,1216.370533759065,545.8569625057041,6,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.187564482,,0,0,0.1828924679999999,0
2017,전북특별자치도,무주군,45730,0.0,0.0006997551142733,0,0,10.3015,297.29,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),238,27.83,-5.99,24.16,967.6,1.26,1742.6,2506.2,-1.92,12.0,365,True,9.917048828682317,0.0,1,131466000.0,0.0,6485.079268680864,0,8.777259320065333,0,1,observed,단독단위_원값유지,131466000.0,0.0,9.917048828682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,7.0,2.467591638487,0,0.0,0.0,1,1,0,0,1,1,0.18537810948372344,0.0841712089999999,1.9459101490553128,0,1202.1917315431615,545.8569625057041,6,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.185378109,,0,0,0.1828924679999999,0
2018,전북특별자치도,무주군,45730,0.0,0.0005998200719676,0,0,10.3015,297.29,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),238,27.83,-8.17,25.44,1397.2,1.28,1815.9,2585.3,-0.83,12.0,365,True,9.812805358396352,0.0,1,118451000.0,0.0,6485.079268680864,0,8.777259320065333,0,1,observed,단독단위_원값유지,118451000.0,0.0,9.812805358396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,10.0,2.798500833488,0,0.0,0.0,1,1,0,0,1,1,0.18537810948372344,0.0841712089999999,2.302585092994046,0,1202.1917315431615,545.8569625057041,9,3,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.185378109,,0,0,0.1828924679999999,0
2019,전북특별자치도,무주군,45730,0.0001999800026662,0.0009995003330835,1,0,10.3015,140.33,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),238,27.83,-6.64,23.73,982.6,1.16,1748.8,2521.6,-1.8,12.0,365,True,9.558674590836848,0.0,1,91868000.0,0.0,6485.079268680864,0,8.777259320065333,0,1,observed,단독단위_원값유지,91868000.0,0.0,9.558674590837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,12.0,2.970620309682,0,0.0,0.0,1,1,0,1,1,1,0.18537810948372344,0.0841712089999999,2.3978952727983707,0,1202.1917315431615,545.8569625057041,10,1,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.185378109,,0,0,0.1828924679999999,0
2020,전북특별자치도,무주군,45730,0.0,0.001199280575482,0,0,10.6742,140.33,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),238,27.83,-3.23,24.11,1758.2,1.17,1694.6,2440.0,-1.93,12.0,366,True,9.706345401976264,0.0,1,110341000.0,0.0,6719.719048604017,0,8.812801624399757,0,1,observed,단독단위_원값유지,110341000.0,0.0,9.706345401976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,13.0,3.012886638448,0,0.0,0.0,1,1,0,1,1,1,0.18289246829796482,0.0841712089999999,2.4849066497880004,0,1228.9860010658006,565.6068764613299,11,1,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1828924679999999,,0,0,0.1828924679999999,0
2021,전북특별자치도,무주군,45730,0.0,0.0036931718376175,0,0,10.6742,119.34,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),238,27.83,-5.91,24.23,1290.1,1.15,1826.0,2620.8,-0.72,12.0,365,True,9.763614711762854,0.0,1,116845000.0,0.0,6719.719048604017,0,8.812801624399757,0,1,observed,단독단위_원값유지,116845000.0,0.0,9.763614711763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,14.0,3.083477748207,0,0.0,0.0,1,1,0,1,1,1,0.18289246829796482,0.0841712089999999,2.5649493574615367,0,1228.9860010658006,565.6068764613299,12,1,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1828924679999999,,0,0,0.1828924679999999,0
2022,전북특별자치도,무주군,45730,0.0,0.0021975835434872,0,0,10.6742,108.97,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),238,27.83,-6.56,24.39,948.7,1.11,1768.2,2548.7,-1.85,12.0,365,True,9.660307606695945,0.0,1,105376000.0,0.0,6719.719048604017,0,8.812801624399757,0,1,observed,단독단위_원값유지,105376000.0,0.0,9.660307606696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,14.0,3.083477748207,0,0.0,0.0,0,1,1,1,1,1,0.18289246829796485,0.0841712089999999,2.5649493574615367,0,1228.9860010658006,565.6068764613299,12,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1828924679999999,,0,0,0.1828924679999999,0
2023,전북특별자치도,무주군,45730,9.999500033330834e-05,0.0043903483012928,1,0,10.6742,140.33,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),238,27.83,-7.0,24.75,1800.9,1.05,1900.5,2721.4,-1.85,12.0,365,True,9.667286244935529,0.0,1,106114000.0,0.0,6719.719048604017,0,8.812801624399757,0,1,observed,단독단위_원값유지,106114000.0,0.0,9.667286244936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,1,1,1,1,0.18289246823656824,0.0841712089999999,2.5649493574615367,0,1228.9860010658006,565.6068764613299,12,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1828924679999999,,0,0,0.1828924679999999,0
2016,전북특별자치도,부안군,45800,0.0,0.0381624610943489,1,0,13.3185,231.28,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),243,8.78,-2.09,25.31,1075.5,1.72,2067.6,2904.1,-1.76,11.0,366,True,9.533095209172188,,1,99387000.0,0.0,7197.644415441628,0,8.881509086952162,0,1,observed,단독단위_원값유지,99387000.0,0.0,9.533095209172,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0,1,0,0.15172963156959746,0.102855392,0.6931471805599452,0,1092.0959384218131,740.3165378268595,1,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.151729632,,0,0,0.149852133,0
2017,전북특별자치도,부안군,45800,9.999500033330834e-05,0.004489905272852,2,0,13.3185,248.82,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),243,8.78,-2.76,25.0,906.5,1.72,1949.0,2730.5,-1.95,12.0,365,True,10.327748090476875,9.089522622600926,1,220019000.0,63778000.0,7197.644415441628,0,8.881509086952162,0,1,observed,단독단위_원값유지,220019000.0,63778000.0,10.327748090477,9.089522622601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.224731057763,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0,1,1,0.1503789407111961,0.102855392,0.6931471805599452,0,1082.374144888676,740.3165378268595,1,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.150378941,,0,0,0.149852133,0
