연도,시도,시군구,log_피해밀도_본per_ha,Y_bin,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,위험지수
2020,경상남도,사천시,0.1120779034053505,1,1.683075523247294,0.3785062290341789,-0.2841831662914164,0.4856962191210217,0.5657737012777696,0.8490926571341649
2021,경상남도,사천시,0.1393270652210992,1,1.683075523247294,0.38495158246838557,-0.342454874005445,0.5001391506789891,0.556427845597306,0.8560554187982229
2022,경상남도,사천시,0.198276923584082,1,1.683075523247294,-0.24904413938366893,-0.3872392132428024,0.5216277253434589,0.3921049739910704,0.6518863697356947
2023,경상남도,사천시,0.3939321922944401,1,1.683075523247294,0.9717287729686378,-0.38796160864837087,0.2948851730487545,0.6404319651540789,0.9832298230882287
2016,경상남도,산청군,0.000899595242836,1,1.2042040203687194,0.28940836251199126,0.3837692523680871,1.051668294981658,0.732262482557614,0.8484268926207896
2017,경상남도,산청군,0.0002999550089979,1,1.208921186283229,-0.5994329636860833,-0.08517675566359481,1.0827913957223951,0.4017757156639865,0.5640932061065136
2018,경상남도,산청군,0.0002999550089979,1,1.212997991538995,0.25556231102248217,-0.1687058989794326,1.0995569698063654,0.5998528433471025,0.856039090789281
2019,경상남도,산청군,0.000499875041651,1,1.212997991538995,1.0750039465505012,-0.23101377380628924,1.2224735869926193,0.8198654378189566,1.1701585083607051
2020,경상남도,산청군,0.000499875041651,1,1.1865247755607853,0.7747994378846541,-0.15422083647623944,1.2544606695897607,0.7653910116397402,1.0719282943450665
2021,경상남도,산청군,0.0001999800026662,1,1.1865247755607853,-0.3228517587837485,-0.12779317601543838,1.2637978969661334,0.499919434431933,0.7091569712477234
2022,경상남도,산청군,9.999500033330834e-05,1,1.1865247755607853,-0.41758180352582164,-0.04718209048577546,1.2827749824002894,0.5011339659873694,0.683905984811751
2023,경상남도,산청군,0.0006997551142733,1,1.1865247755607853,0.21516531116349447,-0.10100693676701503,1.3045310984113183,0.6513035620921457,0.9020737283785326
2016,경상남도,양산시,0.2393318115107342,1,0.2345886348222771,1.6671371418779577,0.3837692523680871,0.3035478677142881,0.6472607241956525,0.7350912148048409
2017,경상남도,양산시,0.2117994496135527,1,0.23876726546158614,0.10592222657625527,-0.3128298772399358,0.14216290135501386,0.043505629038229854,0.16228413113095175
2018,경상남도,양산시,0.1058004188862116,1,0.24438470180553654,1.0825123562427619,-0.36046869624255046,0.16775782389137847,0.28354654642428156,0.49821829397989226
2019,경상남도,양산시,0.0843411484337508,1,0.24438470180553654,1.4278328652659051,-0.38067149381189125,-0.08516156926862507,0.3015961259977313,0.5290186659342722
2020,경상남도,양산시,0.0343048036919903,1,0.24076258176446266,1.2315320771629328,-0.3066760893356788,-0.049021952041721606,0.27914915438749877,0.47442423562855796
2021,경상남도,양산시,0.076220025911409,1,0.24076258176446266,1.6990614512548663,-0.3630360227679051,-0.031175212583464423,0.3864031994169899,0.6362162734786215
2022,경상남도,양산시,0.080750149685109,1,0.24076258176446266,0.4590100058201212,-0.3343651545466082,-0.00801230925059046,0.08934878094684628,0.23058675944466445
2023,경상남도,양산시,0.1858154460482104,1,0.24076258176446266,1.6073659258048694,-0.3939845282977605,0.01470644157609513,0.3672126052119167,0.6209449830484758
2016,경상남도,의령군,0.1520341558554981,1,2.1367885933674358,-0.1329476578566623,0.3837692523680871,0.8071612968856627,0.7986928711911307,0.9370007441321455
2017,경상남도,의령군,0.0653194661206425,1,2.1420237272279516,-0.06935465745418082,-0.1780099031419858,0.5062379273541306,0.6002242734964789,0.8596356657093004
2018,경상남도,의령군,0.0819485826471674,1,2.1446187400050296,0.4038148793703922,-0.24733994176234309,0.5276984255163708,0.7071980257823625,1.0253773482972643
2019,경상남도,의령군,0.0410459694360009,1,2.1446187400050296,0.36241652529087265,-0.37868210906553346,0.6333285633422239,0.6904204298931482,1.0467879428793754
2020,경상남도,의령군,0.0277124385665357,1,2.0903940623430843,0.53527381921912,-0.29486651433194966,0.6641518936167082,0.7487383152117407,1.0966065917263041
2021,경상남도,의령군,0.0340148785872776,1,2.0903940623430843,0.26992899977738766,-0.2835813795984125,0.6765477448971021,0.6883223568547904,1.012290269005858
2022,경상남도,의령군,0.0855352881062627,1,2.0903940623430843,-0.2678289321319803,-0.29673421042471493,0.6970293634419348,0.555715070807081,0.8398648312176796
2023,경상남도,의령군,0.1168937514714993,1,2.0903940623430843,0.5801168587642397,-0.3260819575061199,0.7191314849383167,0.7658901121348801,1.1298808020152136
2016,경상남도,진주시,0.2522362255174821,1,1.617630503801152,0.5795800775464653,-0.6398539055747803,1.0500775023213085,0.6518585445235363,1.0824293612229752
2017,경상남도,진주시,0.0422929121902514,1,1.6225772914278882,-0.5355990051489499,-0.1768941719597997,0.7491587482356254,0.414810715638691,0.6120456781715212
2018,경상남도,진주시,0.1166268119317196,1,1.6259971994205238,0.263233618108931,-0.37654627539512564,0.7702033132943225,0.5707219638571629,0.8864780436079257
2019,경상남도,진주시,0.0989399478549035,1,1.6259971994205238,0.5626191245270884,-0.4403645187316515,0.6766570691172583,0.6062272185833047,0.9550911310216236
2020,경상남도,진주시,0.0717623662268907,1,1.6261100359319276,0.3785062290341789,-0.4126799319010416,0.7153749351539541,0.5768278170547547,0.9066637333733535
2021,경상남도,진주시,0.0765906021617125,1,1.6261100359319276,0.38495158246838557,-0.4517472664446052,0.5881037868650079,0.536854534705179,0.8663884684217736
2022,경상남도,진주시,0.120357496663734,1,1.6261100359319276,-0.24904413938366893,-0.39737796092861744,0.5008953316112615,0.37014581680772574,0.6259870760531734
2023,경상남도,진주시,0.196224461962946,1,1.6261100359319276,0.9717287729686378,-0.35326686941472807,0.5233790535384526,0.6919877482560725,1.0404059541463393
2016,경상남도,창녕군,0.4213384572644545,1,1.7036355138309385,0.8958906742281345,0.3837692523680871,0.6666154717754655,0.9124777280506565,1.088713886611513
2017,경상남도,창녕군,0.3190353801097767,1,1.7086300696061958,-0.5360311681257485,-0.2793026861338167,0.6991689067847259,0.39811628053283915,0.6239226027550577
2018,경상남도,창녕군,0.3090276264711589,1,1.7119133234221682,0.1091052759637555,-0.3590598308155949,0.7207681427615487,0.5456817278329693,0.8472622473824908
2019,경상남도,창녕군,0.1765549618996175,1,1.7119133234221682,0.33362405850145416,-0.360131514387789,0.6252007209904603,0.5776516471315735,0.8902460343046942
2020,경상남도,창녕군,0.1116308161711853,1,1.7280399434739864,-0.09420765950740434,-1.9414708644975318,0.5243342158659685,0.05417390883375467,0.7193888332775168
2021,경상남도,창녕군,0.1080469040831337,1,1.7280399434739864,0.35724984607492305,-0.3301655186119388,0.5395514786475305,0.5736689373961252,0.8749470893988133
2022,경상남도,창녕군,0.0936724758626351,1,1.7280399434739864,0.05520528371850242,-0.28876735855762015,0.452515151303854,0.48674825498468066,0.7452534594987809
2023,경상남도,창녕군,0.3335393685365754,1,1.7280399434739864,0.6899146807128533,-0.30782377238904884,0.4750384584024473,0.6462923275500596,0.9643310275297624
2016,경상남도,창원시,0.354733059701391,1,0.8740968651686699,1.3663115820284681,0.3837692523680871,0.7001591830164168,0.8310842206454104,0.980189210071185
2017,경상남도,창원시,0.2717813229201039,1,0.8786306858616397,0.3334573517658201,-0.3721087725273198,0.7336098866314618,0.39339728793290046,0.6485659747529738
2018,경상남도,창원시,0.3313879047118487,1,0.8832320015091697,0.47906385586224565,-0.46396065836297407,0.7577551422004983,0.4140225853022349,0.7066836665239712
2019,경상남도,창원시,0.128041349880884,1,0.8832320015091697,1.0229614319361857,-0.4418536065869739,0.5106544631047607,0.4937485724907856,0.8056159655167053
